"objectid";"id_operacion";"id";"no, fmi";"dirección territorial";"municipio";"fecha_envio_juridico";"folio_matriz";"divipola";"vereda";"novedadfmi_tipo";"npnmatriz";"novedad_numero_predial";"folio_derivados";"predio tipo";"condicion prop derivado";"área registral m2";"coeficiente";"área coefieciente";"uit - asignación"
1648853;L10_2433;2433;2433;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415409";Privado_Privado;NPH;"318.73";;;NO APLICA
1648867;L10_2447;2447;2447;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415410";Privado_Privado;NPH;"379.7";;;NO APLICA
1648882;L10_2462;2462;2462;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415411";Privado_Privado;NPH;"280.64";;;NO APLICA
1648883;L10_2463;2463;2463;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415412";Privado_Privado;NPH;"264.8";;;NO APLICA
1648879;L10_2459;2459;2459;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415413";Privado_Privado;NPH;"318.27";;;NO APLICA
1648878;L10_2458;2458;2458;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415414";Privado_Privado;NPH;"318.19";;;NO APLICA
1648848;L10_2428;2428;2428;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415415";Privado_Privado;NPH;"318.14";;;NO APLICA
1648846;L10_2426;2426;2426;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415416";Privado_Privado;NPH;"318.36";;;NO APLICA
1648735;L10_2315;2315;2315;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415417";Privado_Privado;NPH;"317.49";;;NO APLICA
1648823;L10_2403;2403;2403;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415418";Privado_Privado;NPH;"317.71";;;NO APLICA
1648728;L10_2308;2308;2308;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415419";Privado_Privado;NPH;"318.04";;;NO APLICA
1648722;L10_2302;2302;2302;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415420";Privado_Privado;NPH;"317.97";;;NO APLICA
1648723;L10_2303;2303;2303;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415421";Privado_Privado;NPH;"301.06";;;NO APLICA
1648840;L10_2420;2420;2420;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415422";Privado_Privado;NPH;"326.25";;;NO APLICA
1648839;L10_2419;2419;2419;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415423";Privado_Privado;NPH;"543.62";;;NO APLICA
1648843;L10_2423;2423;2423;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415424";Privado_Privado;NPH;"350.87";;;NO APLICA
1648836;L10_2416;2416;2416;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415425";Privado_Privado;NPH;"352.91";;;NO APLICA
1648829;L10_2409;2409;2409;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415426";Privado_Privado;NPH;"351.37";;;NO APLICA
1648834;L10_2414;2414;2414;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415427";Privado_Privado;NPH;"350.11";;;NO APLICA
1648890;L10_2470;2470;2470;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415428";Privado_Privado;NPH;"359.5";;;NO APLICA
1646711;L10_2613;2613;2613;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415429";Privado_Privado;NPH;"349.8";;;NO APLICA
1646712;L10_2614;2614;2614;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415430";Privado_Privado;NPH;"338.98";;;NO APLICA
1646708;L10_2610;2610;2610;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415431";Privado_Privado;NPH;"333.62";;;NO APLICA
1646702;L10_2604;2604;2604;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415432";Privado_Privado;NPH;"312.76";;;NO APLICA
1646705;L10_2607;2607;2607;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415433";Privado_Privado;NPH;"309.62";;;NO APLICA
1646717;L10_2619;2619;2619;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415434";Privado_Privado;NPH;"386.88";;;NO APLICA
1646732;L10_2634;2634;2634;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415435";Privado_Privado;NPH;"367.12";;;NO APLICA
1646729;L10_2631;2631;2631;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415436";Privado_Privado;NPH;"309.37";;;NO APLICA
1646720;L10_2622;2622;2622;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415437";Privado_Privado;NPH;"310.1";;;NO APLICA
1646722;L10_2624;2624;2624;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415438";Privado_Privado;NPH;"309.96";;;NO APLICA
1646723;L10_2625;2625;2625;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415439";Privado_Privado;NPH;"271.71";;;NO APLICA
1646725;L10_2627;2627;2627;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415440";Privado_Privado;NPH;"402.08";;;NO APLICA
1646676;L10_2578;2578;2578;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415441";Privado_Privado;NPH;"419.45";;;NO APLICA
1646579;L10_2481;2481;2481;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415442";Privado_Privado;NPH;"316.66";;;NO APLICA
1648891;L10_2471;2471;2471;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415443";Privado_Privado;NPH;"318.13";;;NO APLICA
1646575;L10_2477;2477;2477;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415444";Privado_Privado;NPH;"318.14";;;NO APLICA
1646679;L10_2581;2581;2581;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415445";Privado_Privado;NPH;"319.58";;;NO APLICA
1646690;L10_2592;2592;2592;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415446";Privado_Privado;NPH;"323.61";;;NO APLICA
1646693;L10_2595;2595;2595;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415447";Privado_Privado;NPH;"449.87";;;NO APLICA
1646685;L10_2587;2587;2587;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415448";Privado_Privado;NPH;"361.21";;;NO APLICA
1646909;L10_488;488;488;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415449";Privado_Privado;NPH;"399.15";;;NO APLICA
1647036;L10_615;615;615;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415450";Privado_Privado;NPH;"317.95";;;NO APLICA
1647050;L10_629;629;629;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415451";Privado_Privado;NPH;"319.1";;;NO APLICA
1647054;L10_633;633;633;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415452";Privado_Privado;NPH;"318.28";;;NO APLICA
1647037;L10_616;616;616;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415453";Privado_Privado;NPH;"317.88";;;NO APLICA
1647040;L10_619;619;619;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415454";Privado_Privado;NPH;"318.65";;;NO APLICA
1647070;L10_649;649;649;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415455";Privado_Privado;NPH;"319.02";;;NO APLICA
1647074;L10_653;653;653;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415456";Privado_Privado;NPH;"318.24";;;NO APLICA
1647066;L10_645;645;645;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415457";Privado_Privado;NPH;"317.42";;;NO APLICA
1647061;L10_640;640;640;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415458";Privado_Privado;NPH;"623.07";;;NO APLICA
1647865;L10_1444;1444;1444;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415459";Privado_Privado;NPH;"321.14";;;NO APLICA
1647869;L10_1448;1448;1448;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415460";Privado_Privado;NPH;"296.74";;;NO APLICA
1647862;L10_1441;1441;1441;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415461";Privado_Privado;NPH;"310";;;NO APLICA
1647856;L10_1435;1435;1435;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415462";Privado_Privado;NPH;"310.35";;;NO APLICA
1647479;L10_1058;1058;1058;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415463";Privado_Privado;NPH;"309.6";;;NO APLICA
1647500;L10_1079;1079;1079;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415464";Privado_Privado;NPH;"352.88";;;NO APLICA
1647484;L10_1063;1063;1063;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415465";Privado_Privado;NPH;"309.64";;;NO APLICA
1647461;L10_1040;1040;1040;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415466";Privado_Privado;NPH;"309.09";;;NO APLICA
1647468;L10_1047;1047;1047;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415467";Privado_Privado;NPH;"309.17";;;NO APLICA
1647462;L10_1041;1041;1041;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415468";Privado_Privado;NPH;"309.81";;;NO APLICA
1647496;L10_1075;1075;1075;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415469";Privado_Privado;NPH;"309.7";;;NO APLICA
1647644;L10_1223;1223;1223;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415470";Privado_Privado;NPH;"309.57";;;NO APLICA
1647640;L10_1219;1219;1219;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415471";Privado_Privado;NPH;"309.5";;;NO APLICA
1647665;L10_1244;1244;1244;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415472";Privado_Privado;NPH;"309.63";;;NO APLICA
1647667;L10_1246;1246;1246;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415473";Privado_Privado;NPH;"309.75";;;NO APLICA
1647632;L10_1211;1211;1211;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415474";Privado_Privado;NPH;"309.66";;;NO APLICA
1647512;L10_1091;1091;1091;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415475";Privado_Privado;NPH;"408.19";;;NO APLICA
1647513;L10_1092;1092;1092;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415476";Privado_Privado;NPH;"349.44";;;NO APLICA
1647511;L10_1090;1090;1090;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415477";Privado_Privado;NPH;"303.49";;;NO APLICA
1647621;L10_1200;1200;1200;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415478";Privado_Privado;NPH;"318.07";;;NO APLICA
1648356;L10_1935;1935;1935;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415479";Privado_Privado;NPH;"317.71";;;NO APLICA
1648504;L10_2083;2083;2083;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415480";Privado_Privado;NPH;"317.94";;;NO APLICA
1648511;L10_2090;2090;2090;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415481";Privado_Privado;NPH;"316.33";;;NO APLICA
1648497;L10_2076;2076;2076;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415482";Privado_Privado;NPH;"315.98";;;NO APLICA
1648495;L10_2074;2074;2074;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415483";Privado_Privado;NPH;"318.82";;;NO APLICA
1648499;L10_2078;2078;2078;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415484";Privado_Privado;NPH;"318.09";;;NO APLICA
1648513;L10_2092;2092;2092;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415485";Privado_Privado;NPH;"318.02";;;NO APLICA
1648515;L10_2094;2094;2094;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415486";Privado_Privado;NPH;"270.72";;;NO APLICA
1648534;L10_2113;2113;2113;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415487";Privado_Privado;NPH;"289.2";;;NO APLICA
1648535;L10_2114;2114;2114;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415488";Privado_Privado;NPH;"324.77";;;NO APLICA
1648526;L10_2105;2105;2105;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415489";Privado_Privado;NPH;"302.92";;;NO APLICA
1648520;L10_2099;2099;2099;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415490";Privado_Privado;NPH;"324.39";;;NO APLICA
1648523;L10_2102;2102;2102;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415491";Privado_Privado;NPH;"323.32";;;NO APLICA
1648503;L10_2082;2082;2082;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415492";Privado_Privado;NPH;"321.86";;;NO APLICA
1648369;L10_1948;1948;1948;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415493";Privado_Privado;NPH;"321.78";;;NO APLICA
1648373;L10_1952;1952;1952;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415494";Privado_Privado;NPH;"324.06";;;NO APLICA
1648376;L10_1955;1955;1955;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415495";Privado_Privado;NPH;"323.92";;;NO APLICA
1648362;L10_1941;1941;1941;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415496";Privado_Privado;NPH;"323.12";;;NO APLICA
1648357;L10_1936;1936;1936;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415497";Privado_Privado;NPH;"322.95";;;NO APLICA
1648364;L10_1943;1943;1943;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415498";Privado_Privado;NPH;"323.92";;;NO APLICA
1648379;L10_1958;1958;1958;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415499";Privado_Privado;NPH;"323.91";;;NO APLICA
1648482;L10_2061;2061;2061;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415500";Privado_Privado;NPH;"323.14";;;NO APLICA
1648486;L10_2065;2065;2065;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415501";Privado_Privado;NPH;"323.22";;;NO APLICA
1648386;L10_1965;1965;1965;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415502";Privado_Privado;NPH;"323.09";;;NO APLICA
1648382;L10_1961;1961;1961;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415503";Privado_Privado;NPH;"323.81";;;NO APLICA
1648383;L10_1962;1962;1962;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415504";Privado_Privado;NPH;"323.78";;;NO APLICA
1648387;L10_1966;1966;1966;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415505";Privado_Privado;NPH;"323.82";;;NO APLICA
1648537;L10_2116;2116;2116;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415506";Privado_Privado;NPH;"323.86";;;NO APLICA
1648671;L10_2251;2251;2251;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415507";Privado_Privado;NPH;"289.33";;;NO APLICA
1648691;L10_2271;2271;2271;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415508";Privado_Privado;NPH;"304.77";;;NO APLICA
1648682;L10_2262;2262;2262;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415509";Privado_Privado;NPH;"268.56";;;NO APLICA
1648673;L10_2253;2253;2253;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415510";Privado_Privado;NPH;"353.18";;;NO APLICA
1648676;L10_2256;2256;2256;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415511";Privado_Privado;NPH;"336.56";;;NO APLICA
1648678;L10_2258;2258;2258;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415512";Privado_Privado;NPH;"337.32";;;NO APLICA
1648695;L10_2275;2275;2275;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415513";Privado_Privado;NPH;"335.69";;;NO APLICA
1648711;L10_2291;2291;2291;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415514";Privado_Privado;NPH;"334.13";;;NO APLICA
1648713;L10_2293;2293;2293;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415515";Privado_Privado;NPH;"334.33";;;NO APLICA
1648710;L10_2290;2290;2290;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415516";Privado_Privado;NPH;"334.89";;;NO APLICA
1648705;L10_2285;2285;2285;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415517";Privado_Privado;NPH;"335.15";;;NO APLICA
1648696;L10_2276;2276;2276;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415518";Privado_Privado;NPH;"335";;;NO APLICA
1648704;L10_2284;2284;2284;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415519";Privado_Privado;NPH;"334.23";;;NO APLICA
1648550;L10_2129;2129;2129;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415520";Privado_Privado;NPH;"334.22";;;NO APLICA
1648551;L10_2130;2130;2130;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415521";Privado_Privado;NPH;"335.07";;;NO APLICA
1648553;L10_2132;2132;2132;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415522";Privado_Privado;NPH;"335";;;NO APLICA
1648556;L10_2135;2135;2135;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415523";Privado_Privado;NPH;"334.99";;;NO APLICA
1648539;L10_2118;2118;2118;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415524";Privado_Privado;NPH;"335";;;NO APLICA
1648543;L10_2122;2122;2122;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415525";Privado_Privado;NPH;"334.99";;;NO APLICA
1647733;L10_1312;1312;1312;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415526";Privado_Privado;NPH;"335";;;NO APLICA
1647744;L10_1323;1323;1323;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415527";Privado_Privado;NPH;"335.06";;;NO APLICA
1647754;L10_1333;1333;1333;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415528";Privado_Privado;NPH;"302.15";;;NO APLICA
1647759;L10_1338;1338;1338;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415529";Privado_Privado;NPH;"324";;;NO APLICA
1647747;L10_1326;1326;1326;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415530";Privado_Privado;NPH;"648.21";;;NO APLICA
1647748;L10_1327;1327;1327;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415531";Privado_Privado;NPH;"471.09";;;NO APLICA
1647936;L10_1515;1515;1515;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415532";Privado_Privado;NPH;"469.03";;;NO APLICA
1647940;L10_1519;1519;1519;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415533";Privado_Privado;NPH;"478.61";;;NO APLICA
1647926;L10_1505;1505;1505;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415534";Privado_Privado;NPH;"500.74";;;NO APLICA
1647930;L10_1509;1509;1509;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415535";Privado_Privado;NPH;"493.44";;;NO APLICA
1647934;L10_1513;1513;1513;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415536";Privado_Privado;NPH;"508.55";;;NO APLICA
1647952;L10_1531;1531;1531;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415537";Privado_Privado;NPH;"538.21";;;NO APLICA
1647956;L10_1535;1535;1535;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415538";Privado_Privado;NPH;"711.36";;;NO APLICA
1647953;L10_1532;1532;1532;BOLÍVAR;TURBACO;"10/11/2025";"060-414818";"13836";;;SIN NPN;Desenglobe_Venta_Parcial;"060-415539";Privado_Privado;NPH;"336.92";;;NO APLICA
