"objectid";"id_operacion";"id";"no, fmi";"dirección territorial";"municipio";"fecha_envio_juridico";"folio_matriz";"divipola";"vereda";"novedadfmi_tipo";"npnmatriz";"novedad_numero_predial";"folio_derivados";"predio tipo";"condicion prop derivado";"área registral m2";"coeficiente";"área coefieciente";"uit - asignación"
1495705;"607825";9;9;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-122510";"08832";"08832040000000075";FMI_Debe_Estar_Cerrado;"088320400000000750008000000000";Cancelacion_por_Desenglobe;;;;;;;NO APLICA
1139838;"608837";8;8;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-214573";"08832";"08832040000000259";;"088320400000002590003000000000";Cancelacion_por_Englobe;;;;;;;NO APLICA
1286798;"608838";5;5;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-214574";"08832";"08832040000000259";;"088320400000002590004000000000";Cancelacion_por_Englobe;;;;;;;NO APLICA
1333833;"608848";6;6;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-214584";"08832";"08832040000000259";;"088320400000002590014000000000";Cancelacion_por_Englobe;;;;;;;NO APLICA
1464067;"608849";7;7;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-214585";"08832";"08832040000000259";;"088320400000002590015000000000";Cancelacion_por_Englobe;;;;;;;NO APLICA
1646337;L10_3;4;4;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-214573";"08832";"08832040000000259";;"088320400000002590003000000000";Englobe_Nuevo_FMI;"040-319240";Privado_Privado;NPH;"429";;;NO APLICA
1646337;L10_3;1;1;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-214574";"08832";"08832040000000259";;"088320400000002590004000000000";Englobe_Nuevo_FMI;"040-319240";Privado_Privado;NPH;"429";;;NO APLICA
1646337;L10_3;3;3;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-214585";"08832";"08832040000000259";;"088320400000002590015000000000";Englobe_Nuevo_FMI;"040-319240";Privado_Privado;NPH;"429";;;NO APLICA
1646337;L10_3;2;2;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-214584";"08832";"08832040000000259";;"088320400000002590014000000000";Englobe_Nuevo_FMI;"040-319240";Privado_Privado;NPH;"429";;;NO APLICA
1320225;"603442";17;17;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";FMI_Debe_Estar_Abierto;"088320002000000010080000000000";Cambio_Numero_Predial_NPH_a_Condominio;"040-503998";Privado_Privado;Condominio_Matriz;"403063.2";;;NO APLICA
1646562;L10_241;241;241;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601265";Privado_Privado;Condominio_Unidad_Predial;"490.28";0.49;"490.28";NO APLICA
1646561;L10_240;240;240;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601266";Privado_Privado;Condominio_Unidad_Predial;"384";0.39;"384";NO APLICA
1646560;L10_239;239;239;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601267";Privado_Privado;Condominio_Unidad_Predial;"384";0.39;"384";NO APLICA
1646559;L10_238;238;238;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601268";Privado_Privado;Condominio_Unidad_Predial;"384";0.39;"384";NO APLICA
1646498;L10_176;176;176;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601269";Privado_Privado;Condominio_Unidad_Predial;"384";0.39;"384";NO APLICA
1646497;L10_175;175;175;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601270";Privado_Privado;Condominio_Unidad_Predial;"384";0.39;"384";NO APLICA
1646496;L10_174;174;174;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601271";Privado_Privado;Condominio_Unidad_Predial;"384";0.39;"384";NO APLICA
1646495;L10_173;173;173;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601272";Privado_Privado;Condominio_Unidad_Predial;"576";0.39;"576";NO APLICA
1646494;L10_172;172;172;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601273";Privado_Privado;Condominio_Unidad_Predial;"576";0.58;"576";NO APLICA
1646493;L10_171;171;171;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601274";Privado_Privado;Condominio_Unidad_Predial;"576";0.58;"576";NO APLICA
1646492;L10_170;170;170;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601275";Privado_Privado;Condominio_Unidad_Predial;"384";0.39;"384";NO APLICA
1646491;L10_169;169;169;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601276";Privado_Privado;Condominio_Unidad_Predial;"384";0.39;"384";NO APLICA
1646490;L10_168;168;168;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601277";Privado_Privado;Condominio_Unidad_Predial;"576";0.58;"576";NO APLICA
1646489;L10_167;167;167;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601278";Privado_Privado;Condominio_Unidad_Predial;"576";0.58;"576";NO APLICA
1646488;L10_166;166;166;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601279";Privado_Privado;Condominio_Unidad_Predial;"576";0.58;"576";NO APLICA
1646487;L10_165;165;165;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601280";Privado_Privado;Condominio_Unidad_Predial;"384";0.39;"384";NO APLICA
1646486;L10_164;164;164;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601281";Privado_Privado;Condominio_Unidad_Predial;"384";0.39;"384";NO APLICA
1646485;L10_163;163;163;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601282";Privado_Privado;Condominio_Unidad_Predial;"384";0.39;"384";NO APLICA
1646484;L10_162;162;162;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601283";Privado_Privado;Condominio_Unidad_Predial;"384";0.39;"384";NO APLICA
1646483;L10_161;161;161;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601284";Privado_Privado;Condominio_Unidad_Predial;"384";0.39;"384";NO APLICA
1646482;L10_160;160;160;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601285";Privado_Privado;Condominio_Unidad_Predial;"384";0.39;"384";NO APLICA
1646481;L10_159;159;159;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601286";Privado_Privado;Condominio_Unidad_Predial;"384";0.39;"384";NO APLICA
1646480;L10_158;158;158;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601287";Privado_Privado;Condominio_Unidad_Predial;"384";0.39;"384";NO APLICA
1646479;L10_157;157;157;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601288";Privado_Privado;Condominio_Unidad_Predial;"576";0.58;"576";NO APLICA
1646478;L10_156;156;156;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601289";Privado_Privado;Condominio_Unidad_Predial;"576";0.58;"576";NO APLICA
1646477;L10_155;155;155;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601290";Privado_Privado;Condominio_Unidad_Predial;"384";0.39;"384";NO APLICA
1646476;L10_154;154;154;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601291";Privado_Privado;Condominio_Unidad_Predial;"384";0.39;"384";NO APLICA
1646475;L10_153;153;153;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601292";Privado_Privado;Condominio_Unidad_Predial;"384";0.39;"384";NO APLICA
1646474;L10_152;152;152;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601293";Privado_Privado;Condominio_Unidad_Predial;"384";0.39;"384";NO APLICA
1646473;L10_151;151;151;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601294";Privado_Privado;Condominio_Unidad_Predial;"384";0.39;"384";NO APLICA
1646472;L10_150;150;150;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601295";Privado_Privado;Condominio_Unidad_Predial;"384";0.39;"384";NO APLICA
1646471;L10_149;149;149;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601296";Privado_Privado;Condominio_Unidad_Predial;"576";0.58;"576";NO APLICA
1646470;L10_148;148;148;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601297";Privado_Privado;Condominio_Unidad_Predial;"558";0.56;"558";NO APLICA
1646469;L10_147;147;147;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601298";Privado_Privado;Condominio_Unidad_Predial;"558";0.56;"558";NO APLICA
1646468;L10_146;146;146;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601299";Privado_Privado;Condominio_Unidad_Predial;"558";0.56;"558";NO APLICA
1646467;L10_145;145;145;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601300";Privado_Privado;Condominio_Unidad_Predial;"372";0.56;"372";NO APLICA
1646466;L10_144;144;144;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601301";Privado_Privado;Condominio_Unidad_Predial;"372";0.37;"372";NO APLICA
1646465;L10_143;143;143;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601302";Privado_Privado;Condominio_Unidad_Predial;"372";0.37;"372";NO APLICA
1646464;L10_142;142;142;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601303";Privado_Privado;Condominio_Unidad_Predial;"558";0.56;"558";NO APLICA
1646463;L10_141;141;141;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601304";Privado_Privado;Condominio_Unidad_Predial;"558";0.56;"558";NO APLICA
1646462;L10_140;140;140;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601305";Privado_Privado;Condominio_Unidad_Predial;"372";0.37;"372";NO APLICA
1646461;L10_139;139;139;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601306";Privado_Privado;Condominio_Unidad_Predial;"372";0.37;"372";NO APLICA
1646460;L10_138;138;138;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601307";Privado_Privado;Condominio_Unidad_Predial;"372";0.37;"372";NO APLICA
1646459;L10_137;137;137;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601308";Privado_Privado;Condominio_Unidad_Predial;"372";0.37;"372";NO APLICA
1646458;L10_136;136;136;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601309";Privado_Privado;Condominio_Unidad_Predial;"558";0.56;"558";NO APLICA
1646457;L10_135;135;135;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601310";Privado_Privado;Condominio_Unidad_Predial;"558";0.56;"558";NO APLICA
1646456;L10_134;134;134;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601311";Privado_Privado;Condominio_Unidad_Predial;"372";0.37;"372";NO APLICA
1646455;L10_133;133;133;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601312";Privado_Privado;Condominio_Unidad_Predial;"372";0.37;"372";NO APLICA
1646454;L10_132;132;132;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601313";Privado_Privado;Condominio_Unidad_Predial;"372";0.37;"372";NO APLICA
1646453;L10_131;131;131;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601314";Privado_Privado;Condominio_Unidad_Predial;"372";0.37;"372";NO APLICA
1646452;L10_130;130;130;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601315";Privado_Privado;Condominio_Unidad_Predial;"558";0.56;"558";NO APLICA
1646451;L10_129;129;129;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601316";Privado_Privado;Condominio_Unidad_Predial;"558";0.56;"558";NO APLICA
1646450;L10_128;128;128;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601317";Privado_Privado;Condominio_Unidad_Predial;"372";0.37;"372";NO APLICA
1646449;L10_127;127;127;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601318";Privado_Privado;Condominio_Unidad_Predial;"372";0.37;"372";NO APLICA
1646448;L10_126;126;126;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601319";Privado_Privado;Condominio_Unidad_Predial;"372";0.37;"372";NO APLICA
1646447;L10_125;125;125;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601320";Privado_Privado;Condominio_Unidad_Predial;"558";0.56;"558";NO APLICA
1646446;L10_124;124;124;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601321";Privado_Privado;Condominio_Unidad_Predial;"558";0.56;"558";NO APLICA
1646445;L10_123;123;123;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601322";Privado_Privado;Condominio_Unidad_Predial;"558";0.56;"558";NO APLICA
1646444;L10_122;122;122;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601323";Privado_Privado;Condominio_Unidad_Predial;"558";0.56;"558";NO APLICA
1646443;L10_121;121;121;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601324";Privado_Privado;Condominio_Unidad_Predial;"372";0.37;"372";NO APLICA
1646442;L10_120;120;120;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601325";Privado_Privado;Condominio_Unidad_Predial;"372";0.37;"372";NO APLICA
1646441;L10_119;119;119;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601326";Privado_Privado;Condominio_Unidad_Predial;"372";0.37;"372";NO APLICA
1646440;L10_118;118;118;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601327";Privado_Privado;Condominio_Unidad_Predial;"372";0.37;"372";NO APLICA
1646439;L10_117;117;117;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601328";Privado_Privado;Condominio_Unidad_Predial;"372";0.37;"372";NO APLICA
1646438;L10_116;116;116;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601329";Privado_Privado;Condominio_Unidad_Predial;"372";0.37;"372";NO APLICA
1646437;L10_115;115;115;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601330";Privado_Privado;Condominio_Unidad_Predial;"558";0.56;"558";NO APLICA
1646436;L10_114;114;114;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601331";Privado_Privado;Condominio_Unidad_Predial;"556";0.56;"556";NO APLICA
1646435;L10_113;113;113;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601332";Privado_Privado;Condominio_Unidad_Predial;"372";0.37;"372";NO APLICA
1646434;L10_112;112;112;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601333";Privado_Privado;Condominio_Unidad_Predial;"372";0.37;"372";NO APLICA
1646433;L10_111;111;111;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601334";Privado_Privado;Condominio_Unidad_Predial;"372";0.37;"372";NO APLICA
1646432;L10_110;110;110;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601335";Privado_Privado;Condominio_Unidad_Predial;"372";0.37;"372";NO APLICA
1646431;L10_109;109;109;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601336";Privado_Privado;Condominio_Unidad_Predial;"558";0.56;"558";NO APLICA
1646430;L10_108;108;108;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601337";Privado_Privado;Condominio_Unidad_Predial;"558";0.56;"558";NO APLICA
1646429;L10_107;107;107;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601338";Privado_Privado;Condominio_Unidad_Predial;"372";0.37;"372";NO APLICA
1646428;L10_106;106;106;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601339";Privado_Privado;Condominio_Unidad_Predial;"372";0.37;"372";NO APLICA
1646427;L10_105;105;105;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601340";Privado_Privado;Condominio_Unidad_Predial;"372";0.37;"372";NO APLICA
1646426;L10_104;104;104;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601341";Privado_Privado;Condominio_Unidad_Predial;"372";0.37;"372";NO APLICA
1646425;L10_103;103;103;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601342";Privado_Privado;Condominio_Unidad_Predial;"558";0.56;"558";NO APLICA
1646424;L10_102;102;102;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601343";Privado_Privado;Condominio_Unidad_Predial;"558";0.56;"558";NO APLICA
1646423;L10_101;101;101;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601344";Privado_Privado;Condominio_Unidad_Predial;"372";0.37;"372";NO APLICA
1646422;L10_100;100;100;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601345";Privado_Privado;Condominio_Unidad_Predial;"372";0.37;"372";NO APLICA
1646421;L10_99;99;99;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601346";Privado_Privado;Condominio_Unidad_Predial;"372";0.37;"372";NO APLICA
1646420;L10_98;98;98;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601347";Privado_Privado;Condominio_Unidad_Predial;"372";0.37;"372";NO APLICA
1646419;L10_97;97;97;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601348";Privado_Privado;Condominio_Unidad_Predial;"372";0.37;"372";NO APLICA
1646418;L10_96;96;96;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601349";Privado_Privado;Condominio_Unidad_Predial;"372";0.37;"372";NO APLICA
1646417;L10_95;95;95;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601350";Privado_Privado;Condominio_Unidad_Predial;"558";0.56;"558";NO APLICA
1646416;L10_94;94;94;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601351";Privado_Privado;Condominio_Unidad_Predial;"558";0.56;"558";NO APLICA
1646415;L10_93;93;93;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601352";Privado_Privado;Condominio_Unidad_Predial;"372";0.37;"372";NO APLICA
1646414;L10_92;92;92;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601353";Privado_Privado;Condominio_Unidad_Predial;"372";0.37;"372";NO APLICA
1646413;L10_91;91;91;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601354";Privado_Privado;Condominio_Unidad_Predial;"372";0.37;"372";NO APLICA
1646412;L10_90;90;90;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601355";Privado_Privado;Condominio_Unidad_Predial;"372";0.37;"372";NO APLICA
1646411;L10_89;89;89;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601356";Privado_Privado;Condominio_Unidad_Predial;"372";0.37;"372";NO APLICA
1646410;L10_88;88;88;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601357";Privado_Privado;Condominio_Unidad_Predial;"372";0.37;"372";NO APLICA
1646409;L10_87;87;87;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601358";Privado_Privado;Condominio_Unidad_Predial;"558";0.56;"558";NO APLICA
1646408;L10_86;86;86;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601359";Privado_Privado;Condominio_Unidad_Predial;"558";0.56;"558";NO APLICA
1646407;L10_85;85;85;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601360";Privado_Privado;Condominio_Unidad_Predial;"372";0.37;"372";NO APLICA
1646406;L10_84;84;84;ATLÁNTICO;TUBARÁ;"10/11/2025";"040-503998";"08832";"08832000200000001";;"088320002000000010080000000000";Desenglobe_Venta_Parcial;"040-601361";Privado_Privado;Condominio_Unidad_Predial;"372";0.37;"372";NO APLICA
