id_operacion;id;no, fmi;dirección territorial;municipio;fecha_envio_juridico;folio_matriz;novedadfmi_tipo;npnmatriz;novedad_numero_predial;folio_derivados;predio tipo;condicion prop derivado;área registral m2;coeficiente;área coefieciente
L4_1205;1205;1205;BOLÍVAR;TURBACO;29/09/2025;060-317549;;1,3836E+29;Desenglobe_Division_Material;060-370530;Privado_Privado;NPH;418.86;;
L4_1206;1206;1206;BOLÍVAR;TURBACO;29/09/2025;060-317549;;1,3836E+29;Desenglobe_Division_Material;060-370531;Privado_Privado;NPH;418.86;;
L4_1207;1207;1207;BOLÍVAR;TURBACO;29/09/2025;060-317549;;1,3836E+29;Desenglobe_Division_Material;060-370532;Privado_Privado;NPH;418.86;;
L4_1208;1208;1208;BOLÍVAR;TURBACO;29/09/2025;060-317549;;1,3836E+29;Desenglobe_Division_Material;060-370545;Privado_Privado;NPH;428.61;;
L4_1209;1209;1209;BOLÍVAR;TURBACO;29/09/2025;060-317549;;1,3836E+29;Desenglobe_Division_Material;060-370540;Privado_Privado;NPH;419.71;;
L4_121;121;121;BOYACÁ;SOGAMOSO;29/09/2025;095-158390;;SIN NPN;Desenglobe_Division_Material;095-159079;Privado_Privado;PH_Unidad_Predial;209.4;0.2139;209.4
L4_1210;1210;1210;BOLÍVAR;TURBACO;29/09/2025;060-317549;;1,3836E+29;Desenglobe_Division_Material;060-370553;Privado_Privado;NPH;426.01;;
L4_1211;1211;1211;BOLÍVAR;TURBACO;29/09/2025;060-317549;;1,3836E+29;Desenglobe_Division_Material;060-370548;Privado_Privado;NPH; 433,68;;
L4_1212;1212;1212;BOLÍVAR;TURBACO;29/09/2025;060-317549;;1,3836E+29;Desenglobe_Division_Material;060-370549;Privado_Privado;NPH; 433,68;;
L4_1213;1213;1213;BOLÍVAR;TURBACO;29/09/2025;060-317549;;1,3836E+29;Desenglobe_Division_Material;060-370550;Privado_Privado;NPH; 433,75;;
L4_1214;1214;1214;BOLÍVAR;TURBACO;29/09/2025;060-317549;;1,3836E+29;Desenglobe_Division_Material;060-370551;Privado_Privado;NPH; 430,17;;
L4_1215;1215;1215;BOLÍVAR;TURBACO;29/09/2025;060-317549;;1,3836E+29;Desenglobe_Division_Material;060-370552;Privado_Privado;NPH; 426,40;;
L4_1216;1216;1216;BOLÍVAR;TURBACO;29/09/2025;060-317549;;1,3836E+29;Desenglobe_Division_Material;060-370547;Privado_Privado;NPH; 665,87;;
L4_1218;1218;1218;META;GRANADA;29/09/2025;236-65489;;5,0313E+29;Desenglobe_Division_Material;236-71833;Privado_Privado;PH_Unidad_Predial;163.89;0.5;163.89
L4_1219;1219;1219;META;GRANADA;29/09/2025;236-65489;;5,0313E+29;Desenglobe_Division_Material;236-71832;Privado_Privado;PH_Unidad_Predial;166.16;0.5;166.16
L4_122;122;122;BOYACÁ;SOGAMOSO;29/09/2025;095-158390;;SIN NPN;Desenglobe_Division_Material;095-159080;Privado_Privado;PH_Unidad_Predial;268.79;0.2423;268.79
L4_1221;1221;1221;META;GRANADA;29/09/2025;236-65861;;5,0313E+29;Desenglobe_Division_Material;236-92231;Privado_Privado;PH_Unidad_Predial;84.33;0.5;84.33
L4_1222;1222;1222;META;GRANADA;29/09/2025;236-65861;;5,0313E+29;Desenglobe_Division_Material;236-92230;Privado_Privado;PH_Unidad_Predial;84.33;0.5;84.33
L4_1224;1224;1224;META;GRANADA;29/09/2025;236-65860;;5,0313E+29;Desenglobe_Division_Material;236-92234;Privado_Privado;PH_Unidad_Predial;84.33;0.5;84.33
L4_1225;1225;1225;META;GRANADA;29/09/2025;236-65860;;5,0313E+29;Desenglobe_Division_Material;236-92235;Privado_Privado;PH_Unidad_Predial;84.33;0.5;84.33
L4_1227;1227;1227;META;GRANADA;29/09/2025;236-65853;;5,0313E+29;Desenglobe_Division_Material;236-92232;Privado_Privado;PH_Unidad_Predial;84.33;0.5;84.33
L4_1228;1228;1228;META;GRANADA;29/09/2025;236-65853;;5,0313E+29;Desenglobe_Division_Material;236-92233;Privado_Privado;PH_Unidad_Predial;84.33;0.5;84.33
L4_1229;1229;1229;CÓRDOBA;SAN BERNARDO DEL VIENTO;29/09/2025;146-15525;;2,3675E+29;Desenglobe_Venta_Parcial;146-57993;Privado_Privado;NPH;26.639.999.999.999.900;;
L4_123;123;123;BOYACÁ;SOGAMOSO;29/09/2025;095-158390;;SIN NPN;Desenglobe_Division_Material;095-159082;Privado_Privado;PH_Unidad_Predial;200.19;0.1203;200.19
L4_1230;1230;1230;CÓRDOBA;SAN BERNARDO DEL VIENTO;29/09/2025;146-10711;;2,3675E+29;Desenglobe_Venta_Parcial;146-59593;Privado_Privado;NPH;817.63;;
L4_1231;1231;1231;CÓRDOBA;SAN BERNARDO DEL VIENTO;29/09/2025;146-51639;;2,3675E+29;Desenglobe_Venta_Parcial;146-56737;Privado_Privado;NPH;266;;
L4_1233;1233;1233;ATLÁNTICO;TUBARÁ;29/09/2025;040-657899;;SIN NPN;Cancelacion_por_Desenglobe;;;;;;
L4_1233;1232;1232;ATLÁNTICO;TUBARÁ;29/09/2025;040-474133;;8,832E+28;Desenglobe_Division_Material;040-657899;Privado_Privado;NPH;12518.44;;
L4_1234;1234;1234;ATLÁNTICO;TUBARÁ;29/09/2025;040-657899;;SIN NPN;Desenglobe_Venta_Parcial;040-670241;Privado_Privado;NPH;675.9;;
L4_1235;1235;1235;ATLÁNTICO;TUBARÁ;29/09/2025;040-657899;;SIN NPN;Desenglobe_Venta_Parcial;040-670238;Privado_Privado;NPH;677.1;;
L4_1236;1236;1236;ATLÁNTICO;TUBARÁ;29/09/2025;040-657899;;SIN NPN;Desenglobe_Venta_Parcial;040-670231;Privado_Privado;NPH;663.9;;
L4_1237;1237;1237;ATLÁNTICO;TUBARÁ;29/09/2025;040-657899;;SIN NPN;Desenglobe_Venta_Parcial;040-670240;Privado_Privado;NPH;675.5;;
L4_1238;1238;1238;ATLÁNTICO;TUBARÁ;29/09/2025;040-657899;;SIN NPN;Desenglobe_Venta_Parcial;040-670243;Privado_Privado;NPH;716.54;;
L4_1239;1239;1239;ATLÁNTICO;TUBARÁ;29/09/2025;040-657899;;SIN NPN;Desenglobe_Venta_Parcial;040-670242;Privado_Privado;NPH;678.1;;
L4_124;124;124;BOYACÁ;SOGAMOSO;29/09/2025;095-158390;;SIN NPN;Desenglobe_Division_Material;095-159081;Privado_Privado;PH_Unidad_Predial;156.08;0.0938;156.08
L4_1240;1240;1240;ATLÁNTICO;TUBARÁ;29/09/2025;040-657899;;SIN NPN;Desenglobe_Venta_Parcial;040-670245;Privado_Privado;NPH;332;;
L4_1241;1241;1241;ATLÁNTICO;TUBARÁ;29/09/2025;040-657899;;SIN NPN;Desenglobe_Venta_Parcial;040-670244;Privado_Privado;NPH;663.7;;
L4_1242;1242;1242;ATLÁNTICO;TUBARÁ;29/09/2025;040-657899;;SIN NPN;Desenglobe_Venta_Parcial;040-670236;Privado_Privado;NPH;300;;
L4_1243;1243;1243;ATLÁNTICO;TUBARÁ;29/09/2025;040-657899;;SIN NPN;Desenglobe_Venta_Parcial;040-670237;Privado_Privado;NPH;662.7;;
L4_1244;1244;1244;ATLÁNTICO;TUBARÁ;29/09/2025;040-657899;;SIN NPN;Desenglobe_Venta_Parcial;040-670232;Privado_Privado;NPH;661.9;;
L4_1245;1245;1245;ATLÁNTICO;TUBARÁ;29/09/2025;040-657899;;SIN NPN;Desenglobe_Venta_Parcial;040-670235;Privado_Privado;NPH;448;;
L4_1246;1246;1246;ATLÁNTICO;TUBARÁ;29/09/2025;040-657899;;SIN NPN;Desenglobe_Venta_Parcial;040-670233;Privado_Privado;NPH;374.3;;
L4_1247;1247;1247;ATLÁNTICO;TUBARÁ;29/09/2025;040-657899;;SIN NPN;Desenglobe_Venta_Parcial;040-670228;Privado_Privado;NPH;64.479.999.999.999.900;;
L4_1248;1248;1248;ATLÁNTICO;TUBARÁ;29/09/2025;040-657899;;SIN NPN;Desenglobe_Venta_Parcial;040-670229;Privado_Privado;NPH;644.4;;
L4_1249;1249;1249;ATLÁNTICO;TUBARÁ;29/09/2025;040-657899;;SIN NPN;Desenglobe_Venta_Parcial;040-670230;Privado_Privado;NPH;64.470.000.000.000.000;;
L4_125;125;125;BOYACÁ;SOGAMOSO;29/09/2025;095-158390;;SIN NPN;Desenglobe_Division_Material;095-159078;Privado_Privado;PH_Unidad_Predial;172.2;0.1552;172.2
L4_1250;1250;1250;ATLÁNTICO;TUBARÁ;29/09/2025;040-657899;;SIN NPN;Desenglobe_Venta_Parcial;040-670226;Privado_Privado;NPH;732.4;;
L4_1251;1251;1251;ATLÁNTICO;TUBARÁ;29/09/2025;040-657899;;SIN NPN;Desenglobe_Venta_Parcial;040-670227;Privado_Privado;NPH;646.1;;
L4_1252;1252;1252;ATLÁNTICO;TUBARÁ;29/09/2025;040-657899;;SIN NPN;Desenglobe_Venta_Parcial;040-670239;Privado_Privado;NPH;676.4;;
L4_1253;1253;1253;ATLÁNTICO;TUBARÁ;29/09/2025;040-657899;;SIN NPN;Desenglobe_Venta_Parcial;040-670234;Privado_Privado;NPH;300;;
L4_1254;1254;1254;ATLÁNTICO;TUBARÁ;29/09/2025;040-128066;;8,832E+28;Cancelacion_por_Englobe;;;;;;
L4_1260;1260;1260;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;FMI_Debe_Estar_Cerrado;SIN NPN;Cancelacion_por_Desenglobe;;;;;;
L4_1260;1257;1257;ATLÁNTICO;TUBARÁ;29/09/2025;040-128066;;8,832E+28;Englobe_Nuevo_FMI;040-218313;Privado_Privado;NPH;772500;;
L4_1260;1259;1259;ATLÁNTICO;TUBARÁ;29/09/2025;040-21631;;8,832E+28;Englobe_Nuevo_FMI;040-218313;Privado_Privado;NPH;772500;;
L4_1260;1258;1258;ATLÁNTICO;TUBARÁ;29/09/2025;040-79150;;8,832E+28;Englobe_Nuevo_FMI;040-218313;Privado_Privado;NPH;772500;;
L4_1261;1261;1261;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-480538;Privado_Privado;NPH;1286.98;;
L4_1262;1262;1262;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479254;Privado_Privado;NPH;2118.23;;
L4_1263;1263;1263;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479253;Privado_Privado;NPH;1744.64;;
L4_1264;1264;1264;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479252;Privado_Privado;NPH;2587.08;;
L4_1265;1265;1265;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479251;Privado_Privado;NPH;3853.5;;
L4_1266;1266;1266;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479250;Privado_Privado;NPH;2425.61;;
L4_1267;1267;1267;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479249;Privado_Privado;NPH;1800.83;;
L4_1268;1268;1268;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479248;Privado_Privado;NPH;1200;;
L4_1269;1269;1269;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479247;Privado_Privado;NPH;2911.76;;
L4_127;127;127;BOYACÁ;SOGAMOSO;29/09/2025;095-1755;;1,5759E+29;Desenglobe_Division_Material;095-161653;Privado_Privado;PH_Unidad_Predial;27.45;0.081;27.45
L4_1270;1270;1270;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479246;Privado_Privado;NPH;58.254.999.999.999.900;;
L4_1271;1271;1271;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479245;Privado_Privado;NPH;1902.82;;
L4_1272;1272;1272;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479244;Privado_Privado;NPH;3605.94;;
L4_1273;1273;1273;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479243;Privado_Privado;NPH;3343.37;;
L4_1274;1274;1274;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479242;Privado_Privado;NPH;23.760.100.000.000.000;;
L4_1275;1275;1275;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479241;Privado_Privado;NPH;3514.27;;
L4_1276;1276;1276;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479240;Privado_Privado;NPH;2499.69;;
L4_1277;1277;1277;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479239;Privado_Privado;NPH;773.06;;
L4_1278;1278;1278;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479238;Privado_Privado;NPH;1758.35;;
L4_1279;1279;1279;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479237;Privado_Privado;NPH;25;;
L4_128;128;128;BOYACÁ;SOGAMOSO;29/09/2025;095-1755;;1,5759E+29;Desenglobe_Division_Material;095-161654;Privado_Privado;PH_Unidad_Predial;62.2;0.1376;62.2
L4_1280;1280;1280;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479236;Privado_Privado;NPH;1030.72;;
L4_1281;1281;1281;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479235;Privado_Privado;NPH;58.770.000.000.000.000;;
L4_1282;1282;1282;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479234;Privado_Privado;NPH;25;;
L4_1283;1283;1283;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479233;Privado_Privado;NPH;25;;
L4_1284;1284;1284;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479232;Privado_Privado;NPH;14.172.999.999.999.900;;
L4_1285;1285;1285;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479231;Privado_Privado;NPH;243.88;;
L4_1286;1286;1286;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479230;Privado_Privado;NPH;13826.41;;
L4_1287;1287;1287;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479229;Privado_Privado;NPH;45590.57;;
L4_1288;1288;1288;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479228;Privado_Privado;NPH;104175.25;;
L4_1289;1289;1289;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479227;Privado_Privado;NPH;10943.28;;
L4_129;129;129;BOYACÁ;SOGAMOSO;29/09/2025;095-1755;;1,5759E+29;Desenglobe_Division_Material;095-161656;Privado_Privado;PH_Unidad_Predial;59.62;0.1319;59.62
L4_1290;1290;1290;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479226;Privado_Privado;NPH;2934.46;;
L4_1291;1291;1291;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479225;Privado_Privado;NPH;359.16;;
L4_1292;1292;1292;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479224;Privado_Privado;NPH;1784.36;;
L4_1293;1293;1293;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479223;Privado_Privado;NPH;410.65;;
L4_1294;1294;1294;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479222;Privado_Privado;NPH;416.9;;
L4_1295;1295;1295;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479221;Privado_Privado;NPH;427.8;;
L4_1296;1296;1296;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479220;Privado_Privado;NPH;1067.02;;
L4_1297;1297;1297;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479219;Privado_Privado;NPH;1008.39;;
L4_1298;1298;1298;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479218;Privado_Privado;NPH;6713.57;;
L4_1299;1299;1299;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479217;Privado_Privado;NPH;334.03;;
L4_13;13;13;BOYACÁ;RAMIRIQUÍ;29/09/2025;090-2198;;1,5599E+29;Desenglobe_Venta_Parcial;090-61770;Privado_Privado;NPH;10590.97;;
L4_130;130;130;BOYACÁ;SOGAMOSO;29/09/2025;095-1755;;1,5759E+29;Desenglobe_Division_Material;095-161659;Privado_Privado;PH_Unidad_Predial;78.36;0.1734;78.36
L4_1300;1300;1300;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479216;Privado_Privado;NPH;1783.48;;
L4_1301;1301;1301;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479215;Privado_Privado;NPH;293.86;;
L4_1302;1302;1302;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479214;Privado_Privado;NPH;1655.5;;
L4_1303;1303;1303;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479213;Privado_Privado;NPH;335.66;;
L4_1304;1304;1304;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479212;Privado_Privado;NPH;18975.96;;
L4_1305;1305;1305;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479211;Privado_Privado;NPH;559.89;;
L4_1306;1306;1306;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479210;Privado_Privado;NPH;3681.01;;
L4_1307;1307;1307;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479209;Privado_Privado;NPH;616.25;;
L4_1308;1308;1308;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479208;Privado_Privado;NPH;2579.98;;
L4_1309;1309;1309;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479207;Privado_Privado;NPH;350.01;;
L4_131;131;131;BOYACÁ;SOGAMOSO;29/09/2025;095-1755;;1,5759E+29;Desenglobe_Division_Material;095-161658;Privado_Privado;PH_Unidad_Predial;61.7;0.1365;61.7
L4_1310;1310;1310;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479206;Privado_Privado;NPH;350.01;;
L4_1311;1311;1311;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479205;Privado_Privado;NPH;350.01;;
L4_1312;1312;1312;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479204;Privado_Privado;NPH;350.01;;
L4_1313;1313;1313;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479203;Privado_Privado;NPH;350.01;;
L4_1314;1314;1314;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479202;Privado_Privado;NPH;350.01;;
L4_1315;1315;1315;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479201;Privado_Privado;NPH;350.01;;
L4_1316;1316;1316;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479200;Privado_Privado;NPH;350.01;;
L4_1317;1317;1317;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479199;Privado_Privado;NPH;350.01;;
L4_1318;1318;1318;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479198;Privado_Privado;NPH;350.01;;
L4_1319;1319;1319;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479197;Privado_Privado;NPH;350.01;;
L4_132;132;132;BOYACÁ;SOGAMOSO;29/09/2025;095-1755;;1,5759E+29;Desenglobe_Division_Material;095-161657;Privado_Privado;PH_Unidad_Predial;77.1;0.1706;77.1
L4_1320;1320;1320;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479189;Privado_Privado;NPH;350.01;;
L4_1321;1321;1321;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479188;Privado_Privado;NPH;350.01;;
L4_1322;1322;1322;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479187;Privado_Privado;NPH;350.01;;
L4_1323;1323;1323;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479186;Privado_Privado;NPH;350.01;;
L4_1324;1324;1324;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479185;Privado_Privado;NPH;350.01;;
L4_1325;1325;1325;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479184;Privado_Privado;NPH;350.01;;
L4_1326;1326;1326;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479183;Privado_Privado;NPH;350.01;;
L4_1327;1327;1327;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479182;Privado_Privado;NPH;350.01;;
L4_1328;1328;1328;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479181;Privado_Privado;NPH;350.01;;
L4_1329;1329;1329;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479180;Privado_Privado;NPH;350.01;;
L4_133;133;133;BOYACÁ;SOGAMOSO;29/09/2025;095-1755;;1,5759E+29;Desenglobe_Division_Material;095-161655;Privado_Privado;PH_Unidad_Predial;76.38;0.169;76.38
L4_1330;1330;1330;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479179;Privado_Privado;NPH;350.01;;
L4_1331;1331;1331;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479178;Privado_Privado;NPH;350.01;;
L4_1332;1332;1332;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479177;Privado_Privado;NPH;350.01;;
L4_1333;1333;1333;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479176;Privado_Privado;NPH;341.09;;
L4_1334;1334;1334;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479175;Privado_Privado;NPH;341.09;;
L4_1335;1335;1335;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479174;Privado_Privado;NPH;341.09;;
L4_1336;1336;1336;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479173;Privado_Privado;NPH;590.73;;
L4_1337;1337;1337;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479172;Privado_Privado;NPH;590.73;;
L4_1338;1338;1338;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479171;Privado_Privado;NPH;590.73;;
L4_1339;1339;1339;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479170;Privado_Privado;NPH;590.73;;
L4_1340;1340;1340;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479169;Privado_Privado;NPH;590.73;;
L4_1341;1341;1341;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479168;Privado_Privado;NPH;590.73;;
L4_1342;1342;1342;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479167;Privado_Privado;NPH;590.73;;
L4_1343;1343;1343;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479166;Privado_Privado;NPH;341.09;;
L4_1344;1344;1344;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479165;Privado_Privado;NPH;341.09;;
L4_1345;1345;1345;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479164;Privado_Privado;NPH;341.09;;
L4_1346;1346;1346;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479163;Privado_Privado;NPH;341.09;;
L4_1347;1347;1347;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479162;Privado_Privado;NPH;341.09;;
L4_1348;1348;1348;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479161;Privado_Privado;NPH;341.09;;
L4_1349;1349;1349;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479160;Privado_Privado;NPH;341.09;;
L4_135;135;135;BOYACÁ;SOGAMOSO;29/09/2025;095-44076;;1,5759E+29;Desenglobe_Division_Material;095-106648;Privado_Privado;PH_Unidad_Predial;86.76;0.15565;86.76
L4_1350;1350;1350;ATLÁNTICO;TUBARÁ;29/09/2025;040-218313;;SIN NPN;Desenglobe_Venta_Parcial;040-479159;Privado_Privado;NPH;341.09;;
