"globalid";"altura";"anio_construccion";"area_construccion";"area_privada_construida";"etiqueta";"id_caracteristicasunidadconstru";"id_operacion_predio";"planta_ubicacion";"tipo_planta";"caracteristicasuc_guid";"codigo";"identificador";"observaciones"
{1CA3713E-BFD6-4A85-B322-E09EF456F324};2;2005,0000;69,0000;;A;"5119957";"6036331";1;Piso;{15DE9779-8539-405B-9A62-93AC09B446DA};"634010100000003440011000000000";A;update_Caso 1
{1987FF59-2E72-46D2-ADE2-84561A581016};2;2010,0000;72,0000;;A;"5120915";"6037306";1;Piso;{4626202C-0C18-4799-8153-6A3558EA4B98};"634010100000004140004000000000";A;update_Caso 1
{58C882C6-908D-42BF-BC92-BAABF12E3B70};2;2010,0000;35,9900;;B;"21041685";"6037126";1;Piso;{95914C43-8C27-4881-8888-611B7124D330};"634010100000004000004000000000";B;update_Caso 3
{73B09B68-57D7-4365-970B-7E140FA1F002};2;2000,0000;75,0000;;A;"5116936";"6032890";1;Piso;{1E3D65F9-449A-4C2C-ACDB-8FEEFE38B5A0};"634010100000001380018000000000";A;update_Caso 1
{90F87462-8509-4C92-ACD2-0F86795D0542};2;2005,0000;124,2300;;A;"5118934";"6035110";1;Piso;{2C623C39-46CE-409C-B27E-13F0DA39272E};"634010100000002950026000000000";A;update_Caso 5
{47F82348-97BA-4E95-8C4C-B5FF24426811};2;2010,0000;23,1000;;B;"21041374";"6034663";2;Piso;{C183697F-6A30-4567-A8A5-CF3E06587D79};"634010100000002820006000000000";B;update_Caso 1
{6F3E0AE0-34EA-473A-90CC-B41B2FCEB56F};2;2003,0000;79,4700;;A;"5119445";"6035716";1;Piso;{8BFDE676-9B66-4AE3-9367-56F6B980EB50};"634010100000003130018000000000";A;update_Caso 5
{452F0FD7-591D-4346-A53C-298BF16864D3};2;2010,0000;104,7500;;A;"21041434";"6034549";1;Piso;{546F75AD-BC17-4E5E-9702-55CC2EBF58FB};"634010100000002760004000000000";A;update_Caso 5
{2790F08E-B9DC-4825-9F97-0D51040C4651};2;2006,0000;17,1000;;A;"21062987";"6030618";1;Piso;{8A11A793-DA05-4D78-85DC-BC8BC3D90FA2};"634010100000000280011000000000";A;update_Caso 1
{4DE78E3C-B6DA-426F-8699-EB4CAAB5ACC2};2;2010,0000;10,2300;;D;"21035087";"6030408";1;Piso;{ABB0FED6-3E1A-47EF-BEDE-A15D99FA132E};"634010100000000230021000000000";D;update_Caso 1
{8069AC7A-C096-4C1F-A963-66CEE824AFBF};2;2009,0000;60,0000;;A;"5119304";"6035545";1;Piso;{1F381174-80D9-4FC1-9499-E4DF07EDFEA5};"634010100000003080010000000000";A;update_Caso 1
{13915BAF-9A85-4C61-93FC-1E0CC1337B35};2;2000,0000;39,5000;;A;"5120669";"6037057";1;Piso;{A530BF03-7B8D-4504-A7AA-39CDF2C867B0};"634010100000003950016000000000";A;update_Caso 1
{39A51E10-69E0-4120-A02B-8280A4F8BCF7};2;1990,0000;159,0400;;A;"5121796";"6038548";1;Piso;{6D4AD4B4-DFDE-4983-B87E-06BF01DC4FB7};"634010100000005230001000000000";A;update_Caso 5
{030BABCB-F404-47FF-87ED-E14B80E3B92C};2;2017,0000;144,3900;;A;"21037742";"6034510";2;Piso;{B51AC16E-CD54-4524-9737-F01AC887B6A2};"634010100000002710002000000000";A;update_Caso 5
{45AA2E64-5405-4075-AC9C-FD2A69A6E5FD};2;2010,0000;51,0000;;A;"5118687";"6034818";1;Piso;{7076928C-A00E-4AEC-A6CB-DEE3A4068FFB};"634010100000002860022000000000";A;update_Caso 1
{F4641667-4C8D-48AA-926E-4640E88F87D9};2;2005,0000;19,6500;;A;"21037590";"6032668";1;Piso;{536062A9-7F60-4725-9FD9-36180E94459D};"634010100000001260007000000000";A;update_Caso 5
{1E0E0B68-33D1-4785-81D7-188BDA8F89C2};2;2000,0000;12,4000;;B;"21043596";"6032076";1;Piso;{B503A1F6-CD57-4217-96BA-42AF7B07391D};"634010100000000910016000000000";B;update_Caso 1
{593F35A9-C29B-4EEA-AFB9-78A2059F71C7};2;2010,0000;5,1500;;B;"21041433";"6034549";3;Piso;{58295A5C-4820-4213-AAE2-7546DAE90A6A};"634010100000002760004000000000";B;update_Caso 3
{104ECCF8-6D6D-45BF-9B5B-9593056B0AF7};2;1999,0000;39,4800;;B;"21045499";"6030600";1;Piso;{B413BF66-2124-42D6-9940-5D9756CD4E34};"634010100000000270033000000000";B;update_Caso 5
{2D7D4ACB-0AA6-411D-85F3-886DEE3AE58D};2;2000,0000;124,2300;;A;"5118997";"6035194";1;Piso;{23577634-B8A4-4B6A-B16F-B15CB7B34414};"634010100000002980001000000000";A;update_Caso 5
{42AA7B40-8096-40DE-BA5C-6940526FD921};2;2000,0000;72,0000;;A;"5121729";"6038461";1;Piso;{CE6211C3-4E23-44B4-9930-EB6EF9B9A3DA};"634010100000005180011000000000";A;update_Caso 1
{649553F8-2C69-40F6-AF75-242D8C971E77};2;1990,0000;86,4000;;A;"5117324";"6033265";1;Piso;{99CF51B0-9A5F-43F9-81DE-7A8DC7D89AA3};"634010100000001600013000000000";A;update_Caso 3
{6E08FEED-6253-439E-A235-BDD18EF376AB};2;2010,0000;108,8700;;A;"5119321";"6035562";1;Piso;{8DE10D2C-333E-4AA1-986C-AD325FC39282};"634010100000003080027000000000";A;update_Caso 5
{0BFF76DA-1686-479A-BE6C-6C857A1DAEF2};2;2000,0000;130,4800;;A;"5118100";"6034126";1;Piso;{3F77FD4C-5651-41C8-BA64-E0C1CF6D8DD5};"634010100000002310034000000000";A;update_Caso 5
{C421F139-3B7E-417B-893D-914A71DF1018};2;2005,0000;72,0000;;A;"5119984";"6036355";1;Piso;{848CD4D8-C28F-4B06-AFA1-1C1081664227};"634010100000003460007000000000";A;update_Caso 1
{652D7D3B-3BC2-4D3B-BE89-3A05C1D61183};2;2018,0000;53,8500;;A;"21093274";"12810994";1;Piso;{BA4A6DA2-FF38-4580-8B7F-7880020986CD};"634010100000004760005909020003";A;update_Caso 3
{350C10B2-14A9-4393-8232-31C59638B9E7};2;2000,0000;63,2300;;A;"5118280";"6034336";1;Piso;{D53C87DF-3566-410D-ADE4-C1B00F695138};"634010100000002470004000000000";A;update_Caso 1
{06A142B1-0A88-4527-A12D-312025FF5B92};2;2010,0000;72,0000;;A;"5120934";"6037325";1;Piso;{8774FF6E-44E1-45A9-A9C9-8D068A827EA9};"634010100000004150001000000000";A;update_Caso 1
{0103460F-4D0D-4BB0-94F0-5B83C41BA36D};2;2001,0000;71,9900;;A;"5120730";"6037116";1;Piso;{CD4A0741-718C-4E8F-AA06-741E6382E647};"634010100000003990012000000000";A;update_Caso 1
{0730CF65-75A6-4CD4-BF6B-1490DB7CB1E0};2;2010,0000;24,0000;;B;"21041492";"6035618";1;Piso;{D9395362-0FE4-4021-A914-12E57333AE3F};"634010100000003100015000000000";B;update_Caso 1
{59B70B13-6CD0-4EEC-BF2A-36C9E0826D28};2;2015,0000;18,0000;;B;"21034762";"6036733";3;Piso;{057F5A0F-B9DA-40BD-AE78-CEC13301B39E};"634010100000003760013000000000";B;update_Caso 1
{63960144-EC77-479D-A05D-71A6521674D6};2;1992,0000;60,0000;;A;"5117252";"6033187";1;Piso;{5FBBE66A-CF15-431D-82AF-2F28AE4D2776};"634010100000001570010000000000";A;update_Caso 1
{C8788682-D682-44C5-9D6E-A282842EDD36};2;2009,0000;64,2000;;B;"21037115";"6035875";2;Piso;{10D79817-6232-475C-9443-9552F627F7BE};"634010100000003190003000000000";B;update_Caso 1
{EC2C188A-B17E-405D-9A3F-165D848B5EF4};2;2003,0000;72,0000;;A;"5120783";"6037169";1;Piso;{D98EDC45-5937-4546-92BB-C932CB7DDCB2};"634010100000004030001000000000";A;update_Caso 1
{34D695E5-FFAE-4360-BDD2-0BD09044D2BB};2;1970,0000;165,8000;;A;"5115879";"6031703";1;Piso;{8422C4E8-62CD-4E5A-B17B-12C865834482};"634010100000000700007000000000";A;update_Caso 1
{5DDD1A8E-D665-4264-9E07-4B962999C850};2;2010,0000;124,2000;;A;"5119563";"6035860";1;Piso;{3E8CD1BF-E8AB-4D40-941C-1C6E16ACD8FC};"634010100000003180018000000000";A;update_Caso 5
{21858C46-013B-497D-AAF3-99E961458561};2;2010,0000;60,0000;;A;"5118524";"6034637";1;Piso;{C1A0DD6B-0DD0-4230-90E5-333A1F8F0803};"634010100000002810014000000000";A;update_Caso 1
{4CB20AA0-F3C5-4C18-B928-2AC75D36EAEF};2;2005,0000;123,6000;;A;"5119466";"6035741";1;Piso;{9E0C17EA-7FA5-4BFD-936A-9637796BC3FF};"634010100000003140013000000000";A;update_Caso 5
{5F218627-BC89-456D-BE03-0AB63FA0F5C2};2;2010,0000;123,6000;;A;"5119277";"6035512";1;Piso;{0BE157FA-596F-4D06-A5E8-11E5FFF6E2FB};"634010100000003070011000000000";A;update_Caso 5
{24D4B270-850C-4276-B6A1-2CFA7B20908C};2;1950,0000;23,8600;;B;"21044811";"6031389";1;Piso;{191ECE9C-0E0B-413E-B735-92E40ECC7E35};"634010100000000540017000000000";B;update_Caso 1
{0EB3C397-C336-4D16-A36D-8DE8CF726D1A};2;2002,0000;51,0000;;A;"5118597";"6034708";1;Piso;{5EBAC66A-0410-488D-9138-61DDFB12323C};"634010100000002830017000000000";A;update_Caso 1
{047FF9F7-5916-4CF2-B6E9-E3A8C5F0BB18};2;1950,0000;85,7800;;A;"21038874";"6030899";1;Piso;{02A03DAD-3586-4FFE-849F-ECA813CC62A4};"634010100000000370021000000000";A;update_Caso 1
{8A39F003-F439-4E99-8052-5BB6DF63C7F0};2;2000,0000;36,6000;;A;"5113391";"6029928";1;Piso;{2892EEB5-A92D-4C2C-B031-717E028745D2};"634010100000000070037000000000";A;update_Caso 7
{11226CF7-0305-4DC5-ABCF-943B52F4A77C};2;2010,0000;29,7000;;B;"21037232";"6036296";1;Piso;{F6F7218B-BA16-4AF0-88A0-045D318F6A4B};"634010100000003410001000000000";B;update_Caso 1
{7D861D1A-32AB-410B-A7AB-49D00E09E2CA};2;2000,0000;172,3900;;A;"5114211";"6030523";2;Piso;{3DD1DFB3-D537-4110-8F1E-49640D3A1E89};"634010100000000250034000000000";A;update_Caso 5
{09BAB36C-B03C-4E8E-A084-977B101D3FA1};2;2018,0000;57,7300;;A;"21041052";"6038662";1;Piso;{2E81EBB3-D361-4DC4-9836-A4D1F1C64B55};"634010100000005290012000000000";A;update_Caso 1
{58880875-ABF8-4905-A155-5BDF147A3A77};2;2000,0000;18,0000;;B;"21035596";"6033379";1;Piso;{2F1AFCF1-64A4-4885-9BA7-6F1638D5702F};"634010100000001700009000000000";B;update_Caso 1
{278C8A0A-9BC4-44A9-9C80-E6234AA727BD};2;2000,0000;12,0000;;B;"21035757";"6033457";1;Piso;{C769765A-6E90-4698-83A1-17657165E838};"634010100000001730005000000000";B;update_Caso 1
{6B5E91DE-8775-49D3-A97D-221585DAA745};2;2010,0000;60,0200;;A;"5119220";"6035446";1;Piso;{C2BF06E4-D217-4B12-B59F-01E866E242A9};"634010100000003050012000000000";A;update_Caso 1
{224E0ACD-ED14-47B1-B3DA-FA388904BC86};2;1990,0000;12,9900;;C;"21040008";"6031971";1;Piso;{2A1CC152-9E95-427B-829B-F80A21B7DB27};"634010100000000830002000000000";C;update_Caso 1
{AFC85A08-0C45-4DC9-984D-BE4C5F7EF51A};2;1999,0000;22,8000;;C;"21045458";"6030573";1;Piso;{EBAEAD6C-AF6C-488F-A8B3-BF79FF643A54};"634010100000000270003000000000";C;update_Caso 1
{0B55F16C-A4CC-411B-AABB-B1BAC3A62DCF};2;2010,0000;124,8000;;A;"5119362";"6035615";1;Piso;{F40B9512-C01B-461B-9DD2-2A380D346D0F};"634010100000003100012000000000";A;update_Caso 5
{6E238561-C94C-4DF8-8557-CC4F582E1BCB};2;2010,0000;97,5000;;A;"21040102";"6031965";1;Piso;{3BAB5221-985C-4C53-B045-2D9CA8EDEF98};"634010100000000820057000000000";A;update_Caso 1
{D4CE471D-ED55-426A-8A5D-928E05EF40C5};2;2000,0000;7,1500;;C;"21044872";"6031569";1;Piso;{EDA30937-FB37-4749-97C8-8EDF348CFE07};"634010100000000630012000000000";C;update_Caso 1
{70F76B1B-B0B1-4532-8764-8C2726726744};2;2018,0000;7,5000;;B;"21041162";"13584792";3;Piso;{CF9A5A4F-0141-4194-92E2-FA2B211A4075};"634010100000005330010000000000";B;update_Caso 1
{43AEC5E4-56E1-46B8-B386-7B3D480B59C4};2;2010,0000;124,8000;;A;"5119805";"6036171";1;Piso;{B2EF513D-A9CA-4CD8-8E0C-71A02C2262FD};"634010100000003320014000000000";A;update_Caso 5
{1F7BD45D-CAA8-4845-82D6-AE2A0D1DAD33};2;2000,0000;91,8000;;B;"21063375";"6030542";1;Piso;{94AB3E4B-D991-4405-ACAF-3C6828A246A3};"634010100000000260012000000000";B;update_Caso 1
{22058E7B-D8EA-4E6D-931F-056AB91EDD8F};2;2010,0000;72,0000;;A;"5121147";"6037538";1;Piso;{071AC144-84E6-4A73-A678-1A8718E5F2F1};"634010100000004250004000000000";A;update_Caso 1
{05BECF8B-308B-49D1-AF90-E2C0117B92EE};2;2005,0000;90,0000;;A;"5119900";"6036282";1;Piso;{153CA860-D7C6-428B-9DB8-1DC329957C38};"634010100000003400003000000000";A;update_Caso 5
{1E735925-77E2-4202-A138-FDB56C90189C};2;2000,0000;84,0000;;A;"5117443";"6033430";1;Piso;{42DE8053-E6DB-4068-BAE0-6982D98DD11F};"634010100000001720008000000000";A;update_Caso 1
{44D6D5CD-BE11-4DD6-8583-185E066B18B8};2;2000,0000;131,5900;;A;"5116101";"6031886";1;Piso;{BF7718AD-4BE6-4C1F-A4F2-419477BEB3DB};"634010100000000790022000000000";A;update_Caso 5
{3152FABA-22A8-470F-AFF2-ECF67C4125C4};2;2020,0000;74,1600;;A;"21045548";"6032023";1;Piso;{5BB07EED-1EED-4FEB-AFC8-67CCB919FA60};"634010100000000870005000000000";A;update_Caso 5
{7D729C28-B71A-47CC-88BD-BB31E0797BF5};2;2000,0000;50,3500;;A;"5114074";"6030407";1;Piso;{1FEDFFC1-A909-416A-88B8-EE35F31EF7B9};"634010100000000230020000000000";A;update_Caso 1
{C89EEC33-20E1-4149-9621-036B156AB793};2;2000,0000;84,0000;;A;"5117425";"6033409";1;Piso;{CC4E8B4F-670F-453C-9C81-03698D99E221};"634010100000001710022000000000";A;update_Caso 1
{1337DA18-DA4B-4810-87A4-270E228F2A94};2;2000,0000;72,0000;;A;"5120442";"6036830";1;Piso;{234A167F-E0A8-4941-9744-90BEA8A80F55};"634010100000003830008000000000";A;update_Caso 1
{5791513E-AD6A-487A-8757-D898BE65AE11};2;2000,0000;38,4000;;C;"21035805";"6029943";1;Piso;{7DBEFBDC-5B54-4C2A-84FC-E980C1F43E67};"634010100000000080010000000000";C;update_Caso 1
{C3F60693-BA3F-4ED3-B5F0-9CD6289F4AFD};2;1996,0000;18,0000;;B;"21036217";"6031689";1;Piso;{DA7BE17B-FEE9-462D-B8D4-CC85566AF16B};"634010100000000690007000000000";B;update_Caso 1
{8A2D60DD-89D5-4EC8-877D-134BBE531477};2;2009,0000;42,0000;;A;"21037363";"6038101";1;Piso;{C32D5F83-B9BC-4C5C-BFD2-118C10759799};"634010100000004880004000000000";A;update_Caso 1
{089A4713-8AE4-4E59-8034-22A9CCC96701};2;2005,0000;15,0000;;C;"21044370";"6038262";1;Piso;{89F4F7CA-3450-45F9-A31F-ED1B627C53B0};"634010100000004990002000000000";C;update_Caso 1
{40BB7C61-656B-45D3-BC3D-390726212DB0};2;2000,0000;487,3200;;B;"21128306";"6030034";1;Piso;{C00CA2E1-FD8A-4AFE-BF42-039EC6B49571};"634010100000000110001000000000";B;update_Caso 1
{3D3F7ACC-E05D-4DBC-8951-1D3DCE93AB06};2;1950,0000;149,2200;;B;"10144564";"12173387";1;Piso;{05CF26A4-4787-4B8C-BD96-B041AD8DB561};"634010100000002170005000000000";B;update_Caso 5
{486F7D87-3F75-495A-9E26-0716C169A8F2};2;2020,0000;45,0000;;C;"21035189";"6031009";1;Piso;{F8AB50AF-92BD-469E-BF18-90F1A92FE5BF};"634010100000000410013000000000";C;update_Caso 1
{2E5A12AF-6EF3-454C-A478-483C9719BB68};2;2000,0000;58,8000;;A;"5121279";"6037677";1;Piso;{2E240ADB-47E6-4541-AB31-303429DAC50F};"634010100000004440011000000000";A;update_Caso 5
{01B0CBDB-0ACA-4DB6-AED5-CF3F63A886F3};2;2020,0000;60,6900;;A;"21035711";"14031232";2;Piso;{94540A35-0FE3-4F4A-93B8-7228D4615E84};"634010100000001710013901020001";A;update_Caso 1
{01456FEF-47A5-4CD7-86A4-50927AEDEA23};2;2000,0000;39,0000;;A;"5120896";"6037287";1;Piso;{90EDE1E0-D965-4B96-A260-D0137C9CFC1F};"634010100000004130009000000000";A;update_Caso 1
{868A9381-A340-4057-A105-67615B080B06};2;2000,0000;16,9000;;B;"21043723";"6033615";1;Piso;{B1300C01-707C-4C60-9931-470D0ECCBDD9};"634010100000001880001000000000";B;update_Caso 5
{03871664-E746-4D90-938A-11F77F99A93A};2;2010,0000;66,0000;;A;"5120958";"6037349";1;Piso;{EDF578EB-7EA3-40A1-815D-9A7A9F45218B};"634010100000004150025000000000";A;update_Caso 1
{28DF335F-7668-4972-82EC-7EE7ACD3E87E};2;2000,0000;97,2600;;A;"5114477";"6030708";1;Piso;{61CB57E4-E76B-460C-B659-B956DF5AADDD};"634010100000000310035000000000";A;update_Caso 1
{168D0C61-B465-47F4-929F-4CE9A7919C08};2;2000,0000;66,8100;;A;"5114526";"6030736";1;Piso;{CC1E2214-B60F-40FE-9E4A-C12F5690B88E};"634010100000000320027000000000";A;update_Caso 1
{1BB3862A-7373-40C9-BBD2-D8D351E7DEA6};2;2003,0000;39,7300;;B;"21093514";"6033720";1;Piso;{108EDA4A-CDD6-4FDF-8586-77CD1E2F4A85};"634010100000002010801800000012";B;update_Caso 1
{489370A8-88CE-420A-B8A4-99B3955DAC6A};2;2000,0000;70,0000;;A;"5117904";"6033952";1;Piso;{8052BF3E-09B0-4905-9BEA-2F6DD9A3FE01};"634010100000002240016000000000";A;update_Caso 1
{2A90D750-F80A-4290-9C6A-A518079D9453};2;2000,0000;105,5900;;A;"5116029";"6031830";1;Piso;{9642D7F5-5C40-4FF6-B4EB-C84A1EA4B0C6};"634010100000000770011000000000";A;update_Caso 1
{21874994-747F-4EFC-A632-0E432A54FF81};2;2000,0000;15,0300;;B;"21038731";"6030643";1;Piso;{38498E6A-CB96-4163-9F21-D0296E9A58D3};"634010100000000300016000000000";B;update_Caso 1
{835F06EC-E6EF-4E09-864D-5FDD90D32429};2;1960,0000;19,2000;;C;"21032980";"6031624";1;Piso;{4B756033-C8FD-4846-B634-C84A148E23CF};"634010100000000650008000000000";C;update_Caso 1
{36D61EB3-3B48-4DF5-9459-D497C76CCFBF};2;2018,0000;34,2800;;A;"21093292";"12810976";1;Piso;{1B5DA270-CD56-4167-9E49-58E68FA33E06};"634010100000004760005908030007";A;update_Caso 3
{730DE74A-3A71-479C-B252-CC156224C881};2;1985,0000;84,0000;;A;"5116566";"6032433";1;Piso;{6657DDA0-7B56-412E-94DB-F6398A453282};"634010100000001140007000000000";A;update_Caso 1
{01088A42-EF4E-4EBD-88E5-73E27B4FD2D8};2;2014,0000;63,9000;;A;"5121358";"6037771";1;Piso;{7796AEE5-6AF0-45E3-B67B-E9E2F0DCAAF7};"634010100000004510006000000000";A;update_Caso 1
{AD6FF4C7-7821-44E4-B7F1-56AD25A672A0};2;2002,0000;72,0000;;A;"5120618";"6037006";1;Piso;{B9122E7E-C18D-4DF3-A588-EAB23EE96747};"634010100000003920023000000000";A;update_Caso 1
{2FF3E9BE-E1E4-476B-A741-B0FF62F15EB4};2;2010,0000;54,0000;;A;"5118360";"6034434";1;Piso;{FC216F51-D14C-4A53-B09D-7632FC295D06};"634010100000002560011000000000";A;update_Caso 1
{0156E962-A24D-4BE3-8931-79F8619E9DF9};2;2010,0000;131,6900;;A;"5119546";"6035843";1;Piso;{18C767BA-A154-4389-9071-0149FF45516F};"634010100000003180001000000000";A;update_Caso 5
{9850F4C9-31A7-44C5-B72F-CECF37789B8E};2;2017,0000;70,6700;;A;"21111964";"14054084";1;Piso;{D608FE58-CBF7-4E4C-81AC-EC2DDF5490FC};"634010100000002100012905030006";A;update_Caso 3
{4E4F5D19-C5DC-4818-A281-92973E8387F7};2;2000,0000;71,9000;;A;"5121090";"6037481";1;Piso;{B31D41F3-AA25-4A95-90AE-70D9045FEE40};"634010100000004220011000000000";A;update_Caso 1
{589F01E6-7D52-443E-899A-7FD8EBEAFBD2};2;2009,0000;123,6000;;A;"5119335";"6035582";1;Piso;{51196609-E421-47BF-8B6F-D52DCB289096};"634010100000003090013000000000";A;update_Caso 5
{018506EC-0EFF-4D70-A044-B13EDC84E19A};2;2001,0000;68,4000;;A;"5119876";"6036258";1;Piso;{E4E2869A-BAF1-4498-9C77-50A52F458890};"634010100000003380003000000000";A;update_Caso 1
{272AD194-1AE5-44E2-891E-B6C1D162FA18};2;1980,0000;71,9900;;A;"5117210";"6033143";1;Piso;{F46A702A-21B1-4710-AB1A-59715DFD6D25};"634010100000001540009000000000";A;update_Caso 1
{0E9D4604-8751-4822-833F-4512A8625779};2;2022,0000;72,0000;;A;"21041064";"13584644";1;Piso;{DBC0598E-80FD-4244-8744-0B03B179FA44};"634010100000005320007000000000";A;update_Caso 1
{63932858-2DFC-4B23-9ED4-058E41CE18A3};2;2000,0000;93,6700;;A;"5117607";"6033663";1;Piso;{30B34DD2-C856-454A-8C68-FA8D96B495B7};"634010100000001930004000000000";A;update_Caso 1
{1C324612-9CB8-4CB3-9E9A-A3F6E02C13AC};2;2002,0000;179,7200;;A;"5120839";"6037229";1;Piso;{03EAB2F8-4FFF-48A6-9916-3657682C7673};"634010100000004090008000000000";A;update_Caso 5
{07C2272E-9A27-44D2-923B-44B75E8E5263};2;2000,0000;217,1900;;A;"5113548";"6030052";1;Piso;{F97DD67B-8E87-40E9-A197-28BB9CF1BD56};"634010100000000130017000000000";A;update_Caso 5
{1AEDE74C-15B2-4A75-B47B-760188A1DDF5};2;2015,0000;186,6100;;A;"21039981";"6031943";1;Piso;{810A0EDA-1FF0-41EB-8C36-CF2CC56E486A};"634010100000000820801800000029";A;update_Caso 5
{B82B47FF-D1A2-474F-AF91-7FAED86D466D};2;1986,0000;185,4600;;A;"5113656";"6030133";1;Piso;{06BBBB71-C359-4F5F-8F3D-E3C2C830D2FC};"634010100000000160005000000000";A;update_Caso 1
{C75BFFF1-4552-41A0-8E2D-7BD32AFAD9D9};2;2009,0000;123,6000;;A;"5119349";"6035596";1;Piso;{5F558AA3-F8EF-4043-B281-F9548E319784};"634010100000003090027000000000";A;update_Caso 5
{79C4EB17-1E22-436E-A934-E8876BA3A5EE};2;1940,0000;7,1700;;B;"21038971";"6031029";1;Piso;{E7BB850C-1D27-4459-9832-107E4DBE43B9};"634010100000000430004000000000";B;update_Caso 1
{677212B0-BB99-4C0B-9CD9-D0467A64839B};2;2010,0000;71,9700;;A;"5120755";"6037141";1;Piso;{B832DA79-CAA6-4977-91B7-073EE0542097};"634010100000004010001000000000";A;update_Caso 1
{2543436C-27BA-4A41-9573-DB748F2B784B};2;2010,0000;123,0000;;A;"5118688";"6034819";1;Piso;{7617C479-C374-4E55-A147-89175A8C7774};"634010100000002860023000000000";A;update_Caso 5
{564A2119-1215-46A3-9734-CA9DA06E3041};2;2017,0000;49,7400;;A;"21111995";"14054115";1;Piso;{EA1E9EAD-BFFC-4BCC-9CE7-E54DB811B1AC};"634010100000002100012904030005";A;update_Caso 3
{6841C823-5F8E-4CCF-8C4A-14547E18F385};2;2017,0000;49,7400;;A;"21112048";"14054168";1;Piso;{F779AA47-9129-423B-B96E-459717409907};"634010100000002100012903020008";A;update_Caso 3
{BB22862D-33B1-436D-B2A8-D90D05FAE286};2;2010,0000;64,2197;; ;Dummy;"6035217";2;Piso;{4124188E-960F-4710-9293-6E2F48221554};"634010100000002980024000000000";A;update_Caso 11
{E32E88EC-3D14-4057-B113-886B9ECD7542};2;2000,0000;25,9400;;B;"21048270";"6030808";1;Piso;{1EE837F9-10EA-4E83-A445-78BBE2180D24};"634010100000000350009000000000";B;update_Caso 1
{48381216-4B3A-40F0-895C-4725C54019B4};2;1980,0000;72,0000;;A;"5116984";"6032930";1;Piso;{F5C6F348-93A2-48DA-9662-BCB70FB2DD9C};"634010100000001400008000000000";A;update_Caso 1
{1E028E17-F20A-4F30-9CD3-532041682F7B};2;1980,0000;200,0000;;A;"22025374";"14560039";1;Piso;{C9136375-44C7-4E62-9153-0E287C3C5A16};"634010100000002630003000000000";A;update_Caso 1
{157331AF-4632-4ECA-BEDF-223126303082};2;1990,0000;81,8000;;A;"5116009";"6031814";1;Piso;{333445D5-9BB4-4D9D-B771-4C57BC8BB585};"634010100000000760013000000000";A;update_Caso 1
{4D5A449E-4061-4C78-89A7-5F3E6E06BDBA};2;2010,0000;63,0000;;A;"5121738";"6038470";1;Piso;{66A75BB6-A1EA-4369-974C-53D2878B9DDD};"634010100000005190003000000000";A;update_Caso 1
{9B2753BA-A846-4DB3-AA28-51DD3733DC84};2;2000,0000;61,8000;;B;"21035751";"6033453";1;Piso;{5F5E2448-42A2-4C4A-BD42-8532A1A2D848};"634010100000001730001000000000";B;update_Caso 5
{05E5D915-6262-4DCE-85C8-02A23C545055};2;1999,0000;404,1200;;A;"5113717";"6030170";1;Piso;{BCFA88E8-D293-4F88-98E7-F81BB5A2517B};"634010100000000170004000000000";A;update_Caso 5
{1C9552C7-754D-41FA-B0C3-08881D4B14E9};2;2010,0000;124,2000;;A;"5119589";"6035892";1;Piso;{4893106B-5C3B-46AC-8739-B29039650CF6};"634010100000003190020000000000";A;update_Caso 5
{209EAB74-79ED-4F88-AB7B-4B13F73B1CD3};2;2000,0000;16,1000;;D;"21036168";"6031276";1;Piso;{7B48FE07-8B4C-49DB-A9B5-7EFEE9B48F42};"634010100000000510023000000000";D;update_Caso 1
{875ADBDD-B069-4F0E-B039-5AA1DCF2B8BB};2;2003,0000;123,0000;;A;"5119686";"6036015";1;Piso;{9C0325AC-A1E0-4DBA-AE8E-9E9A3340C282};"634010100000003240008000000000";A;update_Caso 5
{15B3ABE8-778E-42E2-83A0-27B4EE1F513E};2;2000,0000;124,2400;;A;"5119019";"6035215";1;Piso;{D5783D7E-F73E-4D21-BB62-5B255C921470};"634010100000002980022000000000";A;update_Caso 5
{2D34337D-DDB3-4525-B48C-D075162425F7};2;2010,0000;60,0000;;A;"5119768";"6036126";1;Piso;{2F9472F9-9537-4B26-9FA2-B46EB00CA1C5};"634010100000003300006000000000";A;update_Caso 1
{0DC67695-E2ED-4886-838F-401AA6F10FE9};2;2002,0000;63,0000;;A;"5120599";"6036987";1;Piso;{B9052E68-DC23-4145-8B08-9C88FACA6296};"634010100000003920004000000000";A;update_Caso 1
{25D025A2-486A-4ACD-826B-89C92CEBFAA4};2;2006,0000;5,8800;;B;"21037997";"6037559";1;Piso;{7C6F6527-820F-4D21-8183-A1B5A185B8F1};"634010100000004320003000000000";B;update_Caso 1
{3120D38B-AE89-494D-8D2D-E6825519B651};2;1990,0000;554,2100;;B;"21111763";"6032090";1;Piso;{3F210B13-76AF-49EB-9576-D2F77CA3AD33};"634010100000000920001000000000";B;update_Caso 1
{3CF7AAFC-4B4A-4972-A23A-E81C360EDE25};2;2005,0000;13,5000;;B;"21042020";"6035933";2;Piso;{96815B07-608E-4BD6-85C3-CD627BBB26E6};"634010100000003210003000000000";B;update_Caso 1
