"total_registros";"id_operacion_vacios";"codigo_orip_vacios";"matricula_inmobiliaria_vacios";"numero_predial_nacional_vacios";"tipo_vacios";"condicion_predio_vacios";"destinacion_economica_vacios";"tipo_referencia_fmi_antiguo_vacios";"globalid_vacios";"predioinformal_guid_vacios";"municipio_vacios";"referencia_registral_vacios"
518589;0;137589;138352;0;0;496134;1736;518589;0;0;518088;518589
