"objectid";"id_operacion";"id";"no, fmi";"dirección territorial";"municipio";"fecha_envio_juridico";"folio_matriz";"novedadfmi_tipo";"npnmatriz";"novedad_numero_predial";"folio_derivados";"predio tipo";"condicion prop derivado";"área registral m2";"coeficiente";"área coefieciente";"field15"
1643375;L7_431;431;431;BOLÍVAR;TURBACO;"20/10/2025";"060-162120";;"138360001000000020310000000000";Desenglobe_Division_Material;"060-358864";Privado_Privado;NPH;"420.64";;;
1643376;L7_430;430;430;BOLÍVAR;TURBACO;"20/10/2025";"060-162120";;"138360001000000020310000000000";Desenglobe_Division_Material;"060-358863";Privado_Privado;NPH;"541.54";;;
1643377;L7_429;429;429;BOLÍVAR;TURBACO;"20/10/2025";"060-162120";;"138360001000000020310000000000";Desenglobe_Division_Material;"060-358862";Privado_Privado;NPH;"399.21";;;
1643378;L7_428;428;428;BOLÍVAR;TURBACO;"20/10/2025";"060-162120";;"138360001000000020310000000000";Desenglobe_Division_Material;"060-358861";Privado_Privado;NPH;"432.56";;;
1643379;L7_427;427;427;BOLÍVAR;TURBACO;"20/10/2025";"060-162120";;"138360001000000020310000000000";Desenglobe_Division_Material;"060-358860";Privado_Privado;NPH;"543.41";;;
1643380;L7_426;426;426;BOLÍVAR;TURBACO;"20/10/2025";"060-162120";;"138360001000000020310000000000";Desenglobe_Division_Material;"060-358859";Privado_Privado;NPH;"806.2";;;
1643381;L7_425;425;425;BOLÍVAR;TURBACO;"20/10/2025";"060-162120";;"138360001000000020310000000000";Desenglobe_Division_Material;"060-358858";Privado_Privado;NPH;"542.29";;;
1643382;L7_424;424;424;BOLÍVAR;TURBACO;"20/10/2025";"060-162120";;"138360001000000020310000000000";Desenglobe_Division_Material;"060-358857";Privado_Privado;NPH;"492.56";;;
1643383;L7_423;423;423;BOLÍVAR;TURBACO;"20/10/2025";"060-162120";;"138360001000000020310000000000";Desenglobe_Division_Material;"060-358856";Privado_Privado;NPH;"467.18";;;
1643384;L7_422;422;422;BOLÍVAR;TURBACO;"20/10/2025";"060-162120";;"138360001000000020310000000000";Desenglobe_Division_Material;"060-358855";Privado_Privado;NPH;"785.64";;;
1643385;L7_421;421;421;BOLÍVAR;TURBACO;"20/10/2025";"060-162120";;"138360001000000020310000000000";Desenglobe_Division_Material;"060-358854";Privado_Privado;NPH;"506.57";;;
1643386;L7_420;420;420;BOLÍVAR;TURBACO;"20/10/2025";"060-162120";;"138360001000000020310000000000";Desenglobe_Division_Material;"060-358853";Privado_Privado;NPH;"534.82000000000005";;;
1643387;L7_419;419;419;BOLÍVAR;TURBACO;"20/10/2025";"060-162120";;"138360001000000020310000000000";Desenglobe_Division_Material;"060-358852";Privado_Privado;NPH;"494.75";;;
1643388;L7_418;418;418;BOLÍVAR;TURBACO;"20/10/2025";"060-162120";;"138360001000000020310000000000";Desenglobe_Division_Material;"060-358851";Privado_Privado;NPH;"386.53";;;
1643389;L7_417;417;417;BOLÍVAR;TURBACO;"20/10/2025";"060-162120";;"138360001000000020310000000000";Desenglobe_Division_Material;"060-358850";Privado_Privado;NPH;"471.68";;;
1643390;L7_416;416;416;BOLÍVAR;TURBACO;"20/10/2025";"060-162120";;"138360001000000020310000000000";Desenglobe_Division_Material;"060-358849";Privado_Privado;NPH;"501.89";;;
1643391;L7_415;415;415;BOLÍVAR;TURBACO;"20/10/2025";"060-162120";;"138360001000000020310000000000";Desenglobe_Division_Material;"060-358848";Privado_Privado;NPH;"443.28";;;
1643392;L7_414;414;414;BOLÍVAR;TURBACO;"20/10/2025";"060-162120";;"138360001000000020310000000000";Desenglobe_Division_Material;"060-358847";Privado_Privado;NPH;"309.58999999999997";;;
1643393;L7_413;413;413;BOLÍVAR;TURBACO;"20/10/2025";"060-162120";;"138360001000000020310000000000";Desenglobe_Division_Material;"060-358846";Privado_Privado;NPH;"390.11";;;
1643394;L7_412;412;412;BOLÍVAR;TURBACO;"20/10/2025";"060-162120";;"138360001000000020310000000000";Desenglobe_Division_Material;"060-358845";Privado_Privado;NPH;"330.07";;;
1643395;L7_411;411;411;BOLÍVAR;TURBACO;"20/10/2025";"060-162120";;"138360001000000020310000000000";Desenglobe_Division_Material;"060-358844";Privado_Privado;NPH;"572.42999999999995";;;
1643396;L7_410;410;410;BOLÍVAR;TURBACO;"20/10/2025";"060-162120";;"138360001000000020310000000000";Desenglobe_Division_Material;"060-358843";Privado_Privado;NPH;"459.6";;;
1643397;L7_409;409;409;BOLÍVAR;TURBACO;"20/10/2025";"060-162120";;"138360001000000020310000000000";Desenglobe_Division_Material;"060-358842";Privado_Privado;NPH;"466.72";;;
1643398;L7_408;408;408;BOLÍVAR;TURBACO;"20/10/2025";"060-162120";;"138360001000000020310000000000";Desenglobe_Division_Material;"060-358841";Privado_Privado;NPH;"461.24";;;
1643399;L7_407;407;407;BOLÍVAR;TURBACO;"20/10/2025";"060-162120";;"138360001000000020310000000000";Desenglobe_Division_Material;"060-358840";Privado_Privado;NPH;"2004.83";;;
1643400;L7_406;406;406;BOLÍVAR;TURBACO;"20/10/2025";"060-162120";;"138360001000000020310000000000";Desenglobe_Division_Material;"060-358839";Privado_Privado;NPH;"658.93";;;
1643401;L7_405;405;405;BOLÍVAR;TURBACO;"20/10/2025";"060-162120";;"138360001000000020310000000000";Desenglobe_Division_Material;"060-358838";Privado_Privado;NPH;"559.37";;;
1643402;L7_404;404;404;BOLÍVAR;TURBACO;"20/10/2025";"060-162120";;"138360001000000020310000000000";Desenglobe_Division_Material;"060-358837";Privado_Privado;NPH;"607.66";;;
1643403;L7_403;403;403;BOLÍVAR;TURBACO;"20/10/2025";"060-162120";;"138360001000000020310000000000";Desenglobe_Division_Material;"060-358836";Privado_Privado;NPH;"616.98";;;
1643404;L7_402;402;402;BOLÍVAR;TURBACO;"20/10/2025";"060-162120";;"138360001000000020310000000000";Desenglobe_Division_Material;"060-358835";Privado_Privado;NPH;"552.64";;;
1643405;L7_401;401;401;BOLÍVAR;TURBACO;"20/10/2025";"060-162120";;"138360001000000020310000000000";Desenglobe_Division_Material;"060-358834";Privado_Privado;NPH;"649.86";;;
1643415;L7_391;391;391;BOLÍVAR;TURBACO;"20/10/2025";"060-162120";;"138360001000000020310000000000";Desenglobe_Division_Material;"060-358824";Privado_Privado;NPH;"728.82";;;
1643416;L7_390;390;390;BOLÍVAR;TURBACO;"20/10/2025";"060-162120";;"138360001000000020310000000000";Desenglobe_Division_Material;"060-358823";Privado_Privado;NPH;"606.54";;;
1643417;L7_389;389;389;BOLÍVAR;TURBACO;"20/10/2025";"060-162120";;"138360001000000020310000000000";Desenglobe_Division_Material;"060-358822";Privado_Privado;NPH;"714.68";;;
1643418;L7_388;388;388;BOLÍVAR;TURBACO;"20/10/2025";"060-162120";;"138360001000000020310000000000";Desenglobe_Division_Material;"060-358821";Privado_Privado;NPH;"767.26";;;
1643419;L7_387;387;387;BOLÍVAR;TURBACO;"20/10/2025";"060-162120";;"138360001000000020310000000000";Desenglobe_Division_Material;"060-358820";Privado_Privado;NPH;"888.08";;;
1643420;L7_386;386;386;BOLÍVAR;TURBACO;"20/10/2025";"060-162120";;"138360001000000020310000000000";Desenglobe_Division_Material;"060-358819";Privado_Privado;NPH;"580.07000000000005";;;
1643421;L7_385;385;385;BOLÍVAR;TURBACO;"20/10/2025";"060-162120";;"138360001000000020310000000000";Desenglobe_Division_Material;"060-358818";Privado_Privado;NPH;"710.16";;;
1643422;L7_384;384;384;BOLÍVAR;TURBACO;"20/10/2025";"060-162120";;"138360001000000020310000000000";Desenglobe_Division_Material;"060-358817";Privado_Privado;NPH;"714.91";;;
1643423;L7_383;383;383;BOLÍVAR;TURBACO;"20/10/2025";"060-162120";;"138360001000000020310000000000";Desenglobe_Division_Material;"060-358816";Privado_Privado;NPH;"702.12";;;
1643424;L7_382;382;382;BOLÍVAR;TURBACO;"20/10/2025";"060-162120";;"138360001000000020310000000000";Desenglobe_Division_Material;"060-358815";Privado_Privado;NPH;"689.74";;;
1643425;L7_381;381;381;BOLÍVAR;TURBACO;"20/10/2025";"060-162120";;"138360001000000020310000000000";Desenglobe_Division_Material;"060-358814";Privado_Privado;NPH;"653.79999999999995";;;
1643426;L7_380;380;380;BOLÍVAR;TURBACO;"20/10/2025";"060-162120";;"138360001000000020310000000000";Desenglobe_Division_Material;"060-358813";Privado_Privado;NPH;"587.28";;;
1643427;L7_379;379;379;BOLÍVAR;TURBACO;"20/10/2025";"060-162120";;"138360001000000020310000000000";Desenglobe_Division_Material;"060-358812";Privado_Privado;NPH;"538.36";;;
1643428;L7_378;378;378;BOLÍVAR;TURBACO;"20/10/2025";"060-162120";;"138360001000000020310000000000";Desenglobe_Division_Material;"060-358811";Privado_Privado;NPH;"439.3";;;
1643429;L7_377;377;377;BOLÍVAR;TURBACO;"20/10/2025";"060-162120";;"138360001000000020310000000000";Desenglobe_Division_Material;"060-358810";Privado_Privado;NPH;"319.49";;;
1643430;L7_376;376;376;BOLÍVAR;TURBACO;"20/10/2025";"060-162120";;"138360001000000020310000000000";Desenglobe_Division_Material;"060-358809";Privado_Privado;NPH;"669.98";;;
1643431;L7_375;375;375;BOLÍVAR;TURBACO;"20/10/2025";"060-162120";;"138360001000000020310000000000";Desenglobe_Division_Material;"060-358808";Privado_Privado;NPH;"697.51";;;
1643432;L7_374;374;374;BOLÍVAR;TURBACO;"20/10/2025";"060-162120";;"138360001000000020310000000000";Desenglobe_Division_Material;"060-358807";Privado_Privado;NPH;"568.1";;;
1643433;L7_373;373;373;BOLÍVAR;TURBACO;"20/10/2025";"060-162120";;"138360001000000020310000000000";Desenglobe_Division_Material;"060-358806";Privado_Privado;NPH;"439.96";;;
1643434;L7_372;372;372;BOLÍVAR;TURBACO;"20/10/2025";"060-162120";;"138360001000000020310000000000";Desenglobe_Division_Material;"060-358805";Privado_Privado;NPH;"499.48";;;
1643435;L7_371;371;371;BOLÍVAR;TURBACO;"20/10/2025";"060-162120";;"138360001000000020310000000000";Desenglobe_Division_Material;"060-358804";Privado_Privado;NPH;"485.42";;;
1643436;L7_370;370;370;BOLÍVAR;TURBACO;"20/10/2025";"060-162120";;"138360001000000020310000000000";Desenglobe_Division_Material;"060-358803";Privado_Privado;NPH;"568.33000000000004";;;
1643437;L7_369;369;369;BOLÍVAR;TURBACO;"20/10/2025";"060-162120";;"138360001000000020310000000000";Desenglobe_Division_Material;"060-358802";Privado_Privado;NPH;"637.21";;;
1643438;L7_368;368;368;BOLÍVAR;TURBACO;"20/10/2025";"060-162120";;"138360001000000020310000000000";Desenglobe_Division_Material;"060-358801";Privado_Privado;NPH;"685.69";;;
1643439;L7_367;367;367;BOLÍVAR;TURBACO;"20/10/2025";"060-162120";;"138360001000000020310000000000";Desenglobe_Division_Material;"060-358800";Privado_Privado;NPH;"651.08000000000004";;;
1643440;L7_366;366;366;BOLÍVAR;TURBACO;"20/10/2025";"060-162120";;"138360001000000020310000000000";Desenglobe_Division_Material;"060-358799";Privado_Privado;NPH;"572.22";;;
1643441;L7_269;269;269;BOYACÁ;SOGAMOSO;"20/10/2025";"095-74107";;"157590003000000041166000000000";Desenglobe_Division_Material;"095-166864";Privado_Privado;NPH;"70600";;;
1643442;L7_268;268;268;BOYACÁ;SOGAMOSO;"20/10/2025";"095-74107";;"157590003000000041166000000000";Desenglobe_Venta_Parcial;"095-87252";Privado_Privado;NPH;"100";;;
1643443;L7_98;98;98;BOYACÁ;SOGAMOSO;"20/10/2025";"095-113017";;"157590101000009650013000000000";Desenglobe_Division_Material;"095-161767";Privado_Privado;NPH;"355.5";;;
1643444;L7_97;97;97;BOYACÁ;SOGAMOSO;"20/10/2025";"095-113017";;"157590101000009650013000000000";Desenglobe_Division_Material;"095-157935";Privado_Privado;NPH;"355.5";;;
1643445;L7_307;307;307;BOYACÁ;SOGAMOSO;"20/10/2025";"095-159575";;"157590101000008880026000000000";Desenglobe_Division_Material;"095-161104";Privado_Privado;PH_Unidad_Predial;"60";0.1858;"60";
1643446;L7_306;306;306;BOYACÁ;SOGAMOSO;"20/10/2025";"095-159575";;"157590101000008880026000000000";Desenglobe_Division_Material;"095-161102";Privado_Privado;PH_Unidad_Predial;"60.9";0.1885;"60.9";
1643447;L7_305;305;305;BOYACÁ;SOGAMOSO;"20/10/2025";"095-159575";;"157590101000008880026000000000";Desenglobe_Division_Material;"095-161103";Privado_Privado;PH_Unidad_Predial;"57.8";0.179;"57.8";
1643448;L7_304;304;304;BOYACÁ;SOGAMOSO;"20/10/2025";"095-159575";;"157590101000008880026000000000";Desenglobe_Division_Material;"095-161106";Privado_Privado;PH_Unidad_Predial;"64";0.1982;"64";
1643449;L7_303;303;303;BOYACÁ;SOGAMOSO;"20/10/2025";"095-159575";;"157590101000008880026000000000";Desenglobe_Division_Material;"095-161105";Privado_Privado;PH_Unidad_Predial;"60";0.1858;"60";
1643450;L7_302;302;302;BOYACÁ;SOGAMOSO;"20/10/2025";"095-159575";;"157590101000008880026000000000";Desenglobe_Division_Material;"095-161101";Privado_Privado;PH_Unidad_Predial;"16.2";0.0627;"16.2";
1643451;L7_57;57;57;BOYACÁ;MONIQUIRA;"20/10/2025";"083-10218";;"154690000000000110059000000000";Desenglobe_Venta_Parcial;"083-45565";Privado_Privado;NPH;"715";;;
1643452;L7_331;331;331;BOYACÁ;SOGAMOSO;"20/10/2025";"095-25287";;"157590101000003080046000000000";Desenglobe_Division_Material;"095-161099";Privado_Privado;NPH;"109.14";;;
1643453;L7_255;255;255;BOYACÁ;SOGAMOSO;"20/10/2025";"095-80474";;"157590101000005260006000000000";Desenglobe_Venta_Parcial;"095-104723";Privado_Privado;NPH;"47";;;
1643455;L7_107;107;107;BOYACÁ;SOGAMOSO;"20/10/2025";"095-119789";;"157590102000002370038000000000";Desenglobe_Division_Material;"095-155030";Privado_Privado;NPH;"201.27";;;
1643456;L7_106;106;106;BOYACÁ;SOGAMOSO;"20/10/2025";"095-119789";;"157590102000002370038000000000";Desenglobe_Division_Material;"095-124838";Privado_Privado;NPH;"86.23";;;
1643457;L7_592;592;592;ATLÁNTICO;TUBARÁ;"20/10/2025";"040-306484";;"088320001000000010009000000000";Desenglobe_Venta_Parcial;"040-627936";Privado_Privado;NPH;"1000";;;
1643458;L7_591;591;591;ATLÁNTICO;TUBARÁ;"20/10/2025";"040-306484";;"088320001000000010009000000000";Desenglobe_Venta_Parcial;"040-627934";Privado_Privado;NPH;"1000";;;
1643459;L7_590;590;590;ATLÁNTICO;TUBARÁ;"20/10/2025";"040-306484";;"088320001000000010009000000000";Desenglobe_Venta_Parcial;"040-627931";Privado_Privado;NPH;"1000";;;
1643460;L7_589;589;589;ATLÁNTICO;TUBARÁ;"20/10/2025";"040-306484";;"088320001000000010009000000000";Desenglobe_Venta_Parcial;"040-627935";Privado_Privado;NPH;"1000";;;
1643461;L7_588;588;588;ATLÁNTICO;TUBARÁ;"20/10/2025";"040-306484";;"088320001000000010009000000000";Desenglobe_Venta_Parcial;"040-627933";Privado_Privado;NPH;"1000";;;
1643462;L7_587;587;587;ATLÁNTICO;TUBARÁ;"20/10/2025";"040-306484";;"088320001000000010009000000000";Desenglobe_Venta_Parcial;"040-627937";Privado_Privado;NPH;"1000";;;
1643463;L7_586;586;586;ATLÁNTICO;TUBARÁ;"20/10/2025";"040-306484";;"088320001000000010009000000000";Desenglobe_Venta_Parcial;"040-627932";Privado_Privado;NPH;"1000";;;
1643464;L7_585;585;585;ATLÁNTICO;TUBARÁ;"20/10/2025";"040-306484";;"088320001000000010009000000000";Desenglobe_Venta_Parcial;"040-627943";Privado_Privado;NPH;"1000";;;
1643465;L7_584;584;584;ATLÁNTICO;TUBARÁ;"20/10/2025";"040-306484";;"088320001000000010009000000000";Desenglobe_Venta_Parcial;"040-627939";Privado_Privado;NPH;"1000";;;
1643466;L7_583;583;583;ATLÁNTICO;TUBARÁ;"20/10/2025";"040-306484";;"088320001000000010009000000000";Desenglobe_Venta_Parcial;"040-627950";Privado_Privado;NPH;"1424";;;
1643467;L7_582;582;582;ATLÁNTICO;TUBARÁ;"20/10/2025";"040-306484";;"088320001000000010009000000000";Desenglobe_Venta_Parcial;"040-627951";Privado_Privado;NPH;"1158";;;
1643468;L7_581;581;581;ATLÁNTICO;TUBARÁ;"20/10/2025";"040-306484";;"088320001000000010009000000000";Desenglobe_Venta_Parcial;"040-627952";Privado_Privado;NPH;"1000";;;
1643469;L7_580;580;580;ATLÁNTICO;TUBARÁ;"20/10/2025";"040-306484";;"088320001000000010009000000000";Desenglobe_Venta_Parcial;"040-627953";Privado_Privado;NPH;"1000";;;
1643470;L7_579;579;579;ATLÁNTICO;TUBARÁ;"20/10/2025";"040-306484";;"088320001000000010009000000000";Desenglobe_Venta_Parcial;"040-627954";Privado_Privado;NPH;"16175.003000000001";;;
1643471;L7_578;578;578;ATLÁNTICO;TUBARÁ;"20/10/2025";"040-306484";;"088320001000000010009000000000";Desenglobe_Venta_Parcial;"040-627949";Privado_Privado;NPH;"1700";;;
1643472;L7_577;577;577;ATLÁNTICO;TUBARÁ;"20/10/2025";"040-306484";;"088320001000000010009000000000";Desenglobe_Venta_Parcial;"040-627948";Privado_Privado;NPH;"1700";;;
1643473;L7_576;576;576;ATLÁNTICO;TUBARÁ;"20/10/2025";"040-306484";;"088320001000000010009000000000";Desenglobe_Venta_Parcial;"040-627947";Privado_Privado;NPH;"1000";;;
1643474;L7_575;575;575;ATLÁNTICO;TUBARÁ;"20/10/2025";"040-306484";;"088320001000000010009000000000";Desenglobe_Venta_Parcial;"040-627946";Privado_Privado;NPH;"1000";;;
1643475;L7_574;574;574;ATLÁNTICO;TUBARÁ;"20/10/2025";"040-306484";;"088320001000000010009000000000";Desenglobe_Venta_Parcial;"040-627940";Privado_Privado;NPH;"1000";;;
1643476;L7_573;573;573;ATLÁNTICO;TUBARÁ;"20/10/2025";"040-306484";;"088320001000000010009000000000";Desenglobe_Venta_Parcial;"040-627941";Privado_Privado;NPH;"1000";;;
1643477;L7_572;572;572;ATLÁNTICO;TUBARÁ;"20/10/2025";"040-306484";;"088320001000000010009000000000";Desenglobe_Venta_Parcial;"040-627938";Privado_Privado;NPH;"1000";;;
1643478;L7_571;571;571;ATLÁNTICO;TUBARÁ;"20/10/2025";"040-306484";;"088320001000000010009000000000";Desenglobe_Venta_Parcial;"040-627942";Privado_Privado;NPH;"1000";;;
1643479;L7_570;570;570;ATLÁNTICO;TUBARÁ;"20/10/2025";"040-306484";;"088320001000000010009000000000";Desenglobe_Venta_Parcial;"040-627944";Privado_Privado;NPH;"1000";;;
1643480;L7_569;569;569;ATLÁNTICO;TUBARÁ;"20/10/2025";"040-306484";;"088320001000000010009000000000";Desenglobe_Venta_Parcial;"040-627945";Privado_Privado;NPH;"1000";;;
1643481;L7_568;568;568;ATLÁNTICO;TUBARÁ;"20/10/2025";"040-306484";;"088320001000000010009000000000";Desenglobe_Venta_Parcial;"040-627929";Privado_Privado;NPH;"1000";;;
1643482;L7_567;567;567;ATLÁNTICO;TUBARÁ;"20/10/2025";"040-306484";;"088320001000000010009000000000";Desenglobe_Venta_Parcial;"040-627930";Privado_Privado;NPH;"1000";;;
1643483;L7_560;560;560;ATLÁNTICO;TUBARÁ;"20/10/2025";"040-218335";;"088320003000000010338000000000";Desenglobe_Division_Material;"040-633104";Privado_Privado;NPH;"1045";;;
1643484;L7_559;559;559;ATLÁNTICO;TUBARÁ;"20/10/2025";"040-218335";;"088320003000000010338000000000";Desenglobe_Division_Material;"040-633112";Privado_Privado;NPH;"954";;;
1643485;L7_558;558;558;ATLÁNTICO;TUBARÁ;"20/10/2025";"040-218335";;"088320003000000010338000000000";Desenglobe_Division_Material;"040-633111";Privado_Privado;NPH;"1115";;;
1643486;L7_557;557;557;ATLÁNTICO;TUBARÁ;"20/10/2025";"040-218335";;"088320003000000010338000000000";Desenglobe_Division_Material;"040-633107";Privado_Privado;NPH;"1204";;;
1643487;L7_556;556;556;ATLÁNTICO;TUBARÁ;"20/10/2025";"040-218335";;"088320003000000010338000000000";Desenglobe_Division_Material;"040-633108";Privado_Privado;NPH;"1373";;;
1643488;L7_555;555;555;ATLÁNTICO;TUBARÁ;"20/10/2025";"040-218335";;"088320003000000010338000000000";Desenglobe_Division_Material;"040-633105";Privado_Privado;NPH;"1017";;;
1643489;L7_554;554;554;ATLÁNTICO;TUBARÁ;"20/10/2025";"040-218335";;"088320003000000010338000000000";Desenglobe_Division_Material;"040-633106";Privado_Privado;NPH;"1140";;;
1643490;L7_553;553;553;ATLÁNTICO;TUBARÁ;"20/10/2025";"040-218335";;"088320003000000010338000000000";Desenglobe_Division_Material;"040-633114";Privado_Privado;NPH;"994";;;
1643491;L7_552;552;552;ATLÁNTICO;TUBARÁ;"20/10/2025";"040-218335";;"088320003000000010338000000000";Desenglobe_Division_Material;"040-633109";Privado_Privado;NPH;"1087";;;
1643492;L7_551;551;551;ATLÁNTICO;TUBARÁ;"20/10/2025";"040-218335";;"088320003000000010338000000000";Desenglobe_Division_Material;"040-633113";Privado_Privado;NPH;"978";;;
1643493;L7_550;550;550;ATLÁNTICO;TUBARÁ;"20/10/2025";"040-218335";;"088320003000000010338000000000";Desenglobe_Division_Material;"040-633117";Privado_Privado;NPH;"1000";;;
1643494;L7_549;549;549;ATLÁNTICO;TUBARÁ;"20/10/2025";"040-218335";;"088320003000000010338000000000";Desenglobe_Division_Material;"040-633110";Privado_Privado;NPH;"1400";;;
1643495;L7_548;548;548;ATLÁNTICO;TUBARÁ;"20/10/2025";"040-218335";;"088320003000000010338000000000";Desenglobe_Division_Material;"040-633115";Privado_Privado;NPH;"750";;;
1643497;L7_93;93;93;BOYACÁ;SOGAMOSO;"20/10/2025";"095-10098";;"157590101000001160001000000000";Desenglobe_Division_Material;"095-117560";Privado_Privado;PH_Unidad_Predial;"132.94";0.6397999999999999;"132.94";
1643498;L7_92;92;92;BOYACÁ;SOGAMOSO;"20/10/2025";"095-10098";;"157590101000001160001000000000";Desenglobe_Division_Material;"095-117559";Privado_Privado;PH_Unidad_Predial;"74.83";0.3602;"74.83";
1643499;L7_239;239;239;BOYACÁ;SOGAMOSO;"20/10/2025";"095-17598";;"157590002000000060383000000000";Desenglobe_Division_Material;"095-149331";Privado_Privado;NPH;"46400";;;
1643500;L7_238;238;238;BOYACÁ;SOGAMOSO;"20/10/2025";"095-17598";;"157590002000000060383000000000";Desenglobe_Division_Material;"095-149330";Privado_Privado;NPH;"25600";;;
1643501;L7_136;136;136;BOYACÁ;SOGAMOSO;"20/10/2025";"095-138998";;"157590101000002270057000000000";Desenglobe_Division_Material;"095-151060";Privado_Privado;PH_Unidad_Predial;"43.86";0.3125;"43.86";
1643502;L7_135;135;135;BOYACÁ;SOGAMOSO;"20/10/2025";"095-138998";;"157590101000002270057000000000";Desenglobe_Division_Material;"095-151061";Privado_Privado;PH_Unidad_Predial;"96.51";0.6875;"96.51";
1643503;L7_300;300;300;BOYACÁ;SOGAMOSO;"20/10/2025";"095-154099";;"157590101000000050648000000000";Desenglobe_Division_Material;"095-158215";Privado_Privado;PH_Unidad_Predial;"118.07";0.325;"118.07";
1643504;L7_299;299;299;BOYACÁ;SOGAMOSO;"20/10/2025";"095-154099";;"157590101000000050648000000000";Desenglobe_Division_Material;"095-158216";Privado_Privado;PH_Unidad_Predial;"119.49";0.3289;"119.49";
1643505;L7_298;298;298;BOYACÁ;SOGAMOSO;"20/10/2025";"095-154099";;"157590101000000050648000000000";Desenglobe_Division_Material;"095-158217";Privado_Privado;PH_Unidad_Predial;"125.75";0.3461;"12.75";
1643506;L7_312;312;312;BOYACÁ;SOGAMOSO;"20/10/2025";"095-155124";;"157590102000005650062000000000";Desenglobe_Division_Material;"095-157558";Privado_Privado;NPH;"126.22";;;
1643507;L7_311;311;311;BOYACÁ;SOGAMOSO;"20/10/2025";"095-155124";;"157590102000005650062000000000";Desenglobe_Division_Material;"095-157559";Privado_Privado;NPH;"107.33";;;
1643508;L7_310;310;310;BOYACÁ;SOGAMOSO;"20/10/2025";"095-155124";;"157590102000005650062000000000";Desenglobe_Division_Material;"095-157560";Privado_Privado;NPH;"183.21";;;
1643509;L7_309;309;309;BOYACÁ;SOGAMOSO;"20/10/2025";"095-155124";;"157590102000005650062000000000";Desenglobe_Division_Material;"095-157561";Privado_Privado;NPH;"107.74";;;
1643510;L7_45;45;45;BOYACÁ;MONIQUIRA;"20/10/2025";"083-38862";;"154690000000000170122000000000";Desenglobe_Division_Material;"083-46338";Privado_Privado;NPH;"140547";;;
1643511;L7_44;44;44;BOYACÁ;MONIQUIRA;"20/10/2025";"083-38862";;"154690000000000170122000000000";Desenglobe_Division_Material;"083-46337";Privado_Privado;NPH;"1755";;;
1643512;L7_20;20;20;BOYACÁ;MONIQUIRA;"20/10/2025";"083-32736";;"154690000000000080140000000000";Desenglobe_Division_Material;"083-39717";Privado_Privado;NPH;"11200";;;
1643513;L7_55;55;55;BOYACÁ;MONIQUIRA;"20/10/2025";"083-9068";;"154690000000000110263000000000";Desenglobe_Division_Material;"083-44590";Privado_Privado;NPH;"3696";;;
1643513;L7_55;54;54;BOYACÁ;MONIQUIRA;"20/10/2025";"083-9068";;"154690000000000110263000000000";Desenglobe_Division_Material;"083-44590";Privado_Privado;NPH;"3696";;;
1643514;L7_145;145;145;BOYACÁ;SOGAMOSO;"20/10/2025";"095-14758";;"157590102000000820011000000000";Desenglobe_Division_Material;"095-163849";Privado_Privado;PH_Unidad_Predial;"150.33000000000001";0.6404000000000001;"150.33000000000001";
1643515;L7_144;144;144;BOYACÁ;SOGAMOSO;"20/10/2025";"095-14758";;"157590102000000820011000000000";Desenglobe_Division_Material;"095-163848";Privado_Privado;PH_Unidad_Predial;"84.42";0.35960000000000003;"84.42";
1643516;L7_628;628;628;ATLÁNTICO;TUBARÁ;"20/10/2025";"040-418440";;"088320003000000011251000000000";Desenglobe_Venta_Parcial;"040-662714";Privado_Privado;NPH;"2000";;;
1643517;L7_627;627;627;ATLÁNTICO;TUBARÁ;"20/10/2025";"040-418440";;"088320003000000011251000000000";Desenglobe_Venta_Parcial;"040-662713";Privado_Privado;NPH;"1000";;;
1643518;L7_626;626;626;ATLÁNTICO;TUBARÁ;"20/10/2025";"040-418440";;"088320003000000011251000000000";Desenglobe_Venta_Parcial;"040-662718";Privado_Privado;NPH;"1000";;;
1643519;L7_625;625;625;ATLÁNTICO;TUBARÁ;"20/10/2025";"040-418440";;"088320003000000011251000000000";Desenglobe_Venta_Parcial;"040-662715";Privado_Privado;NPH;"2000";;;
1643520;L7_624;624;624;ATLÁNTICO;TUBARÁ;"20/10/2025";"040-418440";;"088320003000000011251000000000";Desenglobe_Venta_Parcial;"040-662716";Privado_Privado;NPH;"1082.72";;;
1643521;L7_623;623;623;ATLÁNTICO;TUBARÁ;"20/10/2025";"040-418440";;"088320003000000011251000000000";Desenglobe_Venta_Parcial;"040-662717";Privado_Privado;NPH;"1082.72";;;
1643522;L7_141;141;141;BOYACÁ;SOGAMOSO;"20/10/2025";"095-14569";;"157590101000000510006000000000";Desenglobe_Division_Material;"095-163393";Privado_Privado;PH_Unidad_Predial;"144.16999999999999";0.5781000000000001;"144.16999999999999";
1643523;L7_140;140;140;BOYACÁ;SOGAMOSO;"20/10/2025";"095-14569";;"157590101000000510006000000000";Desenglobe_Division_Material;"095-163394";Privado_Privado;PH_Unidad_Predial;"105.24";0.4219;"105.24";
1290973;"1535405";15;15;BOYACÁ;MONIQUIRA;"20/10/2025";"083-38856";;"154690000000000170116000000000";Cancelacion_por_Desenglobe;;;;;;;
1436284;"1544711";32;32;BOYACÁ;MONIQUIRA;"20/10/2025";"083-28917";;"154690100000001760017000000000";Cancelacion_por_Desenglobe;;;;;;;
