"objectid";"id_operacion";"codigo_orip";"matricula_inmobiliaria";"area_catastral_terreno";"numero_predial_nacional";"tipo";"condicion_predio";"destinacion_economica";"area_registral_m2";"tipo_referencia_fmi_antiguo";"coeficiente";"area_coeficiente";"globalid";"predioinformal_guid";"municipio";"referencia_registral";"gdb_geomattr_data";"shape"
1369514;"1541550";"083";"34850";187,00000000;"154690100000000240801800000071";Privado;Condominio_Unidad_Predial;Habitacional;;;;;{23110672-8676-4C16-A11F-7174BC3A15B9};{00000000-0000-0000-0000-000000000000};;;;POINT (4936902,811197944 2207374,2230713945)
1143552;"1541553";"083";"34847";196,00000000;"154690100000000240801800000074";Privado;Condominio_Unidad_Predial;Habitacional;;;;;{3285D87C-5CA8-415B-B64F-26CA1D6127B2};{00000000-0000-0000-0000-000000000000};;;;POINT (4936917,112561373 2207360,6396234417)
1272338;"1544019";"083";"17910";1600,00000000;"154690100000001180801800000015";Privado;Condominio_Unidad_Predial;Habitacional;;;;;{EF5FB7D5-2FE4-49D8-A3B1-436975F33704};{00000000-0000-0000-0000-000000000000};;;;POINT (4935724,997949735 2208136,9916255204)
1082733;"1544021";"083";"17912";1200,00000000;"154690100000001180801800000017";Privado;Condominio_Unidad_Predial;Habitacional;;;;;{A9E9DCEA-E719-430B-BB09-60387D9F8691};{00000000-0000-0000-0000-000000000000};;;;POINT (4935707,146544422 2208092,656399658)
1305840;"1544025";"083";"17908";1200,00000000;"154690100000001180801800000021";Privado;Condominio_Unidad_Predial;Habitacional;;;;;{524A5A71-A84C-419B-93CB-7D6BB9585ABB};{00000000-0000-0000-0000-000000000000};;;;POINT (4935743,2044947725 2208058,1955330484)
1500545;"1544032";"083";"17899";1200,00000000;"154690100000001180801800000028";Privado;Condominio_Unidad_Predial;Habitacional;;;;;{729236E2-6745-4B1B-952F-9E390D0E84F2};{00000000-0000-0000-0000-000000000000};;;;POINT (4935828,870475123 2208116,0112305107)
1532645;"1544042";"083";"17928";1155,00000000;"154690100000001180801800000038";Privado;Condominio_Unidad_Predial;Habitacional;;;;;{8DF3C685-75BB-48F9-86A3-A62B9C127641};{00000000-0000-0000-0000-000000000000};;;;POINT (4935845,131408094 2208202,826622029)
1532646;"1544044";"083";"17896";1200,00000000;"154690100000001180801800000040";Privado;Condominio_Unidad_Predial;Habitacional;;;;;{9B934A2D-59AA-4815-888A-94644FC01F6C};{00000000-0000-0000-0000-000000000000};;;;POINT (4935858,426152473 2208120,9756500265)
1240609;"1544046";"083";"17891";1200,00000000;"154690100000001180801800000042";Privado;Condominio_Unidad_Predial;Habitacional;;;;;{2169CDF5-8721-4883-86C6-B7CD13A0B460};{00000000-0000-0000-0000-000000000000};;;;POINT (4935892,648665061 2208051,3535674093)
1143701;"1544047";"083";"17892";900,00000000;"154690100000001180801800000043";Privado;Condominio_Unidad_Predial;Habitacional;;;;;{57FAF06C-5462-4F1D-B229-ECA0FC2D6D43};{00000000-0000-0000-0000-000000000000};;;;POINT (4935894,186380584 2208088,401419119)
1532647;"1544051";"083";"17920";1200,00000000;"154690100000001180801800000047";Privado;Condominio_Unidad_Predial;Habitacional;;;;;{4F058D20-7F93-4741-BACA-365C344EDA98};{00000000-0000-0000-0000-000000000000};;;;POINT (4935866,68345866 2208250,102632255)
1052536;"1544052";"083";"17921";1200,00000000;"154690100000001180801800000048";Privado;Condominio_Unidad_Predial;Habitacional;;;;;{1AD2BA6D-0BE1-4814-902B-30B732039C53};{00000000-0000-0000-0000-000000000000};;;;POINT (4935856,629754569 2208300,2045016703)
1369488;"1540939";;"";3115,00000000;"154690100000000070011000000000";Privado;NPH;Habitacional;;;;;{BA4011BD-7B2E-4A99-8B82-73F896F0B11C};{00000000-0000-0000-0000-000000000000};;;;POINT (4936418,857652536 2207314,9884866797)
1110811;"1540942";"083";"485";223,00000000;"154690100000000070014000000000";Privado;NPH;Habitacional;;;;;{27031F9D-662F-4E6C-AEB4-2AEDFA4F3E6D};{00000000-0000-0000-0000-000000000000};;;;POINT (4936515,842164006 2207344,7901368244)
1403805;"1540956";"083";"5012";140,00000000;"154690100000000070031000000000";Privado;NPH;Habitacional;;;;;{E0555AEC-D808-4EE3-956D-4018A25CE2EB};{00000000-0000-0000-0000-000000000000};;;;POINT (4936502,354021294 2207335,780511283)
1305732;"1541561";"083";"34874";217,00000000;"154690100000000240801800000082";Privado;Condominio_Unidad_Predial;Habitacional;;;;;{7DB2D6E2-2F1E-4C08-88AB-08E4F02167D2};{00000000-0000-0000-0000-000000000000};;;;POINT (4936848,261864137 2207344,878360728)
1052403;"1541588";"083";"5197";169,00000000;"154690100000000250009000000000";Privado;NPH;Habitacional;;;;;{44431ED9-DB1D-4ADE-8C1C-3B3BCDBB9F9F};{00000000-0000-0000-0000-000000000000};;;;POINT (4936942,417097788 2207425,306653467)
1175275;"1542198";"083";"5775";60,00000000;"154690100000000430029000000000";Privado;NPH;Habitacional;;;;;{06B060AC-E67F-4E23-9B14-C694251444B7};{00000000-0000-0000-0000-000000000000};;;;POINT (4936520,178154882 2206572,9232525555)
1110940;"1543437";"083";"15716";376,00000000;"154690100000000830010000000000";Privado;NPH;Habitacional;;;;;{662307ED-8BDF-45B2-8229-FA715AD820E0};{00000000-0000-0000-0000-000000000000};;;;POINT (4936490,88376738 2207186,8438129285)
1272298;"1543441";"083";"3710";50,00000000;"154690100000000830014000000000";Privado;NPH;Habitacional;;;;;{3BF090A5-DD8B-40E8-8E06-9B1C7DB02288};{00000000-0000-0000-0000-000000000000};;;;POINT (4936479,135789192 2207205,4129520115)
1532648;"1544061";"083";"17952";1200,00000000;"154690100000001180801800000057";Privado;Condominio_Unidad_Predial;Habitacional;;;;;{E4AC81C6-D48D-4779-ABD7-FD6291276FEF};{00000000-0000-0000-0000-000000000000};;;;POINT (4935911,13146232 2208355,4878064073)
1500547;"1544067";"083";"17940";1200,00000000;"154690100000001180801800000063";Privado;Condominio_Unidad_Predial;Habitacional;;;;;{47C229EA-302B-42FB-9EC7-73ED69EA2EE0};{00000000-0000-0000-0000-000000000000};;;;POINT (4935985,976415767 2208419,9355145283)
1369706;"1544696";"083";"26171";52,00000000;"154690100000001760002000000000";Privado;NPH;Habitacional;;;;;{BE4DDBCB-DBD8-437E-BFA5-A78793B306CA};{00000000-0000-0000-0000-000000000000};;;;POINT (4937100,963452568 2207244,0626537856)
1052568;"1544703";"083";"22237";77,00000000;"154690100000001760009000000000";Privado;NPH;Habitacional;;;;;{B27D8A67-6C18-4599-A39E-1D4B8DB1A337};{00000000-0000-0000-0000-000000000000};;;;POINT (4937151,9706842005 2207240,5902612424)
1500587;"1544715";"083";"25639";528,00000000;"154690100000001770801800000004";Privado;Condominio_Unidad_Predial;Habitacional;;;;;{E96E958D-17CE-48F3-9AA7-46F1B08D8980};{00000000-0000-0000-0000-000000000000};;;;POINT (4937289,212399983 2206413,78493609)
1240461;"1540975";"083";"27787";91,00000000;"154690100000000070052000000000";Privado;NPH;Habitacional;;;;;{5A237482-D4C5-4E25-9E97-B0C7E1D3451A};{00000000-0000-0000-0000-000000000000};;;;POINT (4936437,91313252 2207335,8537602657)
1305737;"1541628";"083";"1644";173,00000000;"154690100000000260038000000000";Privado;NPH;Habitacional;;;;;{6B5C6CA1-73C1-4A8E-A84D-AEA79E40DFE0};{00000000-0000-0000-0000-000000000000};;;;POINT (4937050,120506252 2207406,036360095)
1208234;"1542229";"083";"13889";1363,00000000;"154690100000000440003000000000";Privado;NPH;Habitacional;;;;;{199E79E6-7496-4335-9C5E-3210B3A72509};{00000000-0000-0000-0000-000000000000};;;;POINT (4936192,938869172 2208647,9670903934)
1369632;"1543480";"083";"34235";54,00000000;"154690100000000840019000000000";Privado;NPH;Habitacional;;;;;{071276A7-01B7-4E61-9FB9-FD0C8CD8EAC9};{00000000-0000-0000-0000-000000000000};;;;POINT (4936635,741947312 2207273,8180942168)
1369633;"1543486";"083";"34968";422,00000000;"154690100000000850006000000000";Privado;NPH;Habitacional;;;;;{F83A5B8A-4F75-47DE-839C-7FACD692B149};{00000000-0000-0000-0000-000000000000};;;;POINT (4936804,803188658 2208255,179928897)
1337560;"1543492";"083";"5863";60,00000000;"154690100000000860001000000000";Privado;NPH;Habitacional;;;;;{34FED45C-7225-41FE-A933-7C5683A361E5};{00000000-0000-0000-0000-000000000000};;;;POINT (4936677,027539284 2206594,837053625)
1110943;"1543501";"083";"5872";60,00000000;"154690100000000860010000000000";Privado;NPH;Habitacional;;;;;{2FD21953-516C-4707-AEFA-8956DB20F817};{00000000-0000-0000-0000-000000000000};;;;POINT (4936686,52657574 2206591,744539637)
1110987;"1544096";"083";"17864";1210,00000000;"154690100000001180801800000092";Privado;Condominio_Unidad_Predial;Recreacional;;;;;{47156F41-2737-48B1-B598-4EC1C9FA2DF1};{00000000-0000-0000-0000-000000000000};;;;POINT (4936031,625182575 2208228,049108916)
1305845;"1544124";"083";"20539";1000,00000000;"154690100000001350801800000005";Privado;Condominio_Unidad_Predial;Habitacional;;;;;{438079F0-C1D7-4F7D-8356-37F85CD0FFF6};{00000000-0000-0000-0000-000000000000};;;;POINT (4936429,841676112 2208898,047073907)
1082770;"1544719";"083";"25638";400,00000000;"154690100000001770801800000008";Privado;Condominio_Unidad_Predial;Habitacional;;;;;{1E45A414-C23E-4B2A-8959-BEE0DBA9EAB2};{00000000-0000-0000-0000-000000000000};;;;POINT (4937255,751092171 2206411,0162966843)
1436286;"1544723";"083";"25634";746,00000000;"154690100000001770801800000012";Privado;Condominio_Unidad_Predial;Habitacional;;;;;{02E39C57-1656-4AB3-A3F0-D5F0D4269D4A};{00000000-0000-0000-0000-000000000000};;;;POINT (4937220,643736476 2206445,329690433)
1467677;"1541012";"083";"11220";728,00000000;"154690100000000080014000000000";Privado;NPH;Habitacional;;;;;{3651DBED-80C5-4482-B292-D377058B4E82};{00000000-0000-0000-0000-000000000000};;;;POINT (4936563,035485264 2207466,8438362684)
1532456;"1541013";"083";"11964";335,00000000;"154690100000000080015000000000";Privado;NPH;Habitacional;;;;;{591B195F-5E40-45EA-88AD-2A4F89FCB2FA};{00000000-0000-0000-0000-000000000000};;;;POINT (4936582,669082148 2207484,4021559306)
1500385;"1541037";"083";"3228";157,00000000;"154690100000000090015000000000";Privado;NPH;Habitacional;;;;;{4A9153B0-4DDC-4412-987C-A2701D77C42A};{00000000-0000-0000-0000-000000000000};;;;POINT (4936607,908319792 2207484,0935343304)
1369518;"1541659";"083";"12036";242,00000000;"154690100000000270005000000000";Privado;NPH;Habitacional;;;;;{6AD6CF95-1869-46BD-A9EC-A35105201395};{00000000-0000-0000-0000-000000000000};;;;POINT (4937022,163979962 2207491,6739148814)
1369519;"1541665";"083";"24395";201,00000000;"154690100000000270011000000000";Privado;NPH;Habitacional;;;;;{F735F22F-237A-4080-B062-3272138ED071};{00000000-0000-0000-0000-000000000000};;;;POINT (4936971,904435183 2207526,8245075773)
1500451;"1542261";"083";"37592";134,00000000;"154690100000000450035000000000";Privado;NPH;Habitacional;;;;;{940F2059-A8B0-47C9-B107-8A90062E3EA6};{00000000-0000-0000-0000-000000000000};;;;POINT (4936351,323836518 2206561,5733256955)
1175283;"1542266";"083";"36865";189,00000000;"154690100000000460001000000000";Privado;NPH;Habitacional;;;;;{45DC9C41-0F1C-4432-98ED-51B926E97CCE};{00000000-0000-0000-0000-000000000000};;;;POINT (4936424,4870911315 2206511,072804014)
1082644;"1542270";"083";"20425";148,00000000;"154690100000000460007000000000";Privado;NPH;Habitacional;;;;;{D3DE82B3-7FE9-44A7-A349-2C3A785FEBBA};{00000000-0000-0000-0000-000000000000};;;;POINT (4936365,387978287 2206510,9186009904)
1369555;"1542287";"083";"21182";108,00000000;"154690100000000460025000000000";Privado;NPH;Habitacional;;;;;{9C275E7B-BEDC-43D9-BE11-5D59FDACAF62};{00000000-0000-0000-0000-000000000000};;;;POINT (4936368,300448857 2206530,3948416123)
1110902;"1542902";"083";"3006";174,00000000;"154690100000000640010000000000";Privado;NPH;Habitacional;;;;;{47F356D5-1E39-409C-845B-1D51C6283AFF};{00000000-0000-0000-0000-000000000000};;;;POINT (4936327,291267295 2207347,118158618)
1110904;"1542918";"083";"239";143,00000000;"154690100000000650008000000000";Privado;NPH;Habitacional;;;;;{2410541A-B98C-479D-BF42-89973D51B2BB};{00000000-0000-0000-0000-000000000000};;;;POINT (4936447,950683714 2207450,687710137)
1532701;"1544792";"083";"25565";400,00000000;"154690100000001770801800000082";Privado;Condominio_Unidad_Predial;Habitacional;;;;;{EDB0B6B9-864B-42EF-88C7-6243A29F5D29};{00000000-0000-0000-0000-000000000000};;;;POINT (4936830,79410136 2206385,157689686)
1110813;"1541061";"083";"30628";136,00000000;"154690100000000100001000000000";Privado;NPH;Habitacional;;;;;{BEF16325-7289-4BEF-9E89-9D2AB434F908};{00000000-0000-0000-0000-000000000000};;;;POINT (4936771,978324192 2207627,4095059196)
1082594;"1541078";"083";"2332";32,00000000;"154690100000000100019000000000";Privado;NPH;Habitacional;;;;;{691E5D05-8751-4B9B-8859-2345375A0C84};{00000000-0000-0000-0000-000000000000};;;;POINT (4936758,174250125 2207620,063478581)
1240464;"1541079";"083";"14414";35,00000000;"154690100000000100020000000000";Privado;NPH;Habitacional;;;;;{60640EBF-AC48-4084-996B-1F8445BF806A};{00000000-0000-0000-0000-000000000000};;;;POINT (4936760,91690024 2207621,8489497826)
1143591;"1542320";"083";"12034";85,00000000;"154690100000000480020000000000";Privado;NPH;Habitacional;;;;;{C0155B5D-254C-476E-BAA9-6762DAFA1B4D};{00000000-0000-0000-0000-000000000000};;;;POINT (4936390,704796039 2206456,3585622087)
1532575;"1542936";"083";"5383";140,00000000;"154690100000000660013000000000";Privado;NPH;Habitacional;;;;;{53A3239A-BBA8-417C-B77A-06CA1DE97689};{00000000-0000-0000-0000-000000000000};;;;POINT (4936345,616415783 2207375,5030848947)
1272274;"1542939";"083";"4303";140,00000000;"154690100000000660016000000000";Privado;NPH;Habitacional;;;;;{BFD52BA7-57B6-46C4-81CA-BB2128031130};{00000000-0000-0000-0000-000000000000};;;;POINT (4936362,290256811 2207388,253380361)
1272275;"1542944";"083";"3488";140,00000000;"154690100000000660021000000000";Privado;NPH;Habitacional;;;;;{4A51B081-6310-47AB-8992-6FD18CBF83D6};{00000000-0000-0000-0000-000000000000};;;;POINT (4936390,222675759 2207409,30029786)
1467773;"1542946";"083";"2913";140,00000000;"154690100000000660023000000000";Privado;NPH;Habitacional;;;;;{B0D7744B-2A9E-437C-90F5-69B37A581FE7};{00000000-0000-0000-0000-000000000000};;;;POINT (4936401,591389468 2207417,4399092514)
1208175;"1541108";"083";"38639";456,00000000;"154690100000000100052000000000";Privado;NPH;Habitacional;;;;;{845C69E2-FC6E-44C2-BBB9-BF17028056B1};{00000000-0000-0000-0000-000000000000};;;;POINT (4936712,684857225 2207521,0265378393)
1436122;"1541717";"083";"32774";41,00000000;"154690100000000280039000000000";Privado;NPH;Habitacional;;;;;{7872F96E-957E-4D9F-B48A-D23AAAA13F8E};{00000000-0000-0000-0000-000000000000};;;;POINT (4937070,160483455 2207710,7044929834)
1240529;"1542350";"083";"15139";128,00000000;"154690100000000490025000000000";Privado;NPH;Habitacional;;;;;{B04661C9-304F-48E1-B1E4-2DCC768606D6};{00000000-0000-0000-0000-000000000000};;;;POINT (4936508,179782473 2206392,847086128)
1384482;"1542352";"083";"15141";124,00000000;"154690100000000490027000000000";Privado;NPH;Institucional;;;;;{51793509-ABD8-46FE-8F2E-C4DC083ED9D2};{00000000-0000-0000-0000-000000000000};;;;POINT (4936518,537388517 2206386,924972753)
1208242;"1542353";"083";"15142";120,00000000;"154690100000000490028000000000";Privado;NPH;Habitacional;;;;;{8819205C-8686-4C6F-BFDD-3CBF8D24A21F};{00000000-0000-0000-0000-000000000000};;;;POINT (4936524,3489903305 2206384,9670992037)
1369558;"1542355";"083";"15144";117,00000000;"154690100000000490030000000000";Privado;NPH;Habitacional;;;;;{879F3FFD-CFA2-4C38-81C0-F549F478ACB6};{00000000-0000-0000-0000-000000000000};;;;POINT (4936534,962367479 2206379,309335893)
1436159;"1542361";"083";"15150";113,00000000;"154690100000000490036000000000";Privado;NPH;Habitacional;;;;;{6F0F9250-499B-479A-83F1-56011DCC5DD0};{00000000-0000-0000-0000-000000000000};;;;POINT (4936565,199425967 2206359,9356442196)
1500455;"1542367";"083";"15156";129,00000000;"154690100000000490042000000000";Privado;NPH;Habitacional;;;;;{CBC0C6E9-9956-402C-849D-9B4F949F6AB5};{00000000-0000-0000-0000-000000000000};;;;POINT (4936578,925027241 2206329,080264766)
1467852;"1544233";"083";"28140";68,00000000;"154690100000001370090000000000";Privado;NPH;Habitacional;;;;;{F3B43EAE-B158-4053-B9A0-787346B17AD1};{00000000-0000-0000-0000-000000000000};;;;POINT (4937140,997123202 2207221,2156707332)
1082776;"1544860";"083";"20694";799,00000000;"154690100000001800801800000018";Privado;Condominio_Unidad_Predial;Habitacional;;;;;{26973483-38B8-4ED4-AEA0-1B50CBE0A5CB};{00000000-0000-0000-0000-000000000000};;;;POINT (4937482,37141051 2207541,674217823)
1208177;"1541142";"083";"10508";158,00000000;"154690100000000140011000000000";Privado;NPH;Habitacional;;;;;{5A325790-BA53-48B2-B77A-2CD9C1483ED4};{00000000-0000-0000-0000-000000000000};;;;POINT (4936411,286034398 2207189,925395685)
1272176;"1541146";"083";"23113";145,00000000;"154690100000000140016000000000";Privado;NPH;Habitacional;;;;;{87279CC0-4C14-41E8-8C85-51F6323441E9};{00000000-0000-0000-0000-000000000000};;;;POINT (4936373,235168509 2207181,2487490214)
1436090;"1541154";"083";"17472";91,00000000;"154690100000000140024000000000";Privado;NPH;Habitacional;;;;;{1B1641BB-3877-4294-9DF1-08CFBDAB2889};{00000000-0000-0000-0000-000000000000};;;;POINT (4936392,795569621 2207237,701934509)
1175254;"1541783";"083";"25258";192,00000000;"154690100000000290021000000000";Privado;NPH;Habitacional;;;;;{A58222D7-0B03-49E4-A66D-2F4CAC5887FD};{00000000-0000-0000-0000-000000000000};;;;POINT (4936714,340792337 2207281,7647577645)
1532533;"1542378";"083";"15167";129,00000000;"154690100000000490053000000000";Privado;NPH;Habitacional;;;;;{E2E95E04-D28C-4346-94EB-29F0B51AF048};{00000000-0000-0000-0000-000000000000};;;;POINT (4936548,799350228 2206324,148350899)
1384485;"1542410";"083";"15200";129,00000000;"154690100000000490086000000000";Privado;NPH;Institucional;;;;;{BE5210A0-10A8-4841-BB31-86434DB5FFB8};{00000000-0000-0000-0000-000000000000};;;;POINT (4936462,802899587 2206373,9564885064)
1175408;"1544286";"083";"38230";138,00000000;"154690100000001390046000000000";Privado;NPH;Habitacional;;;;;{1F7077BA-04BF-4E32-8693-9409FAA55B31};{00000000-0000-0000-0000-000000000000};;;;POINT (4936651,1274285205 2207018,4485825663)
1337624;"1544891";"083";"20682";780,00000000;"154690100000001800801800000064";Privado;Condominio_Unidad_Predial;Habitacional;;;;;{45735063-9AFF-442D-962A-F638DDE0745E};{00000000-0000-0000-0000-000000000000};;;;POINT (4937678,249914556 2207542,427759409)
1532463;"1541178";"083";"27964";283,00000000;"154690100000000150010000000000";Privado;NPH;Habitacional;;;;;{AB8710F2-1340-4B22-B6BD-B7573CC81D99};{00000000-0000-0000-0000-000000000000};;;;POINT (4936519,257175257 2207273,0924158944)
1143539;"1541191";"083";"5967";455,00000000;"154690100000000150023000000000";Privado;NPH;Habitacional;;;;;{59514A3B-BA4E-4BA6-A15B-54A80AC9988A};{00000000-0000-0000-0000-000000000000};;;;POINT (4936455,590425568 2207259,370840652)
1143566;"1541806";"083";"17561";236,00000000;"154690100000000300008000000000";Privado;NPH;Habitacional;;;;;{28AB0E9A-2F38-4DA6-AF86-463749FD675D};{00000000-0000-0000-0000-000000000000};;;;POINT (4936789,52113938 2207246,5527200075)
1240490;"1541817";"083";"13332";280,00000000;"154690100000000300019000000000";Privado;NPH;Habitacional;;;;;{4705777E-B594-4B22-8F49-08CD68C11360};{00000000-0000-0000-0000-000000000000};;;;POINT (4936788,065590653 2207253,7422577385)
1500460;"1542419";"083";"15209";129,00000000;"154690100000000490095000000000";Privado;NPH;Habitacional;;;;;{3D4878A8-6172-4B68-B39F-C25634480DFC};{00000000-0000-0000-0000-000000000000};;;;POINT (4936453,3714253735 2206320,638778271)
1272245;"1542447";"083";"7679";200,00000000;"154690100000000510006000000000";Privado;NPH;Habitacional;;;;;{FABCCF1C-81ED-4763-8599-8D0F941A846D};{00000000-0000-0000-0000-000000000000};;;;POINT (4936401,37476494 2206378,5329944403)
1403909;"1543056";;"";429,00000000;"154690100000000690014000000000";Privado;NPH;Habitacional;;;;;{EB1A8E88-C3E3-491B-A746-B282D72C68FD};{00000000-0000-0000-0000-000000000000};;;;POINT (4936595,861169849 2207840,2985691116)
1532583;"1543059";"083";"426";4080,00000000;"154690100000000690017000000000";Privado;NPH;Habitacional;;;;;{BF333FED-374F-4FE3-A807-5BBA0F7A5C2D};{00000000-0000-0000-0000-000000000000};;;;POINT (4936519,949434379 2207814,7101470893)
1082703;"1543663";"083";"26914";111,00000000;"154690100000001030031000000000";Privado;NPH;Habitacional;;;;;{89F238EB-C2D4-43E8-A419-188B254B4020};{00000000-0000-0000-0000-000000000000};;;;POINT (4937259,349988188 2207131,6106720627)
1082705;"1543698";"083";"35221";1550,00000000;"154690100000001030067000000000";Privado;NPH;Habitacional;;;;;{9ABAA19A-B06B-4B71-A977-3F06A0C5A759};{00000000-0000-0000-0000-000000000000};;;;POINT (4937430,85648256 2207003,124719195)
1208376;"1544944";"083";"35765";105,00000000;"154690100000001830019000000000";Privado;NPH;Habitacional;;;;;{67CED001-D2E1-456D-901A-42CCB821B346};{00000000-0000-0000-0000-000000000000};;;;POINT (4936982,496198952 2206784,3176624933)
1240470;"1541216";"083";"2517";616,00000000;"154690100000000170012000000000";Privado;NPH;Habitacional;;;;;{73ED3625-E340-4D61-BBC6-C9192781B99A};{00000000-0000-0000-0000-000000000000};;;;POINT (4936628,160551254 2207391,1264513247)
1467683;"1541218";;"";259,00000000;"154690100000000170014000000000";Privado;NPH;Habitacional;;;;;{AA51B47C-4D33-47B0-AA28-5E62F91EEAD6};{00000000-0000-0000-0000-000000000000};;;;POINT (4936614,316678908 2207380,822934676)
1082650;"1542459";"083";"15218";160,00000000;"154690100000000510019000000000";Privado;NPH;Habitacional;;;;;{BD66812E-C917-4537-AA91-7894C6E7C80E};{00000000-0000-0000-0000-000000000000};;;;POINT (4936429,136904914 2206365,3299772944)
1436197;"1543082";"083";"10424";162,00000000;"154690100000000690044000000000";Privado;NPH;Habitacional;;;;;{46A7B3E3-5B38-4141-BAC6-5D2D954FE171};{00000000-0000-0000-0000-000000000000};;;;POINT (4936433,478337409 2207625,191299918)
1532586;"1543099";"083";"31093";316,00000000;"154690100000000690061000000000";Privado;NPH;Habitacional;;;;;{762225D8-9BA7-4ED2-9CAF-62865974FD59};{00000000-0000-0000-0000-000000000000};;;;POINT (4936419,964822903 2207702,0214853967)
1305803;"1543108";"083";"16449";158,00000000;"154690100000000690072000000000";Privado;NPH;Habitacional;;;;;{23D0A113-2898-48E7-A231-D238E02F72BB};{00000000-0000-0000-0000-000000000000};;;;POINT (4936411,315868866 2207672,7790303575)
1208266;"1543111";"083";"16452";158,00000000;"154690100000000690075000000000";Privado;NPH;Habitacional;;;;;{0F87155E-E88E-47A3-A635-2570545F02AC};{00000000-0000-0000-0000-000000000000};;;;POINT (4936432,6011291435 2207649,5961192194)
1208186;"1543114";"083";"20398";121,00000000;"154690100000000690078000000000";Privado;NPH;Agropecuario;;;;;{610B955F-0EF5-4628-A77B-7402DA1087FA};{00000000-0000-0000-0000-000000000000};;;;POINT (4936414,312290738 2207726,004138014)
1082707;"1543713";"083";"35389";185,00000000;"154690100000001030801800000082";Privado;Condominio_Unidad_Predial;Habitacional;;;;;{633CB8A4-0DFE-495C-BEB4-91CD8B3C7792};{00000000-0000-0000-0000-000000000000};;;;POINT (4937237,604875857 2206933,128948589)
1272288;"1543725";"083";"35401";190,00000000;"154690100000001030801800000094";Privado;Condominio_Unidad_Predial;Habitacional;;;;;{0FC5C149-D4A0-49B5-8220-A3737D705B08};{00000000-0000-0000-0000-000000000000};;;;POINT (4937297,034818953 2206962,8050926886)
1272351;"1544330";"083";"24109";90,00000000;"154690100000001440005000000000";Privado;NPH;Habitacional;;;;;{23DBC008-0631-4F81-A68F-7EB1986A9504};{00000000-0000-0000-0000-000000000000};;;;POINT (4936855,141606975 2207047,7647279147)
1272354;"1544354";"083";"24123";90,00000000;"154690100000001450003000000000";Privado;NPH;Habitacional;;;;;{EA0A01F3-1D8F-4BCC-8ECB-0A98940C2022};{00000000-0000-0000-0000-000000000000};;;;POINT (4936874,908777906 2207011,086964017)
1467750;"1542507";"083";"36055";152,00000000;"154690100000000530007000000000";Privado;NPH;Habitacional;;;;;{C9B3E287-E0D7-4C04-8C15-189EB3BBEB8A};{00000000-0000-0000-0000-000000000000};;;;POINT (4936294,725253286 2206360,662179077)
1272252;"1542515";"083";"15499";140,00000000;"154690100000000530018000000000";Privado;NPH;Habitacional;;;;;{C80AEA32-8AA6-42F4-AC88-E41E5D6E2046};{00000000-0000-0000-0000-000000000000};;;;POINT (4936298,210728565 2206388,114621015)
1240538;"1542517";"083";"25386";83,00000000;"154690100000000530022000000000";Privado;NPH;Habitacional;;;;;{C3D1396D-DEAC-4549-9259-FC9765079D48};{00000000-0000-0000-0000-000000000000};;;;POINT (4936331,2350631505 2206365,172034465)
1337569;"1543762";"083";"20909";90,00000000;"154690100000001050013000000000";Privado;NPH;Habitacional;;;;;{323312F8-FBC2-4084-9FDE-4966BC784703};{00000000-0000-0000-0000-000000000000};;;;POINT (4936944,756304413 2206945,412505443)
1175371;"1543767";"083";"20914";90,00000000;"154690100000001050018000000000";Privado;NPH;Habitacional;;;;;{EA859621-0913-40C4-A059-BBEE53D1F355};{00000000-0000-0000-0000-000000000000};;;;POINT (4936915,084796023 2206941,1990693156)
1272310;"1543769";"083";"20916";90,00000000;"154690100000001050020000000000";Privado;NPH;Habitacional;;;;;{6B34CB6B-A6DB-4874-A190-053F32AC9229};{00000000-0000-0000-0000-000000000000};;;;POINT (4936903,216099524 2206939,513512797)
1208303;"1543777";"083";"28327";106,00000000;"154690100000001050029000000000";Privado;NPH;Habitacional;;;;;{D13369E4-52EF-4784-8E27-DE5081846ACF};{00000000-0000-0000-0000-000000000000};;;;POINT (4936946,489299707 2206930,650625361)
1082575;"1540686";"083";"4793";199,00000000;"154690100000000020003000000000";Privado;NPH;Habitacional;;;;;{4302EC52-9351-4631-A7B0-F9EFAAE99CBE};{00000000-0000-0000-0000-000000000000};;;;POINT (4936540,713319305 2207500,1727596223)
1208217;"1541912";"083";"19312";1185,00000000;"154690100000000350017000000000";Privado;NPH;Habitacional;;;;;{91B68C66-A99E-49D7-B635-F09C8A8D352C};{00000000-0000-0000-0000-000000000000};;;;POINT (4936726,224527705 2207139,273872996)
1082622;"1541918";"083";"7999";57,00000000;"154690100000000360003000000000";Privado;NPH;Educativo;;;;;{5ADA7F2A-5E91-4513-B88D-ACFF8B4721C7};{00000000-0000-0000-0000-000000000000};;;;POINT (4937131,020643658 2207383,350618694)
1240539;"1542532";"083";"33826";146,00000000;"154690100000000540010000000000";Privado;NPH;Habitacional;;;;;{FFD2C79C-D349-48F8-944F-657DF5FA96C8};{00000000-0000-0000-0000-000000000000};;;;POINT (4936381,437798252 2206346,586994259)
1175333;"1543177";"083";"22928";94,00000000;"154690100000000710034000000000";Privado;NPH;Habitacional;;;;;{554D8EB2-74F0-41C8-8185-4A2EFEE4D01B};{00000000-0000-0000-0000-000000000000};;;;POINT (4936407,610317409 2208507,610393325)
