"uso_id","uso_nombre","tipo_uso","destino_economico","calificacion_anexo_id","calificacion_anexo_descripcion","cantidad"
4,ESTABLOS - PESEBRERAS - CABALLERIZAS,NO CONVENCIONAL,ANEXO,12.00000000,"Estructura en madera cubierta de zinc, eternit o tejas de barro muros en madera, pisos en tierra, conservación regular o mala.",242
4,ESTABLOS - PESEBRERAS - CABALLERIZAS,NO CONVENCIONAL,ANEXO,15.00000000,"Estructura en ladrillo; cubierta de zinc, eternit, o teja de barro; con muros o sin muros; pisos en tierra; conservación regular a mala.",1
4,ESTABLOS - PESEBRERAS - CABALLERIZAS,NO CONVENCIONAL,ANEXO,33.00000000,"Estructura en bloque o ladrillo cubierta en zinc, teja de barro o paja; estado de conservación general bueno.",1
4,ESTABLOS - PESEBRERAS - CABALLERIZAS,NO CONVENCIONAL,ANEXO,40.00000000,"Estructura metálica o de madera aserrada, formado por cuatro varales, pisos en cemento y conservación buena.",2
4,ESTABLOS - PESEBRERAS - CABALLERIZAS,NO CONVENCIONAL,ANEXO,42.00000000,"Estructura en madera aserrada, formado por tres varales, pisos en tierra  y conservación general regular a  mala",1
4,ESTABLOS - PESEBRERAS - CABALLERIZAS,NO CONVENCIONAL,ANEXO,60.00000000,Sin descripción asociada,2
4,ESTABLOS - PESEBRERAS - CABALLERIZAS,NO CONVENCIONAL,ANEXO,,,54
5,COCHERAS - MARRANERAS - PORQUERIZAS,NO CONVENCIONAL,ANEXO,8.00000000,Estructura en madera;  cubierta de zinc; eternit o teja de barro; con o sin muros; pisos en tierra; conservación regular o mala.,1
5,COCHERAS - MARRANERAS - PORQUERIZAS,NO CONVENCIONAL,ANEXO,13.00000000,"Estructura en concreto; cubierta de zinc, eternit o teja de barro, muros en bloque o ladrillo, pisos en cemento o baldosa, conservación general buena.",14
5,COCHERAS - MARRANERAS - PORQUERIZAS,NO CONVENCIONAL,ANEXO,14.00000000,"Estructura en ladrillo o bloque, cubierta de zinc, eternit o teja de barro, semimuros en bloque  o ladrillo, pisos en cemento o baldosa conservación general buena.",259
5,COCHERAS - MARRANERAS - PORQUERIZAS,NO CONVENCIONAL,ANEXO,15.00000000,"Estructura en ladrillo; cubierta de zinc, eternit, o teja de barro; con muros o sin muros; pisos en tierra; conservación regular a mala.",399
5,COCHERAS - MARRANERAS - PORQUERIZAS,NO CONVENCIONAL,ANEXO,16.00000000,"Estructura en madera; cubierta de zinc, eternit, o teja de barro; con muros o sin muros; pisos en tierra; conservación regular a mala.",72
5,COCHERAS - MARRANERAS - PORQUERIZAS,NO CONVENCIONAL,ANEXO,31.00000000,Estructura en ladrillo; pisos en cemento; oreador en madera con sistemas de rodamiento; buen estado de conservación.,1
6,BODEGA CASA BOMBA,CONVENCIONAL,INDUSTRIAL,3.00000000,"Estructura en madera fina; cubierta de zinc, eternit o teja de barro pisos de cemento; conservación general buena o regular.    ",4
6,BODEGA CASA BOMBA,CONVENCIONAL,INDUSTRIAL,4.00000000,"Estructura en madera común; cubierta de zinc, eternit o teja de barro; pisos en tierra; conservación regular o mala",4
