"id_operacion"
"603377R2069"
L3_R2102
L3_R2087
L3_R2089
L3_R2090
L3_R2104
L3_R2113
L3_R2112
L3_R2107
L3_R2108
L3_R2110
L3_R2106
L3_R2111
L3_R2109
L3_R2097
L3_R2103
L3_R2094
L3_R2091
L3_R2095
L3_R2099
L3_R2098
L3_R2105
L3_R2100
L3_R2101
L3_R2096
L3_R2088
L3_R2092
L3_R2093
"13758188R2119"
"13758188R2114"
"13758188R2149"
"13758188R2150"
"13758188R2151"
"13758188R2148"
"13758188R2147"
"13758188R2146"
"13758188R2143"
"13758188R2144"
"13758188R2145"
"13758188R2152"
"13758188R2142"
"13758188R2156"
"13758188R2160"
"13758188R2154"
"13758188R2159"
"13758188R2157"
"13758188R2158"
"13758188R2141"
"13758188R2139"
"13758188R2122"
"13758188R2123"
"13758188R2125"
"13758188R2124"
"13758188R2117"
"13758188R2118"
"13758188R2115"
"13758188R2116"
"13758188R2120"
"13758188R2129"
"13758188R2137"
"13758188R2135"
"13758188R2134"
"13758188R2133"
"13758188R2130"
"13758188R2131"
"13758188R2132"
"13758188R2128"
"13758188R2153"
"13758188R2138"
"13758188R2136"
"13758188R2127"
"13758188R2126"
"13758188R2121"
"13758188R2140"
"13758188R2155"
"13758188R2161"
"14372056R2162"
"1097282R2063"
"1097282R2060"
"1097282R2061"
"1097282R2066"
"1097282R2064"
"1097282R2065"
"1097282R2067"
"1097282R2055"
"1097282R2062"
"1097282R2056"
"1097282R2057"
"1097282R2058"
"1097282R2059"
"1097299R1769"
"1097299R1770"
L3_R1771
L2-1765R1788
L2-1765R1789
L2-1765R1790
L2-1765R1791
L2-1765R1792
L2-1765R1793
L2-1765R1794
L2-1765R1795
"1095372R1865"
"1095372R1864"
"1095372R1798"
"1095372R1797"
"1095372R1799"
"1095372R1803"
"1095372R1802"
"1095372R1801"
"1095372R1800"
"1095372R1862"
"1095372R1857"
"1095372R1805"
"1095372R1853"
"1095372R1852"
"1095372R1855"
"1095372R1854"
"1095372R1856"
"1095372R1860"
"1095372R1859"
"1095372R1858"
"1095372R1804"
"1095372R1863"
"1095372R1812"
"1095372R1815"
"1095372R1807"
"1095372R1813"
"1095372R1814"
"1095372R1828"
"1095372R1824"
"1095372R1829"
"1095372R1830"
"1095372R1850"
"1095372R1826"
"1095372R1825"
"1095372R1822"
"1095372R1823"
"1095372R1816"
"1095372R1818"
"1095372R1817"
"1095372R1820"
"1095372R1819"
"1095372R1821"
"1095372R1832"
"1095372R1827"
"1095372R1834"
"1095372R1839"
"1095372R1844"
"1095372R1845"
"1095372R1846"
"1095372R1847"
"1095372R1848"
"1095372R1843"
"1095372R1842"
"1095372R1841"
"1095372R1840"
"1095372R1836"
"1095372R1837"
"1095372R1833"
"1095372R1838"
"1095372R1808"
"1095372R1810"
"1095372R1806"
"1095372R1811"
"1095372R1809"
"1095372R1861"
"1095372R1851"
"1095372R1835"
"1095372R1849"
"1095372R1831"
L3_-4
L3_-4R128
L3_-4R207
L3_-4R137
L3_-4R101
L3_-4R129
L3_-4R45
L3_-4R47
L3_-4R46
L3_-4R41
L3_-4R35
L3_-4R36
L3_-4R37
L3_-4R38
L3_-4R39
L3_-4R34
L3_-4R49
L3_-4R51
L3_-4R61
L3_-4R60
L3_-4R64
L3_-4R63
L3_-4R58
L3_-4R57
L3_-4R53
L3_-4R55
L3_-4R56
L3_-4R33
L3_-4R24
L3_-4R13
L3_-4R11
L3_-4R8
L3_-4R16
L3_-4R28
L3_-4R29
L3_-4R26
L3_-4R31
L3_-4R20
L3_-4R19
L3_-4R23
L3_-4R6
L3_-4R202
L3_-4R195
L3_-4R192
L3_-4R197
L3_-4R218
L3_-4R210
L3_-4R216
L3_-4R183
L3_-4R152
L3_-4R155
L3_-4R143
L3_-4R134
L3_-4R131
L3_-4R139
L3_-4R158
L3_-4R175
L3_-4R177
L3_-4R178
L3_-4R179
L3_-4R182
L3_-4R181
L3_-4R180
L3_-4R173
L3_-4R172
L3_-4R171
L3_-4R170
L3_-4R162
L3_-4R161
L3_-4R160
L3_-4R163
L3_-4R159
L3_-4R164
L3_-4R166
L3_-4R169
L3_-4R168
L3_-4R167
L3_-4R203
L3_-4R174
L3_-4R176
L3_-4R141
L3_-4R136
L3_-4R135
L3_-4R133
L3_-4R142
L3_-4R151
L3_-4R153
L3_-4R154
L3_-4R145
L3_-4R149
L3_-4R146
L3_-4R147
L3_-4R148
L3_-4R144
L3_-4R215
L3_-4R211
L3_-4R214
L3_-4R220
L3_-4R219
L3_-4R212
L3_-4R209
L3_-4R193
L3_-4R194
L3_-4R190
L3_-4R189
L3_-4R187
L3_-4R196
L3_-4R204
L3_-4R200
L3_-4R201
L3_-4R208
L3_-4R199
L3_-4R198
L3_-4R205
L3_-4R191
L3_-4R188
L3_-4R165
L3_-4R157
L3_-4R156
L3_-4R140
L3_-4R138
L3_-4R132
L3_-4R184
L3_-4R150
L3_-4R213
L3_-4R21
L3_-4R17
L3_-4R5
L3_-4R65
L3_-4R71
L3_-4R69
L3_-4R68
L3_-4R70
L3_-4R81
L3_-4R75
L3_-4R86
L3_-4R74
L3_-4R76
L3_-4R97
L3_-4R116
L3_-4R123
L3_-4R126
L3_-4R106
L3_-4R110
L3_-4R109
L3_-4R30
L3_-4R15
L3_-4R14
L3_-4R54
L3_-4R67
L3_-4R83
L3_-4R108
L3_-4R112
L3_-4R111
