"objectid";"id_operacion";"id";"no, fmi";"dirección territorial";"municipio";"fecha_envio_juridico";"folio_matriz";"novedadfmi_tipo";"npnmatriz";"novedad_numero_predial";"folio_derivados";"predio tipo";"condicion prop derivado";"área registral m2";"coeficiente";"área coefieciente";"field15"
1642209;L5_639;639;639;ATLÁNTICO;TUBARÁ;"6/10/2025";"040-639479";;SIN NPN;Desenglobe_Venta_Parcial;"040-639555";Privado_Privado;NPH;"756.45";;;
1642210;L5_638;638;638;ATLÁNTICO;TUBARÁ;"6/10/2025";"040-639479";;SIN NPN;Desenglobe_Venta_Parcial;"040-639557";Privado_Privado;NPH;"660.49";;;
1642211;L5_637;637;637;ATLÁNTICO;TUBARÁ;"6/10/2025";"040-639479";;SIN NPN;Desenglobe_Venta_Parcial;"040-639558";Privado_Privado;NPH;"713.28";;;
1642212;L5_636;636;636;ATLÁNTICO;TUBARÁ;"6/10/2025";"040-639479";;SIN NPN;Desenglobe_Venta_Parcial;"040-639556";Privado_Privado;NPH;"660.5";;;
1642213;L5_635;635;635;ATLÁNTICO;TUBARÁ;"6/10/2025";"040-639479";;SIN NPN;Desenglobe_Venta_Parcial;"040-639510";Privado_Privado;NPH;"660.25";;;
1642214;L5_634;634;634;ATLÁNTICO;TUBARÁ;"6/10/2025";"040-639479";;SIN NPN;Desenglobe_Venta_Parcial;"040-639540";Privado_Privado;NPH;"640.71";;;
1642215;L5_632;632;632;ATLÁNTICO;TUBARÁ;"6/10/2025";"040-639479";;SIN NPN;Desenglobe_Venta_Parcial;"040-639521";Privado_Privado;NPH;"669.91";;;
1642216;L5_631;631;631;ATLÁNTICO;TUBARÁ;"6/10/2025";"040-639479";;SIN NPN;Desenglobe_Venta_Parcial;"040-639522";Privado_Privado;NPH;"1280.47";;;
1642217;L5_630;630;630;ATLÁNTICO;TUBARÁ;"6/10/2025";"040-639479";;SIN NPN;Desenglobe_Venta_Parcial;"040-639523";Privado_Privado;NPH;"678.88";;;
1642218;L5_629;629;629;ATLÁNTICO;TUBARÁ;"6/10/2025";"040-639479";;SIN NPN;Desenglobe_Venta_Parcial;"040-639524";Privado_Privado;NPH;"959.38";;;
1642219;L5_628;628;628;ATLÁNTICO;TUBARÁ;"6/10/2025";"040-639479";;SIN NPN;Desenglobe_Venta_Parcial;"040-639525";Privado_Privado;NPH;"915.53";;;
1642220;L5_627;627;627;ATLÁNTICO;TUBARÁ;"6/10/2025";"040-639479";;SIN NPN;Desenglobe_Venta_Parcial;"040-639520";Privado_Privado;NPH;"745.49";;;
1642221;L5_626;626;626;ATLÁNTICO;TUBARÁ;"6/10/2025";"040-639479";;SIN NPN;Desenglobe_Venta_Parcial;"040-639572";Privado_Privado;NPH;"671.94";;;
1642222;L5_625;625;625;ATLÁNTICO;TUBARÁ;"6/10/2025";"040-639479";;SIN NPN;Desenglobe_Venta_Parcial;"040-639519";Privado_Privado;NPH;"858.53";;;
1642223;L5_624;624;624;ATLÁNTICO;TUBARÁ;"6/10/2025";"040-639479";;SIN NPN;Desenglobe_Venta_Parcial;"040-639517";Privado_Privado;NPH;"819.5";;;
1642224;L5_493;493;493;BOLÍVAR;TURBACO;"6/10/2025";"060-106604";;"138360001000000012651000000000";Desenglobe_Division_Material;"060-333134";Privado_Privado;NPH;"295.31";;;
1642225;L5_495;495;495;BOLÍVAR;TURBACO;"6/10/2025";"060-106604";;"138360001000000012651000000000";Desenglobe_Division_Material;"060-333135";Privado_Privado;NPH;"295";;;
1642226;L5_494;494;494;BOLÍVAR;TURBACO;"6/10/2025";"060-106604";;"138360001000000012651000000000";Desenglobe_Division_Material;"060-333133";Privado_Privado;NPH;"294.10000000000002";;;
1642227;L5_586;586;586;BOLÍVAR;TURBACO;"6/10/2025";"060-296309";;"138360002000000032873000000000";Desenglobe_Venta_Parcial;"060-391361";Publico_Uso_Publico;Bien_Uso_Publico;"5757.2";;;
1642228;L5_585;585;585;BOLÍVAR;TURBACO;"6/10/2025";"060-296309";;"138360002000000032873000000000";Desenglobe_Venta_Parcial;"060-391360";Publico_Uso_Publico;Bien_Uso_Publico;"2358";;;
1642229;L5_587;587;587;BOLÍVAR;TURBACO;"6/10/2025";"060-296309";;"138360002000000032873000000000";Desenglobe_Venta_Parcial;"060-391362";Publico_Uso_Publico;Bien_Uso_Publico;"20974.34";;;
1642230;L5_581;581;581;BOLÍVAR;TURBACO;"6/10/2025";"060-316213";;"138360001000000040003000000000";Desenglobe_Division_Material;"060-363862";Privado_Privado;NPH;"77387";;;
1642231;L5_583;583;583;BOLÍVAR;TURBACO;"6/10/2025";"060-363865";;SIN NPN;Desenglobe_Division_Material;"060-398788";Privado_Privado;NPH;"37110.44";;;
1642232;L5_584;584;584;BOLÍVAR;TURBACO;"6/10/2025";"060-363865";;SIN NPN;Desenglobe_Division_Material;"060-398789";Privado_Privado;NPH;"4844.6000000000004";;;
1642233;L5_302;302;302;BOYACÁ;MONIQUIRA;"6/10/2025";"083-25791";;"154690000000000090174000000000";Desenglobe_Venta_Parcial;"083-29150";Privado_Privado;NPH;"25500";;;
1642234;L5_298;298;298;BOYACÁ;MONIQUIRA;"6/10/2025";"083-33338";;"154690100000000610146000000000";Desenglobe_Division_Material;"083-45654";Privado_Privado;PH_Unidad_Predial;"91.69";0.5;"91.69";
1642235;L5_299;299;299;BOYACÁ;MONIQUIRA;"6/10/2025";"083-33338";;"154690100000000610146000000000";Desenglobe_Division_Material;"083-45655";Privado_Privado;PH_Unidad_Predial;"91.69";0.5;"91.69";
1642236;L5_300;300;300;BOYACÁ;MONIQUIRA;"6/10/2025";"083-4675";;"154690000000000090064000000000";Desenglobe_Venta_Parcial;"083-29220";Privado_Privado;NPH;"23131.18";;;
1642237;L5_301;301;301;BOYACÁ;MONIQUIRA;"6/10/2025";"083-4676";;"154690000000000090061000000000";Desenglobe_Venta_Parcial;"083-29221";Privado_Privado;NPH;"3206.27";;;
1642238;L5_2;2;2;BOYACÁ;RAMIRIQUÍ;"6/10/2025";"090-13469";FMI_Debe_Estar_Cerrado;"155990000000000090027000000000";Desenglobe_Venta_Parcial;"090-63431";Privado_Privado;NPH;"6914";;;
1642239;L5_2;2;2;BOYACÁ;RAMIRIQUÍ;"6/10/2025";"090-13469";FMI_Debe_Estar_Cerrado;"155990000000000090027000000000";Desenglobe_Venta_Parcial;"090-63431";Privado_Privado;NPH;"6914";;;
1642240;L5_1;1;1;BOYACÁ;RAMIRIQUÍ;"6/10/2025";"090-13469";FMI_Debe_Estar_Cerrado;"155990000000000090027000000000";Desenglobe_Venta_Parcial;"090-62426";Privado_Privado;NPH;"18355";;;
1642241;L5_1;1;1;BOYACÁ;RAMIRIQUÍ;"6/10/2025";"090-13469";FMI_Debe_Estar_Cerrado;"155990000000000090027000000000";Desenglobe_Venta_Parcial;"090-62426";Privado_Privado;NPH;"18355";;;
1642242;L5_458;458;458;BOYACÁ;SOGAMOSO;"6/10/2025";"095-101779";;"157590102000000400083000000000";Desenglobe_Division_Material;"095-155158";Privado_Privado;PH_Unidad_Predial;"107.26";0.339;"107.26";
1642243;L5_459;459;459;BOYACÁ;SOGAMOSO;"6/10/2025";"095-101779";;"157590102000000400083000000000";Desenglobe_Division_Material;"095-155159";Privado_Privado;PH_Unidad_Predial;"209.14";0.661;"209.14";
1642244;L5_352;352;352;BOYACÁ;SOGAMOSO;"6/10/2025";"095-1043";;"157590101000001030012000000000";Desenglobe_Division_Material;"095-162594";Privado_Privado;PH_Unidad_Predial;"154.88";0.432;"154.88";
1642245;L5_353;353;353;BOYACÁ;SOGAMOSO;"6/10/2025";"095-1043";;"157590101000001030012000000000";Desenglobe_Division_Material;"095-162595";Privado_Privado;PH_Unidad_Predial;"97.35";0.2715;"97.35";
1642246;L5_354;354;354;BOYACÁ;SOGAMOSO;"6/10/2025";"095-1043";;"157590101000001030012000000000";Desenglobe_Division_Material;"095-162596";Privado_Privado;PH_Unidad_Predial;"106.29";0.2965;"106.29";
1642247;L5_465;465;465;BOYACÁ;SOGAMOSO;"6/10/2025";"095--107490";;"157590102000002360019000000000";Desenglobe_Division_Material;"095-134942";Privado_Privado;PH_Unidad_Predial;"75.599999999999994";0.4938;"75.599999999999994";
1642248;L5_466;466;466;BOYACÁ;SOGAMOSO;"6/10/2025";"095-107490";;"157590102000002360019000000000";Desenglobe_Division_Material;"095-134941";Privado_Privado;PH_Unidad_Predial;"77.489999999999995";0.5062;"77.489999999999995";
1642249;L5_358;358;358;BOYACÁ;SOGAMOSO;"6/10/2025";"095-108476";;"157590102000002780032000000000";Desenglobe_Division_Material;"095-154625";Privado_Privado;PH_Unidad_Predial;"117.14";0.4208;"117.14";
1642250;L5_357;357;357;BOYACÁ;SOGAMOSO;"6/10/2025";"095-108476";;"157590102000002780032000000000";Desenglobe_Division_Material;"095-154626";Privado_Privado;PH_Unidad_Predial;"75.01";0.2694;"75.01";
1642251;L5_356;356;356;BOYACÁ;SOGAMOSO;"6/10/2025";"095-108476";;"157590102000002780032000000000";Desenglobe_Division_Material;"095-154627";Privado_Privado;PH_Unidad_Predial;"86.23";0.3098;"86.23";
1642252;L5_362;362;362;BOYACÁ;SOGAMOSO;"6/10/2025";"095-10897";;"157590101000005160007000000000";Desenglobe_Division_Material;"095-144591";Privado_Privado;PH_Unidad_Predial;"103.5";0.3982;"103.5";
1642253;L5_360;360;360;BOYACÁ;SOGAMOSO;"6/10/2025";"095-10897";;"157590101000005160007000000000";Desenglobe_Division_Material;"095-144589";Privado_Privado;PH_Unidad_Predial;"93.95";0.3614;"93.95";
1642254;L5_361;361;361;BOYACÁ;SOGAMOSO;"6/10/2025";"095-10897";;"157590101000005160007000000000";Desenglobe_Division_Material;"095-144590";Privado_Privado;PH_Unidad_Predial;"62.5";0.2404;"62.5";
1642255;L5_363;363;363;BOYACÁ;SOGAMOSO;"6/10/2025";"095-109063";;"157590101000002320027000000000";Desenglobe_Division_Material;"095-117555";Privado_Privado;NPH;"304.2";;;
1642256;L5_364;364;364;BOYACÁ;SOGAMOSO;"6/10/2025";"095-109063";;"157590101000002320027000000000";Desenglobe_Division_Material;"095-117557";Privado_Privado;NPH;"168.2";;;
1642257;L5_365;365;365;BOYACÁ;SOGAMOSO;"6/10/2025";"095-109063";;"157590101000002320027000000000";Desenglobe_Division_Material;"095-117556";Privado_Privado;NPH;"168.2";;;
1642258;L5_367;367;367;BOYACÁ;SOGAMOSO;"6/10/2025";"095-118434";;"157590101000009460009000000000";Desenglobe_Division_Material;"095-150832";Privado_Privado;NPH;"119";;;
1642259;L5_369;369;369;BOYACÁ;SOGAMOSO;"6/10/2025";"095-118434";;"157590101000009460009000000000";Desenglobe_Division_Material;"095-150834";Privado_Privado;NPH;"192.47";;;
1642260;L5_368;368;368;BOYACÁ;SOGAMOSO;"6/10/2025";"095-118434";;"157590101000009460009000000000";Desenglobe_Division_Material;"095-150833";Privado_Privado;NPH;"85.13";;;
1642261;L5_372;372;372;BOYACÁ;SOGAMOSO;"6/10/2025";"095-119154";FMI_Debe_Estar_Cerrado;"157590102000005620008000000000";Desenglobe_Division_Material;"095-164302";Privado_Privado;NPH;"273.8";;;
1642262;L5_371;371;371;BOYACÁ;SOGAMOSO;"6/10/2025";"095-119154";FMI_Debe_Estar_Cerrado;"157590102000005620008000000000";Desenglobe_Division_Material;"095-164278";Privado_Privado;NPH;"209.6";;;
1642263;L5_373;373;373;BOYACÁ;SOGAMOSO;"6/10/2025";"095-119154";FMI_Debe_Estar_Cerrado;"157590102000005620008000000000";Desenglobe_Division_Material;"095-164277";Privado_Privado;NPH;"209.6";;;
1642264;L5_376;376;376;BOYACÁ;SOGAMOSO;"6/10/2025";"095-124127";;"157590101000000140028000000000";Desenglobe_Division_Material;"095-160767";Privado_Privado;PH_Unidad_Predial;"92";0.26;"92";
1642265;L5_378;378;378;BOYACÁ;SOGAMOSO;"6/10/2025";"095-124127";;"157590101000000140028000000000";Desenglobe_Division_Material;"095-160769";Privado_Privado;PH_Unidad_Predial;"174.28";0.4926;"174.28";
1642266;L5_377;377;377;BOYACÁ;SOGAMOSO;"6/10/2025";"095-124127";;"157590101000000140028000000000";Desenglobe_Division_Material;"095-160768";Privado_Privado;PH_Unidad_Predial;"87.51";0.2474;"87.51";
1642267;L5_309;309;309;BOYACÁ;SOGAMOSO;"6/10/2025";"095-136846";;"157590002000000031005000000000";Desenglobe_Division_Material;"095-160399";Privado_Privado;NPH;"2384.86";;;
1642268;L5_310;310;310;BOYACÁ;SOGAMOSO;"6/10/2025";"095-136846";;"157590002000000031005000000000";Desenglobe_Division_Material;"095-160400";Privado_Privado;NPH;"4386.26";;;
1642269;L5_311;311;311;BOYACÁ;SOGAMOSO;"6/10/2025";"095-136846";;"157590002000000031005000000000";Desenglobe_Division_Material;"095-160401";Privado_Privado;NPH;"6169.29";;;
1642270;L5_312;312;312;BOYACÁ;SOGAMOSO;"6/10/2025";"095-136846";;"157590002000000031005000000000";Desenglobe_Division_Material;"095-160402";Privado_Privado;NPH;"2248.4";;;
1642271;L5_380;380;380;BOYACÁ;SOGAMOSO;"6/10/2025";"095-13719";;"157590102000001150067000000000";Desenglobe_Division_Material;"095-163838";Privado_Privado;NPH;"284.15";;;
1642272;L5_379;379;379;BOYACÁ;SOGAMOSO;"6/10/2025";"095-13719";;"157590102000001150067000000000";Desenglobe_Division_Material;"095-163840";Publico_Uso_Publico;Via;"7";;;
1642273;L5_455;455;455;BOYACÁ;SOGAMOSO;"6/10/2025";"095-138809";;"157590101000000110063000000000";Desenglobe_Division_Material;"095-162634";Privado_Privado;PH_Unidad_Predial;"75.260000000000005";0.5583;"75.260000000000005";
1642274;L5_456;456;456;BOYACÁ;SOGAMOSO;"6/10/2025";"095-138809";;"157590101000000110063000000000";Desenglobe_Division_Material;"095-162635";Privado_Privado;PH_Unidad_Predial;"59.55";0.4417;"59.55";
1642275;L5_389;389;389;BOYACÁ;SOGAMOSO;"6/10/2025";"095-139903";;"157590002000000052404000000000";Desenglobe_Division_Material;"095-140930";Privado_Privado;PH_Unidad_Predial;"71.46";0.2806;"71.46";
1642276;L5_388;388;388;BOYACÁ;SOGAMOSO;"6/10/2025";"095-139903";;"157590002000000052404000000000";Desenglobe_Division_Material;"095-140929";Privado_Privado;PH_Unidad_Predial;"116.60 ";0.4578;"116.60 ";
1642277;L5_390;390;390;BOYACÁ;SOGAMOSO;"6/10/2025";"095-139903";;"157590002000000052404000000000";Desenglobe_Division_Material;"095-140931";Privado_Privado;PH_Unidad_Predial;"66.650000000000006";0.2616;"66.650000000000006";
1642278;L5_396;396;396;BOYACÁ;SOGAMOSO;"6/10/2025";"095-141862";;"157590102000000450033000000000";Desenglobe_Division_Material;"095-154407";Privado_Privado;PH_Unidad_Predial;"64.150000000000006";0.335;;
1642279;L5_397;397;397;BOYACÁ;SOGAMOSO;"6/10/2025";"095-141862";;"157590102000000450033000000000";Desenglobe_Division_Material;"095-154408";Privado_Privado;PH_Unidad_Predial;"65.25";0.3313;;
1642280;L5_398;398;398;BOYACÁ;SOGAMOSO;"6/10/2025";"095-141862";;"157590102000000450033000000000";Desenglobe_Division_Material;"095-154409";Privado_Privado;PH_Unidad_Predial;"66.75";0.3337;;
1642281;L5_394;394;394;BOYACÁ;SOGAMOSO;"6/10/2025";"095-142171";;"157590101000005830134000000000";Desenglobe_Division_Material;"095-163673";Privado_Privado;PH_Unidad_Predial;"44.56";0.3376;"44.56";
1642282;L5_393;393;393;BOYACÁ;SOGAMOSO;"6/10/2025";"095-142171";;"157590101000005830134000000000";Desenglobe_Division_Material;"095-163674";Privado_Privado;PH_Unidad_Predial;"44.56";0.3376;"44.56";
1642283;L5_392;392;392;BOYACÁ;SOGAMOSO;"6/10/2025";"095-142171";;"157590101000005830134000000000";Desenglobe_Division_Material;"095-163672";Privado_Privado;PH_Unidad_Predial;"42.88";0.3248;"42.88";
1642284;L5_324;324;324;BOYACÁ;SOGAMOSO;"6/10/2025";"095-146262";;"157590101000003270155000000000";Desenglobe_Division_Material;"095-153504";Privado_Privado;NPH;"111.7125";;;
1642285;L5_325;327;327;BOYACÁ;SOGAMOSO;"6/10/2025";"095-153503";;SIN NPN;Cambio_Numero_Predial_NPH_a_PH;"095-153503";Privado_Privado;PH_Matriz;"117.7125";;;
1642285;L5_325;325;325;BOYACÁ;SOGAMOSO;"6/10/2025";"095-146262";;"157590101000003270155000000000";Desenglobe_Division_Material;"095-153503";Privado_Privado;NPH;"111.7125";;;
1642286;L5_399;399;399;BOYACÁ;SOGAMOSO;"6/10/2025";"095-14704";;"157590001000000010914000000000";Desenglobe_Venta_Parcial;"095-160808";Privado_Privado;NPH;"234";;;
1642287;L5_404;404;404;BOYACÁ;SOGAMOSO;"6/10/2025";"095-152327";;"157590001000000015184000000000";Desenglobe_Venta_Parcial;"095-152700";Publico_Uso_Publico;Via;"71.959999999999994";;;
1642288;L5_347;347;347;BOYACÁ;SOGAMOSO;"6/10/2025";"095-152856";;"157590101000005560134000000000";Desenglobe_Division_Material;"095-157887";Privado_Privado;NPH;"111";;;
1642289;L5_348;348;348;BOYACÁ;SOGAMOSO;"6/10/2025";"095-152856";;"157590101000005560134000000000";Desenglobe_Division_Material;"095-157885";Privado_Privado;NPH;"108";;;
1642290;L5_349;349;349;BOYACÁ;SOGAMOSO;"6/10/2025";"095-152856";;"157590101000005560134000000000";Desenglobe_Division_Material;"095-157888";Privado_Privado;NPH;"111";;;
1642291;L5_346;346;346;BOYACÁ;SOGAMOSO;"6/10/2025";"095-152856";;"157590101000005560134000000000";Desenglobe_Division_Material;"095-157886";Privado_Privado;NPH;"111";;;
1642292;L5_401;401;401;BOYACÁ;SOGAMOSO;"6/10/2025";"095-153039";;"157590102000002150005000000000";Desenglobe_Division_Material;"095-164183";Privado_Privado;PH_Unidad_Predial;"127.72";0.5262;"127.72";
1642293;L5_402;402;402;BOYACÁ;SOGAMOSO;"6/10/2025";"095-153039";;"157590102000002150005000000000";Desenglobe_Division_Material;"095-164185";Privado_Privado;PH_Unidad_Predial;"64.150000000000006";0.2643;"64.150000000000006";
1642294;L5_403;403;403;BOYACÁ;SOGAMOSO;"6/10/2025";"095-153039";;"157590102000002150005000000000";Desenglobe_Division_Material;"095-164184";Privado_Privado;PH_Unidad_Predial;"50.85";0.2095;"50.85";
1642295;L5_328;328;328;BOYACÁ;SOGAMOSO;"6/10/2025";"095-153503";;SIN NPN;Desenglobe_Division_Material;"095-159552";Privado_Privado;PH_Unidad_Predial;"52.63";0.2126;"52.63";
1642296;L5_331;331;331;BOYACÁ;SOGAMOSO;"6/10/2025";"095-153503";;SIN NPN;Desenglobe_Division_Material;"095-159551";Privado_Privado;PH_Unidad_Predial;"62.75";0.2535;"62.75";
1642297;L5_330;330;330;BOYACÁ;SOGAMOSO;"6/10/2025";"095-153503";;SIN NPN;Desenglobe_Division_Material;"095-159549";Privado_Privado;PH_Unidad_Predial;"69.44";0.2804;"69.44";
1642298;L5_329;329;329;BOYACÁ;SOGAMOSO;"6/10/2025";"095-153503";;SIN NPN;Desenglobe_Division_Material;"095-159550";Privado_Privado;PH_Unidad_Predial;"62.75";0.2535;"62.75";
1642299;L5_336;336;336;BOYACÁ;SOGAMOSO;"6/10/2025";"095-156280";;SIN NPN;Desenglobe_Division_Material;"095-156284";Privado_Privado;NPH;"413.61";;;
1642300;L5_339;339;339;BOYACÁ;SOGAMOSO;"6/10/2025";"095-156280";;SIN NPN;Desenglobe_Division_Material;"095-156281";Privado_Privado;NPH;"644.21";;;
1642301;L5_338;338;338;BOYACÁ;SOGAMOSO;"6/10/2025";"095-156280";;SIN NPN;Desenglobe_Division_Material;"095-156282";Privado_Privado;NPH;"591.7";;;
1642302;L5_337;337;337;BOYACÁ;SOGAMOSO;"6/10/2025";"095-156280";;SIN NPN;Desenglobe_Division_Material;"095-156283";Privado_Privado;NPH;"363.05";;;
1642303;L5_341;341;341;BOYACÁ;SOGAMOSO;"6/10/2025";"095-156290";;"157590101000009560009000000000";Desenglobe_Division_Material;"095-158203";Privado_Privado;NPH;"270.41";;;
1642304;L5_344;344;344;BOYACÁ;SOGAMOSO;"6/10/2025";"095-156290";;"157590101000009560009000000000";Desenglobe_Division_Material;"095-158206";Privado_Privado;NPH;"278.6";;;
1642305;L5_343;343;343;BOYACÁ;SOGAMOSO;"6/10/2025";"095-156290";;"157590101000009560009000000000";Desenglobe_Division_Material;"095-158205";Privado_Privado;NPH;"266.17";;;
1642306;L5_342;342;342;BOYACÁ;SOGAMOSO;"6/10/2025";"095-156290";;"157590101000009560009000000000";Desenglobe_Division_Material;"095-158204";Privado_Privado;NPH;"266.17";;;
1642307;L5_319;319;319;BOYACÁ;SOGAMOSO;"6/10/2025";"095-157132";;"157590101000008480009000000000";Desenglobe_Division_Material;"095-157920";Privado_Privado;NPH;"1064.39";;;
1642308;L5_321;321;321;BOYACÁ;SOGAMOSO;"6/10/2025";"095-157132";;"157590101000008480009000000000";Desenglobe_Division_Material;"095-157923";Privado_Privado;NPH;"286.81";;;
1642309;L5_322;322;322;BOYACÁ;SOGAMOSO;"6/10/2025";"095-157132";;"157590101000008480009000000000";Desenglobe_Division_Material;"095-157922";Privado_Privado;NPH;"980.4";;;
1642310;L5_320;320;320;BOYACÁ;SOGAMOSO;"6/10/2025";"095-157132";;"157590101000008480009000000000";Desenglobe_Division_Material;"095-157921";Privado_Privado;NPH;"980.4";;;
1642311;L5_411;411;411;BOYACÁ;SOGAMOSO;"6/10/2025";"095-160406";;SIN NPN;Desenglobe_Division_Material;"095-161695";Publico_Uso_Publico;Bien_Uso_Publico;"30.99";;;
1642312;L5_413;413;413;BOYACÁ;SOGAMOSO;"6/10/2025";"095-160406";;SIN NPN;Desenglobe_Division_Material;"095-161693";Privado_Privado;NPH;"217.96";;;
1642313;L5_412;412;412;BOYACÁ;SOGAMOSO;"6/10/2025";"095-160406";;SIN NPN;Desenglobe_Division_Material;"095-161694";Privado_Privado;NPH;"126.43";;;
1642314;L5_483;483;483;BOYACÁ;SOGAMOSO;"6/10/2025";"095-17241";;"157590101000001340025000000000";Desenglobe_Division_Material;"095-160574";Privado_Privado;NPH;"104.6";;;
1642315;L5_484;484;484;BOYACÁ;SOGAMOSO;"6/10/2025";"095-17241";;"157590101000001340025000000000";Desenglobe_Division_Material;"095-160575";Privado_Privado;NPH;"301.95";;;
1642316;L5_416;416;416;BOYACÁ;SOGAMOSO;"6/10/2025";"095-17529";;"157590101000003990007000000000";Desenglobe_Division_Material;"095-146715";Privado_Privado;PH_Unidad_Predial;"69.58";0.3516;"69.58";
1642317;L5_417;417;417;BOYACÁ;SOGAMOSO;"6/10/2025";"095-17529";;"157590101000003990007000000000";Desenglobe_Division_Material;"095-146713";Privado_Privado;PH_Unidad_Predial;"61.47";0.3106;"61.47";
1642318;L5_418;418;418;BOYACÁ;SOGAMOSO;"6/10/2025";"095-17529";;"157590101000003990007000000000";Desenglobe_Division_Material;"095-146714";Privado_Privado;PH_Unidad_Predial;"66.87";0.3378;"66.87";
1642319;L5_419;419;419;BOYACÁ;SOGAMOSO;"6/10/2025";"095-22133";;"157590101000001350012000000000";Desenglobe_Division_Material;"095-162252";Privado_Privado;NPH;"108.3";;;
1642320;L5_422;422;422;BOYACÁ;SOGAMOSO;"6/10/2025";"095--2648";;"157590102000003840023000000000";Desenglobe_Division_Material;"095-159272";Privado_Privado;NPH;"238";;;
1642321;L5_423;423;423;BOYACÁ;SOGAMOSO;"6/10/2025";"095-2648";;"157590102000003840023000000000";Desenglobe_Division_Material;"095-159273";Privado_Privado;NPH;"238";;;
1642322;L5_421;421;421;BOYACÁ;SOGAMOSO;"6/10/2025";"095-2648";;"157590102000003840023000000000";Desenglobe_Division_Material;"095-159271";Publico_Uso_Publico;Via;"17";;;
1642323;L5_451;451;451;BOYACÁ;SOGAMOSO;"6/10/2025";"095-34287";;"157590102000000590019000000000";Desenglobe_Division_Material;"095-148919";Privado_Privado;PH_Unidad_Predial;"128.19999999999999";0.3326;;
1642324;L5_452;452;452;BOYACÁ;SOGAMOSO;"6/10/2025";"095-34287";;"157590102000000590019000000000";Desenglobe_Division_Material;"095-148920";Privado_Privado;PH_Unidad_Predial;"127.4";0.3305;;
1642325;L5_453;453;453;BOYACÁ;SOGAMOSO;"6/10/2025";"095-34287";;"157590102000000590019000000000";Desenglobe_Division_Material;"095-148921";Privado_Privado;PH_Unidad_Predial;"111.3";0.3369;;
1642326;L5_426;426;426;BOYACÁ;SOGAMOSO;"6/10/2025";"095-35769";;"157590001000000010050000000000";Desenglobe_Venta_Parcial;"095-157798";Privado_Privado;NPH;"1871.44";;;
1642327;L5_426;426;426;BOYACÁ;SOGAMOSO;"6/10/2025";"095-35769";;"157590001000000010050000000000";Desenglobe_Venta_Parcial;"095-157798";Privado_Privado;NPH;"1871.44";;;
1642328;L5_425;425;425;BOYACÁ;SOGAMOSO;"6/10/2025";"095-35769";;"157590001000000010050000000000";Desenglobe_Venta_Parcial;"095-155866";Privado_Privado;NPH;"965.07";;;
1642329;L5_425;425;425;BOYACÁ;SOGAMOSO;"6/10/2025";"095-35769";;"157590001000000010050000000000";Desenglobe_Venta_Parcial;"095-155866";Privado_Privado;NPH;"965.07";;;
1642330;L5_315;315;315;BOYACÁ;SOGAMOSO;"6/10/2025";"095-36559";;"157590102000003520075000000000";Desenglobe_Division_Material;"095-162296";Privado_Privado;PH_Unidad_Predial;"264.3";0.5307;"264.3";
1642331;L5_318;318;318;BOYACÁ;SOGAMOSO;"6/10/2025";"095-36559";;"157590102000003520075000000000";Desenglobe_Division_Material;"095-162298";Privado_Privado;PH_Unidad_Predial;"99.14";0.1991;"99.14";
1642332;L5_317;317;317;BOYACÁ;SOGAMOSO;"6/10/2025";"095-36559";;"157590102000003520075000000000";Desenglobe_Division_Material;"095-162299";Privado_Privado;PH_Unidad_Predial;"65.2";0.1308;"65.2";
1642333;L5_316;316;316;BOYACÁ;SOGAMOSO;"6/10/2025";"095-36559";;"157590102000003520075000000000";Desenglobe_Division_Material;"095-162297";Privado_Privado;PH_Unidad_Predial;"69.42";0.1394;"69.42";
1642334;L5_427;427;427;BOYACÁ;SOGAMOSO;"6/10/2025";"095-55351";;"157590001000000010034000000000";Desenglobe_Venta_Parcial;"095-159360";Privado_Privado;NPH;"1454.32";;;
1642335;L5_428;428;428;BOYACÁ;SOGAMOSO;"6/10/2025";"095-55351";;"157590001000000010034000000000";Desenglobe_Venta_Parcial;"095-157807";Privado_Privado;NPH;"1535.47";;;
1642336;L5_307;307;307;BOYACÁ;SOGAMOSO;"6/10/2025";"095-72918";;"157590102000002760028000000000";Desenglobe_Division_Material;"095-161616";Privado_Privado;PH_Unidad_Predial;"64.6";0.2431;"64.6";
1642337;L5_306;306;306;BOYACÁ;SOGAMOSO;"6/10/2025";"095-72918";;"157590102000002760028000000000";Desenglobe_Division_Material;"095-161617";Privado_Privado;PH_Unidad_Predial;"64.6";0.2379;"64.6";
1642338;L5_305;305;305;BOYACÁ;SOGAMOSO;"6/10/2025";"095-72918";;"157590102000002760028000000000";Desenglobe_Division_Material;"095-161614";Privado_Privado;PH_Unidad_Predial;"67.31";0.2478;"67.31";
1642339;L5_308;308;308;BOYACÁ;SOGAMOSO;"6/10/2025";"095-72918";;"157590102000002760028000000000";Desenglobe_Division_Material;"095-161615";Privado_Privado;PH_Unidad_Predial;"73.64";0.2712;"73.64";
1642340;L5_444;444;444;BOYACÁ;SOGAMOSO;"6/10/2025";"095-75408";;"157590101000009540017000000000";Desenglobe_Venta_Parcial;"095-160433";Privado_Privado;NPH;"93.64";;;
1642341;L5_443;443;443;BOYACÁ;SOGAMOSO;"6/10/2025";"095-75408";;"157590101000009540017000000000";Desenglobe_Venta_Parcial;"095-160432";Privado_Privado;NPH;"95.56";;;
