total_registros;518589;
id_operacion_vacios;0;0,00
codigo_orip_vacios;137589;26,53
matricula_inmobiliaria_vacios;138352;26,68
numero_predial_nacional_vacios;0;0,00
tipo_vacios;0;0,00
condicion_predio_vacios;496134;95,67
destinacion_economica_vacios;1736;0,33
tipo_referencia_fmi_antiguo_vacios;518589;100,00
municipio_vacios;518088;99,90
referencia_registral_vacios;518589;100,00
