id;no, fmi;dirección territorial;municipio;fecha_envio_juridico;folio_matriz;novedadfmi_tipo;npnmatriz;novedad_numero_predial;folio_derivados;predio tipo;condicion prop derivado;árearegistralm2;coeficiente;área coefieciente;id_operacion_db
13958;13958;BOYACÁ;SOGAMOSO;22/08/2025;095-158224;;1,5759E+29;Desenglobe_Division_Material;095-165908;Privado_Privado;PH_Unidad_Predial;54.96;0.20830000000000001;54.96;14142767-5325
11300;11300;BOYACÁ;CIÉNEGA;30/05/2025;090-37440;;1,5189E+29;Desenglobe_Venta_Parcial;090-63505;Privado_Privado;NPH;;;;1320217-382
643;643;BOLÍVAR;MAGANGUÉ;18/07/2025;064-39610;;SIN NPN;Desenglobe_Division_Material;064-39659;Privado_Privado;NPH;91;;;L2-3917
10932;10932;RISARALDA;LA CELIA;30/05/2025;297-8738;;6,6383E+29;Cancelacion_por_Englobe;;;;;;;12095604
3027;3027;BOLÍVAR;TURBACO;4/07/2025;060-26770;;1,3836E+29;Desenglobe_Division_Material;060-349756;Privado_Privado;NPH;353.02;;;1097944-1329
2180;2180;BOLÍVAR;TURBACO;23/05/2025;060-346092;;SIN NPN;Desenglobe_Division_Material;060-347080;Privado_Privado;NPH;;;;L2-3363
11014;11014;RISARALDA;LA CELIA;30/05/2025;297-9425;;SIN NPN;Desenglobe_Division_Material;297-9462;Privado_Privado;NPH;;;;L2-13316
505;505;ATLÁNTICO;TUBARÁ;29/05/2025;040-625802;;SIN NPN;Desenglobe_Division_Material;040-654368;Privado_Privado;Condominio_Unidad_Predial;;;;L2-456
13211;13211;BOYACÁ;SOGAMOSO;28/07/2025;095-154100;;1,5759E+29;Desenglobe_Division_Material;095-165080;Privado_Privado;PH_Unidad_Predial;;;;13510726-5125
3742;3742;BOLÍVAR;TURBACO;26/05/2025;060-340194;;SIN NPN;Desenglobe_Division_Material;060-370468;Privado_Privado;NPH;;;;L2-2732
6146;6146;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-77418;Privado_Privado;NPH;;;;13401270-11172
4033;4033;BOLÍVAR;TURBACO;4/07/2025;060-315148;;SIN NPN;Desenglobe_Division_Material;060-339655;Privado_Privado;NPH;;;;L2-1807
7507;7507;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-78778;Privado_Privado;NPH;;;;13401270-8822
13940;13940;BOYACÁ;SOGAMOSO;22/08/2025;095-158224;;1,5759E+29;Desenglobe_Division_Material;095-165904;Privado_Privado;PH_Unidad_Predial;54.96;0.20830000000000001;54.96;14142767-5281
14130;14130;BOYACÁ;SOGAMOSO;22/08/2025;095-18012;;1,5759E+29;Desenglobe_Division_Material;095-164390;Privado_Privado;PH_Unidad_Predial;80;43.109.000.000.000.000;80;1814061-6369
9061;9061;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-80320;Privado_Privado;NPH;;;;13401270-11428
14261;14261;BOYACÁ;SOGAMOSO;22/08/2025;095-162359;;SIN NPN;Desenglobe_Division_Material;095-162860;Privado_Privado;PH_Unidad_Predial;58.45;0.46600000000000003;58.45;L2-5985
5474;5474;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-76752;Privado_Privado;NPH;;;;13401270-8038
8662;8662;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-79925;Privado_Privado;NPH;;;;13401270-10031
1418;1418;BOLÍVAR;TURBACO;25/07/2025;060-13937;;1,3836E+29;Desenglobe_Division_Material;060-402715;Privado_Privado;NPH;84;;;13282259-725
12283;12283;BOYACÁ;RAMIRIQUÍ;30/05/2025;090-27067;;1,5599E+29;Englobe_Nuevo_FMI;090-64421;Privado_Privado;NPH;;;;1647779
2255;2255;BOLÍVAR;TURBACO;23/05/2025;060-346092;;SIN NPN;Desenglobe_Division_Material;060-346567;Privado_Privado;NPH;;;;L2-3103
941;941;BOLÍVAR;TURBACO;23/05/2025;060-374508;;SIN NPN;Desenglobe_Division_Material;060-374773;Privado_Privado;PH_Unidad_Predial;;;;L2-3654
14334;14334;BOYACÁ;SOGAMOSO;22/08/2025;095-162359;;SIN NPN;Desenglobe_Division_Material;095-162791;Privado_Privado;PH_Unidad_Predial;58.46;0.46700000000000003;58.46;L2-5883
7471;7471;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-78742;Privado_Privado;NPH;;;;13401270-10580
7415;7415;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-78686;Privado_Privado;NPH;;;;13401270-12762
601;601;BOLÍVAR;MAGANGUÉ;18/07/2025;064-35217;;1,343E+29;Desenglobe_Division_Material;064-39610 ;Privado_Privado;NPH;1456;;;13584595-3896
11161;11161;RISARALDA;GUÁTICA;30/05/2025;293-15567;;6,6318E+29;Cambio_Numero_Predial_Mejora_a_NPH;293-15567;Privado_Privado;NPH;888;;;L2-C2792
6379;6379;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-77650;Privado_Privado;NPH;;;;13401270-9076
5695;5695;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-76973;Privado_Privado;NPH;;;;13401270-11384
6534;6534;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-77804;Privado_Privado;NPH;;;;13401270-10387
8711;8711;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-79974;Privado_Privado;NPH;;;;13401270-9253
10786;10786;RISARALDA;APÍA;30/05/2025;292-3486;;6,6045E+29;Desenglobe_Division_Material;292-9236;Privado_Privado;NPH;;;;12621529-13172
5092;5092;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-76373;Privado_Privado;NPH;;;;13401270-11351
8519;8519;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-79784;Privado_Privado;NPH;;;;13401270-10232
486;486;ATLÁNTICO;TUBARÁ;29/05/2025;040-625802;;SIN NPN;Desenglobe_Division_Material;040-654352;Privado_Privado;Condominio_Unidad_Predial;;;;L2-480
13995;13995;BOYACÁ;SOGAMOSO;22/08/2025;095-158224;;1,5759E+29;Desenglobe_Division_Material;095-166063;Privado_Privado;PH_Unidad_Predial;54.96;0.20830000000000001;54.96;14142767-5214
4654;4654;META;GRANADA;20/06/2025;236-19640;;5,0313E+29;Desenglobe_Division_Material;236-88363;Privado_Privado;PH_Unidad_Predial;;;;4752584-7186
12022;12022;BOYACÁ;MONIQUIRÁ;30/05/2025;083-33790;;1,5469E+29;Desenglobe_Division_Material;083-45696;Privado_Privado;NPH;5528.49;;;1537686-4569
7571;7571;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-78842;Privado_Privado;NPH;;;;13401270-11833
625;625;BOLÍVAR;MAGANGUÉ;18/07/2025;064-35217;;1,343E+29;Desenglobe_Division_Material;064-39631;Publico_Uso_Publico;Bien_Uso_Publico;49.7;;;13584595-3913
11423;11423;BOYACÁ;CIÉNEGA;30/05/2025;090-3767;;1,5189E+29;Desenglobe_Venta_Parcial;090-63676;Privado_Privado;NPH;;;;L2-389
780;780;BOLÍVAR;MAGANGUÉ;18/07/2025;064-39617;;SIN NPN;Cancelacion_por_Desenglobe;;;;;;;13584595-3901
11998;11998;BOYACÁ;MONIQUIRÁ;30/05/2025;083-28561;;1,5469E+29;Desenglobe_Division_Material;083-46378;Privado_Privado;NPH;94.5;;;1542635-4517
6919;6919;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-78193;Privado_Privado;NPH;;;;13401270-9338
4721;4721;META;GRANADA;20/06/2025;236-19640;;5,0313E+29;Desenglobe_Division_Material;236-88230;Privado_Privado;PH_Unidad_Predial;;;;4752584-7055
11661;11661;BOYACÁ;LA CAPILLA;6/06/2025;079-11195;;1,538E+29;Englobe_Nuevo_FMI;079-46124;Privado_Privado;NPH;10700;;;L2-C6830
9349;9349;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-80608;Privado_Privado;NPH;;;;13401270-12368
5225;5225;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-76504;Privado_Privado;NPH;;;;13401270-10533
14903;14903;BOYACÁ;TIBANÁ;6/06/2025;090-22169;;1,5804E+29;Desenglobe_Venta_Parcial;090-63555;Privado_Privado;NPH;;;;1863945-218
5546;5546;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-76824;Privado_Privado;NPH;;;;13401270-7796
12686;12686;BOYACÁ;SOGAMOSO;30/05/2025;095-108517;;1,5759E+29;Desenglobe_Division_Material;095-163381;Privado_Privado;PH_Unidad_Predial;;;;1804760-4839
5599;5599;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-76877;Privado_Privado;NPH;;;;13401270-8480
12640;12640;BOYACÁ;SOGAMOSO;30/05/2025;095-39051;;1,5759E+29;Desenglobe_Division_Material;095-159712;Privado_Privado;PH_Unidad_Predial;;;;1795610-6430
13816;13816;BOYACÁ;SOGAMOSO;22/08/2025;095-158224;;1,5759E+29;Desenglobe_Division_Material;095-165823;Privado_Privado;PH_Unidad_Predial;54.96;0.20830000000000001;54.96;14142767-5577
4785;4785;META;GRANADA;20/06/2025;236-42180;;5,0313E+29;Desenglobe_Division_Material;236-75514;Privado_Privado;NPH;;;;4753500-7338
11465;11465;BOYACÁ;GARAGOA;6/06/2025;078-28022;;1,5299E+29;Desenglobe_Division_Material;078-43418;Privado_Privado;NPH;;;;1442690-4218
3653;3653;BOLÍVAR;TURBACO;26/05/2025;060-340194;;SIN NPN;Desenglobe_Division_Material;060-370486;Privado_Privado;NPH;;;;L2-2678
14676;14676;BOYACÁ;SOGAMOSO;22/08/2025;095-27814;;1,5759E+29;Desenglobe_Division_Material;095-160873;Privado_Privado;PH_Unidad_Predial;74.7;9.18;74.7;1798663-6396
9332;9332;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-80591;Privado_Privado;NPH;;;;13401270-8507
1221;1221;BOLÍVAR;TURBACO;23/05/2025;060-374508;;SIN NPN;Desenglobe_Division_Material;060-374654;Privado_Privado;PH_Unidad_Predial;;;;L2-3692
1458;1458;BOLÍVAR;TURBACO;23/05/2025;060-19504;;1,3836E+29;Cambio_Numero_Predial_NPH_a_PH;060-19504;Privado_Privado;PH_Matriz;302272,72;;;1097579
8766;8766;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-80029;Privado_Privado;NPH;;;;13401270-9446
11391;11391;BOYACÁ;CIÉNEGA;30/05/2025;090-19676;;1,5189E+29;Desenglobe_Venta_Parcial;090-63634;Privado_Privado;NPH;;;;1321331-188
4470;4470;META;GRANADA;20/06/2025;236-19640;;5,0313E+29;Desenglobe_Division_Material;236-71361;Privado_Privado;PH_Unidad_Predial;;;;4752584-7022
12888;12888;BOYACÁ;SOGAMOSO;30/05/2025;095-149947;;1,5759E+29;Desenglobe_Division_Material;095-166421;Privado_Privado;PH_Unidad_Predial;;;;13522446-5097
14726;14726;BOYACÁ;SOGAMOSO;29/08/2025;095-42005;;1,5759E+29;Cambio_Numero_Predial_NPH_a_PH;095-42005;Privado_Privado;PH_Matriz;;;;1795248
9252;9252;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-80511;Privado_Privado;NPH;;;;13401270-11665
7700;7700;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-78970;Privado_Privado;NPH;;;;13401270-8064
6559;6559;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-77831;Privado_Privado;NPH;;;;13401270-12740
11036;11036;RISARALDA;LA CELIA;30/05/2025;297-9425;;SIN NPN;Desenglobe_Division_Material;297-9484;Privado_Privado;NPH;;;;L2-13286
8295;8295;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-79560;Privado_Privado;NPH;;;;13401270-12200
7234;7234;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-78506;Privado_Privado;NPH;;;;13401270-10221
6582;6582;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-77856;Privado_Privado;NPH;;;;13401270-12359
14815;14815;BOYACÁ;SORACÁ;6/06/2025;070-205483;;1,5764E+29;Desenglobe_Division_Material;070-255126;Publico_Uso_Publico;Via;;;;13526862-4122
408;408;ATLÁNTICO;TUBARÁ;18/07/2025;040-631714;;8,832E+28;Desenglobe_Division_Material;040-637705;Privado_Privado;NPH;;;;603411-511
9912;9912;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-81169;Privado_Privado;NPH;;;;13401270-9184
11076;11076;RISARALDA;LA CELIA;6/06/2025;297-2653;;6,6383E+29;Cancelacion_por_Desenglobe;;;;;;;9281978
9868;9868;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-81126;Privado_Privado;NPH;;;;13401270-11584
7413;7413;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-78684;Privado_Privado;NPH;;;;13401270-8341
11510;11510;BOYACÁ;GARAGOA;6/06/2025;078-38530;;1,5299E+29;Desenglobe_Division_Material;078-42848;Privado_Privado;NPH;;;;1443598-4244
3632;3632;BOLÍVAR;TURBACO;26/05/2025;060-340194;;SIN NPN;Desenglobe_Division_Material;060-370407;Privado_Privado;NPH;;;;L2-2531
4792;4792;META;GRANADA;20/06/2025;236-42180;;5,0313E+29;Desenglobe_Division_Material;236-75521;Privado_Privado;NPH;;;;4753500-7351
14800;14800;BOYACÁ;SORACÁ;6/06/2025;070-205483;;1,5764E+29;Desenglobe_Division_Material;070-255173;Privado_Privado;NPH;;;;13526862-4149
1174;1174;BOLÍVAR;TURBACO;23/05/2025;060-374508;;SIN NPN;Desenglobe_Division_Material;060-374548;Privado_Privado;PH_Unidad_Predial;;;;L2-3617
2608;2608;BOLÍVAR;TURBACO;4/07/2025;060-26770;;1,3836E+29;Desenglobe_Division_Material;060-349838;Privado_Privado;NPH;329.9;;;1097944-1713
2210;2210;BOLÍVAR;TURBACO;23/05/2025;060-346092;;SIN NPN;Desenglobe_Division_Material;060-347111;Privado_Privado;NPH;;;;L2-3326
6066;6066;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-77338;Privado_Privado;NPH;;;;13401270-9245
7006;7006;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-78279;Privado_Privado;NPH;;;;13401270-9261
14957;14957;BOYACÁ;TIBANÁ;6/06/2025;090-18330;;1,5804E+29;Cancelacion_por_Englobe;;;;;;;1867470
8248;8248;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-79514;Privado_Privado;NPH;;;;13401270-11787
6633;6633;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-77908;Privado_Privado;NPH;;;;13401270-8240
1051;1051;BOLÍVAR;TURBACO;23/05/2025;060-374508;;SIN NPN;Desenglobe_Division_Material;060-374883;Privado_Privado;PH_Unidad_Predial;;;;L2-3530
11549;11549;BOYACÁ;GARAGOA;6/06/2025;078-751;;1,5299E+29;Desenglobe_Division_Material;078-43367;Privado_Privado;PH_Unidad_Predial;;;;L2-4285
6391;6391;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-77662;Privado_Privado;NPH;;;;13401270-8209
6638;6638;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-77913;Privado_Privado;NPH;;;;13401270-10414
1325;1325;BOLÍVAR;TURBACO;25/07/2025;060-13937;;1,3836E+29;Desenglobe_Division_Material;060-402771;Privado_Privado;NPH;84;;;13282259-740
2573;2573;BOLÍVAR;TURBACO;4/07/2025;060-26770;;1,3836E+29;Desenglobe_Division_Material;060-349803;Privado_Privado;NPH;345.84;;;1097944-1609
3460;3460;BOLÍVAR;TURBACO;25/07/2025;060-316930;;1,3836E+29;Desenglobe_Division_Material;060-338012;Privado_Privado;PH_Unidad_Predial;91.9;0.2616;;13282454-2419
4625;4625;META;GRANADA;20/06/2025;236-19640;;5,0313E+29;Desenglobe_Division_Material;236-88326;Privado_Privado;PH_Unidad_Predial;;;;4752584-6933
3172;3172;BOLÍVAR;TURBACO;25/07/2025;060-316930;;1,3836E+29;Desenglobe_Division_Material;060-337855;Privado_Privado;PH_Unidad_Predial;11.96;3,40E+14;;13282454-2426
3360;3360;BOLÍVAR;TURBACO;25/07/2025;060-316930;;1,3836E+29;Desenglobe_Division_Material;060-338120;Privado_Privado;PH_Unidad_Predial;177;0.504;;13282454-2118
14231;14231;BOYACÁ;SOGAMOSO;22/08/2025;095-162359;;SIN NPN;Desenglobe_Division_Material;095-162730;Privado_Privado;PH_Unidad_Predial;51.7;0.41499999999999998;51.7;L2-6067
14351;14351;BOYACÁ;SOGAMOSO;22/08/2025;095-162359;;SIN NPN;Desenglobe_Division_Material;095-162817;Privado_Privado;PH_Unidad_Predial;58.45;0.46600000000000003;58.45;L2-5944
3436;3436;BOLÍVAR;TURBACO;25/07/2025;060-316930;;1,3836E+29;Desenglobe_Division_Material;060-338021;Privado_Privado;PH_Unidad_Predial;91.9;0.2616;;13282454-2486
1185;1185;BOLÍVAR;TURBACO;23/05/2025;060-374508;;SIN NPN;Desenglobe_Division_Material;060-374559;Privado_Privado;PH_Unidad_Predial;;;;L2-3761
5362;5362;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-76641;Privado_Privado;NPH;;;;13401270-11276
13725;13725;BOYACÁ;SOGAMOSO;22/08/2025;095-158224;;1,5759E+29;Desenglobe_Division_Material;095-166140;Privado_Privado;PH_Unidad_Predial;54.96;0.20830000000000001;54.96;14142767-5373
13525;13525;BOYACÁ;SOGAMOSO;28/07/2025;095-106574;FMI_Debe_Estar_Abierto;1,5759E+29;Cambio_Numero_Predial_NPH_a_PH;095-106574;Privado_Privado;PH_Matriz;240;;;1784725
4872;4872;META;GRANADA;20/06/2025;236-42180;;5,0313E+29;Desenglobe_Division_Material;236-75601;Privado_Privado;NPH;;;;4753500-7400
8296;8296;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-79561;Privado_Privado;NPH;;;;13401270-7699
14618;14618;BOYACÁ;SOGAMOSO;22/08/2025;095-161518;;SIN NPN;Desenglobe_Division_Material;095-162664;Privado_Privado;PH_Unidad_Predial;80.48;22.488.800.000.000.000;80.48;L2-5830
9436;9436;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-80694;Privado_Privado;NPH;;;;13401270-7899
548;548;ATLÁNTICO;TUBARÁ;29/05/2025;040-612462;;SIN NPN;Desenglobe_Division_Material;040-639127;Privado_Privado;PH_Unidad_Predial;;;;L2-411
4484;4484;META;GRANADA;20/06/2025;236-19640;;5,0313E+29;Desenglobe_Division_Material;236-71347;Privado_Privado;PH_Unidad_Predial;;;;4752584-7195
10878;10878;RISARALDA;LA CELIA;30/05/2025;297-8749;;6,6383E+29;Englobe_Nuevo_FMI;297-9425;Privado_Privado;NPH;;;;12095662
8410;8410;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-79675;Privado_Privado;NPH;;;;13401270-12078
1806;1806;BOLÍVAR;TURBACO;25/07/2025;060-251803;;1,3836E+29;Desenglobe_Division_Material;060-338468;Privado_Privado;NPH;379.2;;;1097433-1143
9325;9325;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-80584;Privado_Privado;NPH;;;;13401270-8752
8059;8059;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-79328;Privado_Privado;NPH;;;;13401270-7872
3294;3294;BOLÍVAR;TURBACO;25/07/2025;060-316930;;1,3836E+29;Desenglobe_Division_Material;060-338025;Privado_Privado;PH_Unidad_Predial;15.186.000.000.000.000;0.43240000000000001;;13282454-2029
7007;7007;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-78280;Privado_Privado;NPH;;;;13401270-11986
3956;3956;BOLÍVAR;TURBACO;4/07/2025;060-315148;;SIN NPN;Desenglobe_Division_Material;060-339705;Privado_Privado;NPH;;;;L2-1985
10692;10692;QUINDIO;LA TEBAIDA;28/05/2025;280-246964;;SIN NPN;Desenglobe_Division_Material;280-246978;Privado_Privado;NPH;10000;;;L2-13044
1825;1825;BOLÍVAR;TURBACO;25/07/2025;060-251803;;1,3836E+29;Desenglobe_Division_Material;060-338445;Privado_Privado;NPH;939.6;;;1097433-1185
5279;5279;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-76558;Privado_Privado;NPH;;;;13401270-11881
3931;3931;BOLÍVAR;TURBACO;4/07/2025;060-315148;;SIN NPN;Desenglobe_Division_Material;060-339716;Privado_Privado;NPH;;;;L2-1977
14085;14085;BOYACÁ;SOGAMOSO;22/08/2025;095-158224;;1,5759E+29;Desenglobe_Division_Material;095-165975;Privado_Privado;PH_Unidad_Predial;54.96;0.20830000000000001;54.96;14142767-5227
2228;2228;BOLÍVAR;TURBACO;23/05/2025;060-346092;;SIN NPN;Desenglobe_Division_Material;060-347129;Privado_Privado;NPH;;;;L2-2835
14728;14728;BOYACÁ;SOGAMOSO;29/08/2025;095-42005;;1,5759E+29;Desenglobe_Division_Material;095-162170;Privado_Privado;PH_Unidad_Predial;19.239.999.999.999.900;9.34;19.239.999.999.999.900;1795248-6456
5462;5462;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-76740;Privado_Privado;NPH;;;;13401270-8462
1904;1904;BOLÍVAR;TURBACO;25/07/2025;060-251803;;1,3836E+29;Desenglobe_Division_Material;060-338376;Privado_Privado;NPH;409.94;;;1097433-1252
1838;1838;BOLÍVAR;TURBACO;25/07/2025;060-251803;;1,3836E+29;Desenglobe_Division_Material;060-338497;Privado_Privado;NPH;312.7;;;1097433-1190
12445;12445;BOYACÁ;RAMIRIQUÍ;30/05/2025;090-58385;;1,5599E+29;Desenglobe_Venta_Parcial;090-62746;Privado_Privado;NPH;;;;L2-571
10905;10905;RISARALDA;LA CELIA;30/05/2025;297-8699;;6,6383E+29;Englobe_Nuevo_FMI;297-9425;Privado_Privado;NPH;;;;12095639
11713;11713;BOYACÁ;MONIQUIRÁ;30/05/2025;083-2371;FMI_Debe_Estar_Abierto;1,5469E+29;Desenglobe_Division_Material;083-45376;Privado_Privado;PH_Unidad_Predial;8.75;0.79;8.75;1541459-4433
12452;12452;BOYACÁ;RAMIRIQUÍ;30/05/2025;090-58730;;1,5599E+29;Desenglobe_Venta_Parcial;090-63366;Privado_Privado;NPH;;;;L2-589
8902;8902;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-80162;Privado_Privado;NPH;;;;13401270-10510
6979;6979;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-78252;Privado_Privado;NPH;;;;13401270-10381
13297;13297;BOYACÁ;SOGAMOSO;28/07/2025;095-13208;;1,5759E+29;Desenglobe_Division_Material;095-162954;Privado_Privado;PH_Unidad_Predial;;;;1799855-5001
7763;7763;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-79033;Privado_Privado;NPH;;;;13401270-9603
13229;13229;BOYACÁ;SOGAMOSO;28/07/2025;095-106938;FMI_Debe_Estar_Cerrado;1,5759E+29;Desenglobe_Division_Material;095-159067;Privado_Privado;NPH;;;;13518187-4821
8286;8286;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-79551;Privado_Privado;NPH;;;;13401270-10915
4753;4753;META;GRANADA;20/06/2025;236-19640;;5,0313E+29;Desenglobe_Division_Material;236-88273;Privado_Privado;PH_Unidad_Predial;;;;4752584-6989
2959;2959;BOLÍVAR;TURBACO;4/07/2025;060-26770;;1,3836E+29;Desenglobe_Division_Material;060-349688;Privado_Privado;NPH;403.72;;;1097944-1572
8548;8548;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-79812;Privado_Privado;NPH;;;;13401270-10053
7918;7918;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-79187;Privado_Privado;NPH;;;;13401270-9119
3710;3710;BOLÍVAR;TURBACO;26/05/2025;060-340194;;SIN NPN;Desenglobe_Division_Material;060-370436;Privado_Privado;NPH;;;;L2-2776
12487;12487;BOYACÁ;RAMIRIQUÍ;30/05/2025;090-58769;FMI_Debe_Estar_Cerrado;1,5599E+29;Desenglobe_Division_Material;090-66057;Privado_Privado;NPH;;;;1641886-4797
11872;11872;BOYACÁ;MONIQUIRÁ;30/05/2025;083-21516;;1,5469E+29;Desenglobe_Venta_Parcial;083-45591;Privado_Privado;NPH;3226.14;;;1536848-56
2003;2003;BOLÍVAR;TURBACO;23/05/2025;060-346092;;SIN NPN;Desenglobe_Division_Material;060-346904;Privado_Privado;NPH;;;;L2-3076
7160;7160;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-78433;Privado_Privado;NPH;;;;13401270-12686
5017;5017;META;GRANADA;17/07/2025;236-68602;;5,0313E+29;Desenglobe_Division_Material;236-102597;Privado_Privado;NPH;1555.89;;;13401308-7494
425;425;ATLÁNTICO;TUBARÁ;6/06/2025;040-572416;;8,832E+28;Cancelacion_por_Desenglobe;;;;;;;603443
14662;14662;BOYACÁ;SOGAMOSO;22/08/2025;095-27814;;1,5759E+29;Desenglobe_Division_Material;095-160876;Privado_Privado;PH_Unidad_Predial;72;8.85;72;1798663-6406
4041;4041;BOLÍVAR;TURBACO;4/07/2025;060-315148;;SIN NPN;Desenglobe_Division_Material;060-339541;Privado_Privado;NPH;;;;L2-1770
1892;1892;BOLÍVAR;TURBACO;25/07/2025;060-251803;;1,3836E+29;Desenglobe_Division_Material;060-338401;Privado_Privado;NPH;1320.6;;;1097433-1148
12006;12006;BOYACÁ;MONIQUIRÁ;30/05/2025;083-28561;;1,5469E+29;Desenglobe_Division_Material;083-46390;Privado_Privado;NPH;1090;;;1542635-4525
4942;4942;META;GRANADA;20/06/2025;236-42180;;5,0313E+29;Desenglobe_Division_Material;236-75671;Privado_Privado;NPH;;;;4753500-7258
269;269;ATLÁNTICO;TUBARÁ;6/06/2025;040-151790;;8,832E+28;Desenglobe_Division_Material;040-645513;Privado_Privado;PH_Unidad_Predial;;;;604735-52
14200;14200;BOYACÁ;SOGAMOSO;22/08/2025;095-162359;;SIN NPN;Desenglobe_Division_Material;095-162772;Privado_Privado;PH_Unidad_Predial;58.45;0.46600000000000003;58.45;L2-6025
11714;11714;BOYACÁ;MONIQUIRÁ;30/05/2025;083-2371;FMI_Debe_Estar_Abierto;1,5469E+29;Desenglobe_Division_Material;083-45393;Privado_Privado;PH_Unidad_Predial;22.39;2.02;22.39;1541459-4451
12083;12083;BOYACÁ;MONIQUIRÁ;30/05/2025;083-44920;FMI_Debe_Estar_Cerrado;1,5469E+29;Desenglobe_Division_Material;083-45029;Publico_Uso_Publico;Bien_Uso_Publico;32.93;;;13494255-4762
3513;3513;BOLÍVAR;TURBACO;25/07/2025;060-316930;;1,3836E+29;Desenglobe_Division_Material;060-338002;Privado_Privado;PH_Unidad_Predial;78.040.000.000.000.000;0.22220000000000001;;13282454-2170
