id;no, fmi;dirección territorial;municipio;fecha_envio_juridico;folio_matriz;novedadfmi_tipo;npnmatriz;novedad_numero_predial;folio_derivados;predio tipo;condicion prop derivado;árearegistralm2;coeficiente;área coefieciente;id_operacion_db
11499;11499;BOYACÁ;GARAGOA;6/06/2025;078-27494;;1,5299E+29;Desenglobe_Division_Material;078-41435;Privado_Privado;NPH;;;;1435103-4204
10864;10864;RISARALDA;LA CELIA;30/05/2025;297-8729;;6,6383E+29;Englobe_Nuevo_FMI;297-9425;Privado_Privado;NPH;;;;12095621
1672;1672;BOLÍVAR;TURBACO;23/05/2025;060-19504;;1,3836E+29;Desenglobe_Division_Material;060-325050;Privado_Privado;PH_Unidad_Predial;;;;1097579-1057
543;543;ATLÁNTICO;TUBARÁ;29/05/2025;040-625802;;SIN NPN;Desenglobe_Division_Material;040-654417;Privado_Privado;Condominio_Unidad_Predial;;;;L2-478
7293;7293;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-78565;Privado_Privado;NPH;;;;13401270-11872
9700;9700;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-80958;Privado_Privado;NPH;;;;13401270-12256
10119;10119;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-81389;Privado_Privado;NPH;;;;13401270-8811
5263;5263;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-76542;Privado_Privado;NPH;;;;13401270-7562
12109;12109;BOYACÁ;MONIQUIRÁ;30/05/2025;083-39375;;1,5469E+29;Englobe_Nuevo_FMI;083-40764;Privado_Privado;NPH;260;;;1540813-44
11842;11842;BOYACÁ;MONIQUIRÁ;30/05/2025;083-43359;;1,5469E+29;Desenglobe_Division_Material;083-46060;Privado_Privado;PH_Unidad_Predial;9.93;0.26300000000000001;9.93;1541597-4733
11222;11222;BOYACÁ;CIÉNEGA;30/05/2025;090-1617;;1,5189E+29;Desenglobe_Venta_Parcial;090-63580;Privado_Privado;NPH;;;;1321732-137
13739;13739;BOYACÁ;SOGAMOSO;22/08/2025;095-158224;;1,5759E+29;Desenglobe_Division_Material;095-166114;Privado_Privado;PH_Unidad_Predial;54.96;0.20830000000000001;54.96;14142767-5221
4778;4778;META;GRANADA;20/06/2025;236-42180;;5,0313E+29;Desenglobe_Division_Material;236-75507;Privado_Privado;NPH;;;;4753500-7324
5934;5934;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-77207;Privado_Privado;NPH;;;;13401270-11109
1415;1415;BOLÍVAR;TURBACO;25/07/2025;060-13937;;1,3836E+29;Desenglobe_Division_Material;060-402732;Privado_Privado;NPH;112;;;13282259-717
11070;11070;RISARALDA;LA CELIA;6/06/2025;297-2582;;6,6383E+29;Englobe_Nuevo_FMI;297-8615;Privado_Privado;NPH;160000;;;9282019
9454;9454;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-80712;Privado_Privado;NPH;;;;13401270-12529
2040;2040;BOLÍVAR;TURBACO;23/05/2025;060-346092;;SIN NPN;Desenglobe_Division_Material;060-346941;Privado_Privado;NPH;;;;L2-3332
4474;4474;META;GRANADA;20/06/2025;236-19640;;5,0313E+29;Desenglobe_Division_Material;236-71357;Privado_Privado;PH_Unidad_Predial;;;;4752584-7040
13052;13052;BOYACÁ;SOGAMOSO;28/07/2025;095-166627;;SIN NPN;Desenglobe_Division_Material;095-166638;Privado_Privado;PH_Unidad_Predial;;;;L2-6330
6192;6192;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-77464;Privado_Privado;NPH;;;;13401270-9766
12596;12596;BOYACÁ;RAMIRIQUÍ;30/05/2025;-;;SIN NPN;Predio_Nuevo;090-63978;Privado_Privado;NPH;;;;L2-68
186;186;ATLÁNTICO;TUBARÁ;11/07/2025;040-605697;;8,832E+28;Desenglobe_Division_Material;040-657998;Privado_Privado;Condominio_Unidad_Predial;;;;13973179-369
2048;2048;BOLÍVAR;TURBACO;23/05/2025;060-346092;;SIN NPN;Desenglobe_Division_Material;060-346949;Privado_Privado;NPH;;;;L2-2974
451;451;ATLÁNTICO;TUBARÁ;18/07/2025;040-531466;;8,832E+28;Cancelacion_por_Englobe;;;;;;;12339340
5098;5098;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-76379;Privado_Privado;NPH;;;;13401270-9612
13503;13503;BOYACÁ;SOGAMOSO;28/07/2025;095-56785;;1,5759E+29;Englobe_Nuevo_FMI;095-160104;Privado_Privado;NPH;305;;;1797595-125
4539;4539;META;GRANADA;20/06/2025;236-19640;;5,0313E+29;Desenglobe_Division_Material;236-71292;Privado_Privado;PH_Unidad_Predial;;;;4752584-6943
9019;9019;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-80278;Privado_Privado;NPH;;;;13401270-9171
10426;10426;META;GRANADA;8/08/2025;236-90591;;SIN NPN;Desenglobe_Division_Material;236-95289;Privado_Privado;NPH;72;;;L2-12918
9816;9816;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-81074;Privado_Privado;NPH;;;;13401270-12138
13268;13268;BOYACÁ;SOGAMOSO;28/07/2025;095-115436;;1,5759E+29;Desenglobe_Division_Material;095-159057;Privado_Privado;PH_Unidad_Predial;;;;1814910-4890
7435;7435;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-78706;Privado_Privado;NPH;;;;13401270-11929
7612;7612;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-78883;Privado_Privado;NPH;;;;13401270-11414
14001;14001;BOYACÁ;SOGAMOSO;22/08/2025;095-158224;;1,5759E+29;Desenglobe_Division_Material;095-166039;Privado_Privado;PH_Unidad_Predial;54.96;0.20830000000000001;54.96;14142767-5443
12070;12070;BOYACÁ;MONIQUIRÁ;30/05/2025;083-12176;;1,5469E+29;Desenglobe_Division_Material;083-42839;Privado_Privado;PH_Unidad_Predial;88.58;7.62;88.58;1541226-4351
2900;2900;BOLÍVAR;TURBACO;4/07/2025;060-26770;;1,3836E+29;Desenglobe_Division_Material;060-349629;Privado_Privado;NPH;346.61;;;1097944-1438
14692;14692;BOYACÁ;SOGAMOSO;22/08/2025;095-89830;;1,5759E+29;Cambio_Numero_Predial_NPH_a_PH;095-89830;Privado_Privado;PH_Matriz;317;;;1802880
6036;6036;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-77308;Privado_Privado;NPH;;;;13401270-9139
399;399;ATLÁNTICO;TUBARÁ;18/07/2025;040-121243;;8,832E+28;Desenglobe_Division_Material;040-567297;Privado_Privado;PH_Unidad_Predial;135,19;6,6666;135,19;603851-11
6631;6631;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-77906;Privado_Privado;NPH;;;;13401270-9616
4650;4650;META;GRANADA;20/06/2025;236-19640;;5,0313E+29;Desenglobe_Division_Material;236-88335;Privado_Privado;PH_Unidad_Predial;;;;4752584-7189
7676;7676;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-78947;Privado_Privado;NPH;;;;13401270-8438
9682;9682;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-80940;Privado_Privado;NPH;;;;13401270-11403
1766;1766;BOLÍVAR;TURBACO;23/05/2025;060-19504;;1,3836E+29;Desenglobe_Division_Material;060-325143;Privado_Privado;PH_Unidad_Predial;;;;1097579-1019
11155;11155;RISARALDA;GUÁTICA;30/05/2025;293-17334;;6,6318E+29;Desenglobe_Division_Material;293-29504;Privado_Privado;NPH;;;;9279707-13257
14744;14744;BOYACÁ;SORACÁ;6/06/2025;070-29367;;1,5764E+29;Desenglobe_Venta_Parcial;070-253907;Privado_Privado;NPH;;;;1834394-20
2243;2243;BOLÍVAR;TURBACO;23/05/2025;060-346092;;SIN NPN;Desenglobe_Division_Material;060-346555;Privado_Privado;NPH;;;;L2-3342
14168;14168;BOYACÁ;SOGAMOSO;22/08/2025;095-162359;;SIN NPN;Cambio_Numero_Predial_NPH_a_PH;095-162359;Privado_Privado;PH_Matriz;;;;L2-5129
10466;10466;META;GRANADA;8/08/2025;236-90591;;SIN NPN;Desenglobe_Division_Material;236-95296;Publico_Uso_Publico;NPH;60.45;;;L2-12935
1585;1585;BOLÍVAR;TURBACO;23/05/2025;060-19504;;1,3836E+29;Desenglobe_Division_Material;060-324975;Privado_Privado;PH_Unidad_Predial;;;;1097579-1013
8365;8365;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-79630;Privado_Privado;NPH;;;;13401270-9666
13100;13100;BOYACÁ;SOGAMOSO;28/07/2025;095-107507;;1,5759E+29;Cancelacion_por_Englobe;;;;;;;1810157
10438;10438;META;GRANADA;8/08/2025;236-90591;;SIN NPN;Desenglobe_Division_Material;236-95255;Privado_Privado;NPH;72;;;L2-12934
3948;3948;BOLÍVAR;TURBACO;4/07/2025;060-315148;;SIN NPN;Desenglobe_Division_Material;060-339711;Privado_Privado;NPH;;;;L2-1877
10392;10392;META;GRANADA;18/07/2025;236-87598;;SIN NPN;Desenglobe_Division_Material;236-101770;Privado_Privado;NPH;;;;L2-12844
4243;4243;META;GRANADA;4/07/2025;236-1428;;5,0313E+29;Desenglobe_Division_Material;236-100519;Privado_Privado;NPH;91;;;4752593-6827
3936;3936;BOLÍVAR;TURBACO;4/07/2025;060-315148;;SIN NPN;Desenglobe_Division_Material;060-339717;Privado_Privado;NPH;;;;L2-1937
12199;12199;BOYACÁ;MONIQUIRÁ;30/05/2025;083-5710;;1,5469E+29;Desenglobe_Division_Material;083-45156;Privado_Privado;PH_Unidad_Predial;65.8;13.04;65.8;1541324-4767
958;958;BOLÍVAR;TURBACO;23/05/2025;060-374508;;SIN NPN;Desenglobe_Division_Material;060-374790;Privado_Privado;PH_Unidad_Predial;;;;L2-3602
13742;13742;BOYACÁ;SOGAMOSO;22/08/2025;095-158224;;1,5759E+29;Desenglobe_Division_Material;095-166117;Privado_Privado;PH_Unidad_Predial;54.96;0.20830000000000001;54.96;14142767-5333
13555;13555;BOYACÁ;SOGAMOSO;28/07/2025;095-91153;FMI_Debe_Estar_Abierto;1,5759E+29;Desenglobe_Division_Material;095-165225;Privado_Privado;PH_Unidad_Predial;47,83;2.96;47,83;1793247-6648
13407;13407;BOYACÁ;SOGAMOSO;28/07/2025;095-158307;FMI_Debe_Estar_Abierto;1,5759E+29;Desenglobe_Division_Material;095-164798;Privado_Privado;PH_Unidad_Predial;25;0.46;25;1803439-5743
12129;12129;BOYACÁ;MONIQUIRÁ;30/05/2025;083-14453;;1,5469E+29;Desenglobe_Division_Material;083-45961;Privado_Privado;PH_Unidad_Predial;69;20.51;69;1543961-4361
10613;10613;QUINDIO;LA TEBAIDA;28/05/2025;280-217907;;6,3401E+29;Desenglobe_Division_Material;280-258498;Privado_Privado;PH_Unidad_Predial;;;;12501833-13027
10186;10186;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-83020;Privado_Privado;NPH;;;;13401270-11003
2941;2941;BOLÍVAR;TURBACO;4/07/2025;060-26770;;1,3836E+29;Desenglobe_Division_Material;060-349670;Privado_Privado;NPH;352.13;;;1097944-1492
11810;11810;BOYACÁ;MONIQUIRÁ;30/05/2025;083-41758;FMI_Debe_Estar_Cerrado;1,5469E+29;Desenglobe_Division_Material;083-43707;Privado_Privado;NPH;122.504;;;1544226-4637
1978;1978;BOLÍVAR;TURBACO;23/05/2025;060-346092;;SIN NPN;Desenglobe_Division_Material;060-346879;Privado_Privado;NPH;;;;L2-2995
6287;6287;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-77559;Privado_Privado;NPH;;;;13401270-10386
12928;12928;BOYACÁ;SOGAMOSO;30/05/2025;095-164663;;SIN NPN;Desenglobe_Division_Material;095-167527;Privado_Privado;PH_Unidad_Predial;;;;L2-6178
1460;1460;BOLÍVAR;TURBACO;23/05/2025;060-19504;;1,3836E+29;Desenglobe_Division_Material;060-324850;Privado_Privado;PH_Unidad_Predial;;;;1097579-939
9652;9652;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-80910;Privado_Privado;NPH;;;;13401270-11580
11396;11396;BOYACÁ;CIÉNEGA;30/05/2025;090-22563;;1,5189E+29;Englobe_Nuevo_FMI;090-64276;Privado_Privado;NPH;;;;1317996
10682;10682;QUINDIO;LA TEBAIDA;28/05/2025;280-246964;;SIN NPN;Desenglobe_Division_Material;280-246968;Privado_Privado;NPH;10001;;;L2-13062
12692;12692;BOYACÁ;SOGAMOSO;30/05/2025;095-108517;;1,5759E+29;Desenglobe_Division_Material;095-163371;Privado_Privado;PH_Unidad_Predial;;;;1804760-4844
3593;3593;BOLÍVAR;TURBACO;26/05/2025;060-340194;;SIN NPN;Desenglobe_Division_Material;060-370368;Privado_Privado;NPH;;;;L2-2746
8672;8672;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-79935;Privado_Privado;NPH;;;;13401270-8687
7364;7364;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-78635;Privado_Privado;NPH;;;;13401270-11044
11868;11868;BOYACÁ;MONIQUIRÁ;30/05/2025;083-43359;;1,5469E+29;Desenglobe_Division_Material;083-46079;Privado_Privado;PH_Unidad_Predial;40;3.33;40;1541597-4706
12184;12184;BOYACÁ;MONIQUIRÁ;30/05/2025;083-34051;;1,5469E+29;Cancelacion_por_Desenglobe;;;;;;;1533828
6731;6731;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-78006;Privado_Privado;NPH;;;;13401270-8808
2858;2858;BOLÍVAR;TURBACO;4/07/2025;060-26770;;1,3836E+29;Desenglobe_Division_Material;060-349587;Privado_Privado;NPH;347.08;;;1097944-1516
14259;14259;BOYACÁ;SOGAMOSO;22/08/2025;095-162359;;SIN NPN;Desenglobe_Division_Material;095-162861;Privado_Privado;PH_Unidad_Predial;58.05;0.46300000000000002;58.05;L2-6044
13355;13355;BOYACÁ;SOGAMOSO;28/07/2025;095-151149;;1,5759E+29;Desenglobe_Division_Material;095-159398;Privado_Privado;PH_Unidad_Predial;;;;13518296-5106
5247;5247;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-76526;Privado_Privado;NPH;;;;13401270-11604
348;348;ATLÁNTICO;TUBARÁ;6/06/2025;040-151790;;8,832E+28;Desenglobe_Division_Material;040-645486;Privado_Privado;PH_Unidad_Predial;;;;604735-93
9342;9342;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-80601;Privado_Privado;NPH;;;;13401270-10264
13147;13147;BOYACÁ;SOGAMOSO;28/07/2025;095-107613;;1,5759E+29;Desenglobe_Division_Material;095-167844;Privado_Privado;PH_Unidad_Predial;;;;1796887-4829
3377;3377;BOLÍVAR;TURBACO;25/07/2025;060-316930;;1,3836E+29;Desenglobe_Division_Material;060-338161;Privado_Privado;PH_Unidad_Predial;2.8;7,90E+13;;13282454-2365
13200;13200;BOYACÁ;SOGAMOSO;28/07/2025;095-151663;;1,5759E+29;Desenglobe_Division_Material;095-167833;Privado_Privado;PH_Unidad_Predial;;;;13516356-5112
11792;11792;BOYACÁ;MONIQUIRÁ;30/05/2025;083-41758;FMI_Debe_Estar_Cerrado;1,5469E+29;Desenglobe_Division_Material;083-43734;Privado_Privado;NPH;122.121;;;1544226-4613
703;703;BOLÍVAR;MAGANGUÉ;18/07/2025;064-39615;;SIN NPN;Desenglobe_Division_Material;064-39743;Privado_Privado;NPH;91;;;L2-3999
12090;12090;BOYACÁ;MONIQUIRÁ;30/05/2025;083-44920;FMI_Debe_Estar_Cerrado;1,5469E+29;Desenglobe_Division_Material;083-45034;Publico_Uso_Publico;Bien_Uso_Publico;34.58;;;13494255-4748
14625;14625;BOYACÁ;SOGAMOSO;22/08/2025;095-161518;;SIN NPN;Desenglobe_Division_Material;095-162653;Privado_Privado;PH_Unidad_Predial;80.48;22.488.800.000.000.000;80.48;L2-5834
2247;2247;BOLÍVAR;TURBACO;23/05/2025;060-346092;;SIN NPN;Desenglobe_Division_Material;060-346559;Privado_Privado;NPH;;;;L2-3080
1219;1219;BOLÍVAR;TURBACO;23/05/2025;060-374508;;SIN NPN;Desenglobe_Division_Material;060-374652;Privado_Privado;PH_Unidad_Predial;;;;L2-3601
5663;5663;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-76941;Privado_Privado;NPH;;;;13401270-8669
5220;5220;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-76499;Privado_Privado;NPH;;;;13401270-8265
8589;8589;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-79852;Privado_Privado;NPH;;;;13401270-8898
14504;14504;BOYACÁ;SOGAMOSO;22/08/2025;095-115822;;1,5759E+29;Desenglobe_Division_Material;095-155097;Privado_Privado;PH_Unidad_Predial;13.1;1.89;13.1;1798024-4916
5428;5428;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-76707;Privado_Privado;NPH;;;;13401270-10395
13657;13657;BOYACÁ;SOGAMOSO;22/08/2025;095-158224;;1,5759E+29;Desenglobe_Division_Material;095-165708;Privado_Privado;PH_Unidad_Predial;54.96;0.20830000000000001;54.96;14142767-5539
6933;6933;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-78207;Privado_Privado;NPH;;;;13401270-10492
6942;6942;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-78216;Privado_Privado;NPH;;;;13401270-7518
5713;5713;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-76991;Privado_Privado;NPH;;;;13401270-9310
4295;4295;META;GRANADA;4/07/2025;236-1428;;5,0313E+29;Desenglobe_Division_Material;236-100571;Privado_Privado;NPH;91;;;4752593-6719
10641;10641;QUINDIO;LA TEBAIDA;28/05/2025;280-160086;;6,3401E+29;Desenglobe_Division_Material;280-251320;Privado_Privado;PH_Unidad_Predial;;;;6029016-12981
6440;6440;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-77710;Privado_Privado;NPH;;;;13401270-7554
5567;5567;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-76845;Privado_Privado;NPH;;;;13401270-11615
5506;5506;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-76784;Privado_Privado;NPH;;;;13401270-9634
8457;8457;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-79722;Privado_Privado;NPH;;;;13401270-11244
5251;5251;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-76530;Privado_Privado;NPH;;;;13401270-11994
1948;1948;BOLÍVAR;TURBACO;23/05/2025;060-346092;;SIN NPN;Cancelacion_por_Desenglobe;;;;;;;1097890-5
13231;13231;BOYACÁ;SOGAMOSO;28/07/2025;095-107118;;1,5759E+29;Cambio_Numero_Predial_NPH_a_PH;095-107118;Privado_Privado;PH_Matriz;;;;1795732
7283;7283;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-78555;Privado_Privado;NPH;;;;13401270-7979
4848;4848;META;GRANADA;20/06/2025;236-42180;;5,0313E+29;Desenglobe_Division_Material;236-75577;Privado_Privado;NPH;;;;4753500-7393
3333;3333;BOLÍVAR;TURBACO;25/07/2025;060-316930;;1,3836E+29;Desenglobe_Division_Material;060-337832;Privado_Privado;PH_Unidad_Predial;177;0.504;;13282454-2023
11853;11853;BOYACÁ;MONIQUIRÁ;30/05/2025;083-43359;;1,5469E+29;Desenglobe_Division_Material;083-46071;Privado_Privado;PH_Unidad_Predial;13.95;0.36899999999999999;13.95;1541597-4727
11305;11305;BOYACÁ;CIÉNEGA;30/05/2025;090-52756;;1,5189E+29;Desenglobe_Venta_Parcial;090-65522;Privado_Privado;NPH;;;;1320818-526
6191;6191;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-77463;Privado_Privado;NPH;;;;13401270-10271
2530;2530;BOLÍVAR;TURBACO;23/05/2025;060-346092;;SIN NPN;Desenglobe_Division_Material;060-346842;Privado_Privado;NPH;;;;L2-3131
9479;9479;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-80737;Privado_Privado;NPH;;;;13401270-8300
4497;4497;META;GRANADA;20/06/2025;236-19640;;5,0313E+29;Desenglobe_Division_Material;236-71334;Privado_Privado;PH_Unidad_Predial;;;;4752584-7120
6422;6422;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-77693;Privado_Privado;NPH;;;;13401270-8933
3115;3115;BOLÍVAR;TURBACO;25/07/2025;060-316930;;1,3836E+29;Desenglobe_Division_Material;060-338067;Privado_Privado;PH_Unidad_Predial;20.7;5,89E+14;;13282454-2463
2999;2999;BOLÍVAR;TURBACO;4/07/2025;060-26770;;1,3836E+29;Desenglobe_Division_Material;060-349728;Privado_Privado;NPH;342.44;;;1097944-1500
11572;11572;BOYACÁ;GARAGOA;6/06/2025;078-36570;;1,5299E+29;Desenglobe_Division_Material;078-40892;Privado_Privado;NPH;7901.8;;;1441599-4237
11453;11453;BOYACÁ;GARAGOA;6/06/2025;078-18043;;1,5299E+29;Desenglobe_Division_Material;078-43453;Privado_Privado;NPH;;;;1437067-4185
6025;6025;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-77297;Privado_Privado;NPH;;;;13401270-8548
11935;11935;BOYACÁ;MONIQUIRÁ;30/05/2025;083-19197;;1,5469E+29;Desenglobe_Division_Material;083-44831;Privado_Privado;PH_Unidad_Predial;62.4;22.82;63.7;1541073-4395
8774;8774;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-80036;Privado_Privado;NPH;;;;13401270-9679
10481;10481;META;GRANADA;8/08/2025;236-90591;;SIN NPN;Desenglobe_Division_Material;236-95306;Publico_Uso_Publico;NPH;224.75;;;L2-12925
9900;9900;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-81157;Privado_Privado;NPH;;;;13401270-7865
1329;1329;BOLÍVAR;TURBACO;25/07/2025;060-13937;;1,3836E+29;Desenglobe_Division_Material;060-402830;Privado_Privado;NPH;84;;;13282259-677
7896;7896;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-79165;Privado_Privado;NPH;;;;13401270-9783
12724;12724;BOYACÁ;SOGAMOSO;30/05/2025;095-160325;;SIN NPN;Desenglobe_Division_Material;095-161320;Privado_Privado;PH_Unidad_Predial;;;;L2-5783
6197;6197;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-77469;Privado_Privado;NPH;;;;13401270-7541
2984;2984;BOLÍVAR;TURBACO;4/07/2025;060-26770;;1,3836E+29;Desenglobe_Division_Material;060-349713;Privado_Privado;NPH;323.56;;;1097944-1288
9935;9935;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-81190;Privado_Privado;NPH;;;;13401270-10409
9615;9615;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-80873;Privado_Privado;NPH;;;;13401270-12161
8108;8108;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-79376;Privado_Privado;NPH;;;;13401270-9116
5337;5337;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-76616;Privado_Privado;NPH;;;;13401270-11659
11339;11339;BOYACÁ;CIÉNEGA;30/05/2025;090-19082;;1,5189E+29;Desenglobe_Venta_Parcial;090-63552;Privado_Privado;NPH;;;;1321481-184
4038;4038;BOLÍVAR;TURBACO;4/07/2025;060-315148;;SIN NPN;Desenglobe_Division_Material;060-339660;Privado_Privado;NPH;;;;L2-1784
10307;10307;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-83582;Privado_Privado;NPH;;;;13401270-9020
10855;10855;RISARALDA;LA CELIA;30/05/2025;297-8706;;6,6383E+29;Englobe_Nuevo_FMI;297-9425;Privado_Privado;NPH;;;;12095636
1345;1345;BOLÍVAR;TURBACO;25/07/2025;060-13937;;1,3836E+29;Desenglobe_Division_Material;060-402874;Privado_Privado;NPH;84;;;13282259-628
12529;12529;BOYACÁ;RAMIRIQUÍ;30/05/2025;090-30279;;1,5599E+29;Desenglobe_Venta_Parcial;090-63370;Privado_Privado;NPH;7306;;;1646772-311
11089;11089;RISARALDA;LA CELIA;6/06/2025;297-822;;6,6383E+29;Desenglobe_Venta_Parcial;297-6623;Privado_Privado;NPH;15000;;;9281105-692
2545;2545;BOLÍVAR;TURBACO;4/07/2025;060-26770;;1,3836E+29;Desenglobe_Division_Material;060-349775;Privado_Privado;NPH;295.32;;;1097944-1473
2156;2156;BOLÍVAR;TURBACO;23/05/2025;060-346092;;SIN NPN;Desenglobe_Division_Material;060-347057;Privado_Privado;NPH;;;;L2-2777
6173;6173;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-77445;Privado_Privado;NPH;;;;13401270-9233
12946;12946;BOYACÁ;SOGAMOSO;30/05/2025;095-164663;;SIN NPN;Desenglobe_Division_Material;095-167535;Privado_Privado;PH_Unidad_Predial;;;;L2-6168
37;37;ATLÁNTICO;TUBARÁ;11/07/2025;040-605697;;8,832E+28;Desenglobe_Division_Material;040-658094;Privado_Privado;Condominio_Unidad_Predial;;;;13973179-220
1445;1445;BOLÍVAR;TURBACO;25/07/2025;060-13937;;1,3836E+29;Desenglobe_Division_Material;060-402712;Privado_Privado;NPH;84;;;13282259-648
9852;9852;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-81110;Privado_Privado;NPH;;;;13401270-9658
11350;11350;BOYACÁ;CIÉNEGA;30/05/2025;090-2271;;1,5189E+29;Desenglobe_Venta_Parcial;090-63462;Privado_Privado;NPH;;;;1322158-227
2668;2668;BOLÍVAR;TURBACO;4/07/2025;060-26770;;1,3836E+29;Desenglobe_Division_Material;060-349397;Privado_Privado;NPH;304.77;;;1097944-1635
6170;6170;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-77442;Privado_Privado;NPH;;;;13401270-12011
5903;5903;META;GRANADA;29/05/2025;236-74377;;5,0313E+29;Desenglobe_Division_Material;236-77176;Privado_Privado;NPH;;;;13401270-7780
14251;14251;BOYACÁ;SOGAMOSO;22/08/2025;095-162359;;SIN NPN;Desenglobe_Division_Material;095-162716;Privado_Privado;PH_Unidad_Predial;58.45;0.46600000000000003;58.45;L2-5990
14775;14775;BOYACÁ;SORACÁ;6/06/2025;070-58650;;1,5764E+29;Desenglobe_Venta_Parcial;070-253496;Privado_Privado;NPH;;;;L2-36
4835;4835;META;GRANADA;20/06/2025;236-42180;;5,0313E+29;Desenglobe_Division_Material;236-75564;Privado_Privado;NPH;;;;4753500-7424
12172;12172;BOYACÁ;MONIQUIRÁ;30/05/2025;083-28596;;1,5469E+29;Desenglobe_Division_Material;083-47020;Privado_Privado;PH_Unidad_Predial;66;35.6;66;1543966-4542
