"objectid";"id_operacion";"id";"no, fmi";"dirección territorial";"municipio";"fecha_envio_juridico";"folio_matriz";"novedadfmi_tipo";"npnmatriz";"novedad_numero_predial";"folio_derivados";"predio tipo";"condicion prop derivado";"área registral m2";"coeficiente";"área coefieciente"
1469858;"13523146";367;367;BOYACÁ;SOGAMOSO;2025-09-29;"095-123436";;"157590102000004880008000000000";Cancelacion_por_Desenglobe;;;;;;
1502644;"13524019";372;372;BOYACÁ;SOGAMOSO;2025-09-29;"095-124309";;"157590102000005600016000000000";Cancelacion_por_Desenglobe;;;;;;
1534917;"13525464";193;193;BOYACÁ;SOGAMOSO;2025-09-29;"095-15693";FMI_Debe_Estar_Cerrado;"157590102000006160012000000000";Cancelacion_por_Englobe;;;;;;
1339899;"13525467";194;194;BOYACÁ;SOGAMOSO;2025-09-29;"095-27618";FMI_Debe_Estar_Cerrado;"157590102000006160014000000000";Cancelacion_por_Englobe;;;;;;
1210488;"13525615";240;240;BOYACÁ;SOGAMOSO;2025-09-29;"095-110494";;"157590102000006290019000000000";Cambio_Numero_Predial_NPH_a_PH;"095-110494";Privado_Privado;PH_Matriz;"990.96";;
1438359;"13959184";72;72;BOYACÁ;SOGAMOSO;2025-09-29;"095-158328";;"157590102000004810051000000000";Cambio_Numero_Predial_NPH_a_PH;"095-158328";Privado_Privado;PH_Matriz;"255.75";;
1371932;"14142765";290;290;BOYACÁ;SOGAMOSO;2025-09-29;"095-160074";;"157590102000005760035000000000";Cancelacion_por_Desenglobe;;;;;;
1306889;"14386016";332;332;BOYACÁ;SOGAMOSO;2025-09-29;"095-154647";;"157590101000005630076000000000";Cambio_Numero_Predial_NPH_a_PH;"095-154647";Privado_Privado;PH_Matriz;"78";;
1355018;"14392841";579;579;BOYACÁ;MONIQUIRA;2025-09-29;"083-17544";;"154690000000000040168000000000";Desenglobe_Division_Material;"083-46597";Privado_Privado;NPH;"4256";;
1418905;"14547365";623;623;ATLÁNTICO;TUBARÁ;2025-09-29;"040-615544";FMI_Debe_Estar_Cerrado;"088320001000000010398000000000";Cancelacion_por_Desenglobe;;;;;;
1353861;"1455163";457;457;BOYACÁ;GUAYATA;2025-09-29;"079-15265";;"153250000000000010003000000000";Cancelacion_por_Desenglobe;;;;;;
1290115;"1455562";423;423;BOYACÁ;GUAYATA;2025-09-29;"079-41146";;"153250000000000030160000000000";Cancelacion_por_Desenglobe;;;;;;
1516829;"1455623";426;426;BOYACÁ;GUAYATA;2025-09-29;"079-13803";;"153250000000000030233000000000";Cancelacion_por_Englobe;;;;;;
1353889;"1455636";427;427;BOYACÁ;GUAYATA;2025-09-29;"079-31834";;"153250000000000030247000000000";Cancelacion_por_Englobe;;;;;;
1420764;"1456159";497;497;BOYACÁ;GUAYATA;2025-09-29;"079-44734";;"153250000000000060198000000000";Cancelacion_por_Desenglobe;;;;;;
1452260;"1456347";538;538;BOYACÁ;GUAYATA;2025-09-29;"079-3350";;"153250000000000070164000000000";Cancelacion_por_Desenglobe;;;;;;
1110732;"1461710";517;517;BOYACÁ;GUAYATA;2025-09-29;"079-34493";FMI_Debe_Estar_Cerrado;"153250100000000060003000000000";Cancelacion_por_Desenglobe;;;;;;
