"objectid";"id_operacion";"id";"folio_matriz";"novedadfmi_tipo";"npnmatriz";"novedad_numero_predial";"folio_derivados";"predio tipo";"condicion prop derivado";"árearegistralm2";"coeficiente";"área coefieciente";"count"
1500275;"1443699";2033;"078-28074";;"152990100000002270019000000000";Cancelacion_por_Englobe;;;;;;;1
1387308;"1437701";662;"078-28559";;"152990000000000240466000000000";Cancelacion_por_Desenglobe;;;;;;;1
1082249;"1439545";530;"078-28652";;"152990100000000220058000000000";Cambio_Numero_Predial_NPH_a_PH;"078-28652";Privado_Privado;PH_Matriz;"141";;;1
1637356;"1439545R531";531;"078-28652";;"152990100000000220058000000000";Desenglobe_Division_Material;"078-28974";Privado_Privado;PH_Unidad_Predial;"38.85";8.48;38.85;1
1637355;"1439545R532";532;"078-28652";;"152990100000000220058000000000";Desenglobe_Division_Material;"078-28975";Privado_Privado;PH_Unidad_Predial;"34.23";7.47;34.23;1
1637363;"1439545R533";533;"078-28652";;"152990100000000220058000000000";Desenglobe_Division_Material;"078-28976";Privado_Privado;PH_Unidad_Predial;"22.96";5.01;22.96;1
1637362;"1439545R534";534;"078-28652";;"152990100000000220058000000000";Desenglobe_Division_Material;"078-28977";Privado_Privado;PH_Unidad_Predial;"50.19";10.96;50.19;1
1637361;"1439545R535";535;"078-28652";;"152990100000000220058000000000";Desenglobe_Division_Material;"078-28978";Privado_Privado;PH_Unidad_Predial;"15.65";3.42;15.65;1
1637360;"1439545R536";536;"078-28652";;"152990100000000220058000000000";Desenglobe_Division_Material;"078-28979";Privado_Privado;PH_Unidad_Predial;"61.83";13.5;61.83;1
1637359;"1439545R537";537;"078-28652";;"152990100000000220058000000000";Desenglobe_Division_Material;"078-28980";Privado_Privado;PH_Unidad_Predial;"26.24";5.73;26.24;1
1637358;"1439545R538";538;"078-28652";;"152990100000000220058000000000";Desenglobe_Division_Material;"078-28981";Privado_Privado;PH_Unidad_Predial;"65.29";14.26;65.29;1
1637357;"1439545R539";539;"078-28652";;"152990100000000220058000000000";Desenglobe_Division_Material;"078-28982";Privado_Privado;PH_Unidad_Predial;"142.78";31.17;142.78;1
1634884;L3_-598;598;"078-28997";;"152990000000000020101000000000";Cancelacion_por_Desenglobe;;;;;;;1
1403653;"1442935";693;"078-2902";;"152990100000001680094000000000";Cancelacion_por_Desenglobe;;;;;;;1
1068734;"1435389";955;"078-29134";;"152990000000000160116000000000";Cancelacion_por_Desenglobe;;;;;;;1
1159897;"1434619";880;"078-29621";;"152990000000000130131000000000";Cancelacion_por_Desenglobe;;;;;;;1
1337047;"1438878";967;"078-30113";;"152990100000000010160000000000";Cancelacion_por_Desenglobe;;;;;;;1
1353856;"1438671";827;"078-30117";FMI_Debe_Estar_Cerrado;"152990000000000300021000000000";Cancelacion_por_Desenglobe;;;;;;;1
1637699;"1433189R995";995;"078-6184";;"152990000000000060079000000000";Desenglobe_Venta_Parcial;"078-30653";Privado_Privado;NPH;"6500";;;1
1337111;"1440220";449;"078-30742";;"152990100000000450037000000000";Cambio_Numero_Predial_NPH_a_PH;"078-30742";Privado_Privado;PH_Matriz;"209.2";;;1
1353523;"1433263";979;"078-30878";;"152990000000000060159000000000";Cancelacion_por_Desenglobe;;;;;;;1
1198267;"1434597";925;"078-31304";;"152990000000000130107000000000";Cancelacion_por_Desenglobe;;;;;;;1
1240284;"1442775";400;"078-31393";;"152990100000001610013000000000";Cancelacion_por_Desenglobe;;;;;;;1
1143140;"1439221";663;"078-3150";;"152990100000000120011000000000";Cambio_Numero_Predial_NPH_a_PH;"078-3150";Privado_Privado;PH_Matriz;"266.5";;;1
1549277;"1441252";844;"078-32130";;"152990100000000790012000000000";Cambio_Numero_Predial_NPH_a_PH;"078-32130";Privado_Privado;PH_Matriz;"150";;;1
1041863;"1437175";931;"078-32273";;"152990000000000220296000000000";Cancelacion_por_Desenglobe;;;;;;;1
1435928;"1443238";839;"078-33782";FMI_Debe_Estar_Cerrado;"152990100000001870020000000000";Cancelacion_por_Desenglobe;;;;;;;1
1175098;"1443502";857;"078-33889";;"152990100000002180015000000000";Cambio_Numero_Predial_NPH_a_PH;"078-33889";Privado_Privado;PH_Matriz;"60";;;1
1052184;"1441209";550;"078-3395";;"152990100000000780016000000000";Cambio_Numero_Predial_NPH_a_PH;"078-3395";Privado_Privado;PH_Matriz;"134";;;1
1387140;"1434968";2037;"078-3428";;"152990000000000150079000000000";Cancelacion_por_Desenglobe;;;;;;;1
1097916;"1431830";409;"078-35095";;"152990000000000020048000000000";Cancelacion_por_Desenglobe;;;;;;;1
1068808;"1436926";919;"078-35528";;"152990000000000220014000000000";Cancelacion_por_Desenglobe;;;;;;;1
1369064;"1439010";801;"078-3598";;"152990100000000060013000000000";Cambio_Numero_Predial_NPH_a_PH;"078-3598";Privado_Privado;PH_Matriz;"144";;;1
1532057;"1438814";415;"078-36001";FMI_Debe_Estar_Abierto;"152990100000000010063000000000";Cambio_Numero_Predial_NPH_a_PH;"078-36001";Privado_Privado;PH_Matriz;"211";;;1
1532066;"1438871";479;"078-36005";;"152990100000000010152000000000";Cambio_Numero_Predial_NPH_a_PH;"078-36005";Privado_Privado;PH_Matriz;;;;1
1451853;"1433368";949;"078-36061";;"152990000000000070100000000000";Cancelacion_por_Desenglobe;;;;;;;1
1467295;"1438909";958;"078-36436";;"152990100000000010192000000000";Cancelacion_por_Desenglobe;;;;;;;1
1500264;"1443530";670;"078-36518";;"152990100000002190012000000000";Cambio_Numero_Predial_NPH_a_PH;"078-36518";Privado_Privado;PH_Matriz;;;;1
1256688;"1436621";886;"078-36634";;"152990000000000200352000000000";Cancelacion_por_Desenglobe;;;;;;;1
1637394;"1433263R977";977;"078-30878";;"152990000000000060159000000000";Desenglobe_Division_Material;"078-36761";Privado_Privado;NPH;"3400";;;1
1637395;"1433263R978";978;"078-30878";;"152990000000000060159000000000";Desenglobe_Division_Material;"078-36762";Privado_Privado;NPH;"600";;;1
1207893;"1441069";893;"078-36778";;"152990100000000700029000000000";Cambio_Numero_Predial_NPH_a_PH;"078-36778";Privado_Privado;PH_Matriz;"178.7";;;1
1637733;"1438371R938";938;"078-9580";;"152990000000000270139000000000";Desenglobe_Division_Material;"078-36789";Privado_Privado;NPH;"13868";;;1
1637734;"1438371R939";939;"078-9580";;"152990000000000270139000000000";Desenglobe_Division_Material;"078-36790";Privado_Privado;NPH;"13868";;;1
1500089;"1440195";420;"078-36808";;"152990100000000450010000000000";Cambio_Numero_Predial_NPH_a_PH;"078-36808";Privado_Privado;PH_Matriz;"144";;;1
1451968;"1435229";850;"078-3708";FMI_Debe_Estar_Cerrado;"152990000000000150370000000000";Cancelacion_por_Desenglobe;;;;;;;1
1637269;"1443211R740";740;"078-20496";;"152990100000001860002000000000";Desenglobe_Venta_Parcial;"078-37202";Privado_Privado;NPH;"383";;;1
1353632;"1435071";745;"078-37344";;"152990000000000150193000000000";Cancelacion_por_Desenglobe;;;;;;;1
1637282;"1439880R695";695;"078-21093";;"152990100000000320015000000000";Desenglobe_Division_Material;"078-37367";Privado_Privado;PH_Unidad_Predial;"92.55";18.15;92.55;1
1637283;"1439880R696";696;"078-21093";;"152990100000000320015000000000";Desenglobe_Division_Material;"078-37368";Privado_Privado;PH_Unidad_Predial;"85.1";38.42;85.1;1
1637280;"1439880R697";697;"078-21093";;"152990100000000320015000000000";Desenglobe_Division_Material;"078-37369";Privado_Privado;PH_Unidad_Predial;"196";16.69;196.0;1
1637281;"1439880R698";698;"078-21093";;"152990100000000320015000000000";Desenglobe_Division_Material;"078-37370";Privado_Privado;PH_Unidad_Predial;"136.35";26.74;136.35;1
1500216;"13488490";782;"078-37457";;"152990100000001560039000000000";Cambio_Numero_Predial_NPH_a_PH;"078-37457";Privado_Privado;PH_Matriz;"160";;;1
1175042;"13488492";785;"078-37459";;"152990100000001560041000000000";Cambio_Numero_Predial_NPH_a_PH;"078-37459";Privado_Privado;PH_Matriz;"160";;;1
1337269;"13488494";788;"078-37461";;"152990100000001560043000000000";Cambio_Numero_Predial_NPH_a_PH;"078-37461";Privado_Privado;PH_Matriz;"160";;;1
1369297;"13488496";791;"078-37463";;"152990100000001560045000000000";Cambio_Numero_Predial_NPH_a_PH;"078-37463";Privado_Privado;PH_Matriz;"160";;;1
1052247;"13488519";771;"078-37493";FMI_Debe_Estar_Cerrado;"152990100000001560068000000000";Cancelacion_por_Desenglobe;;;;;;;1
1369301;"13488520";774;"078-37494";FMI_Debe_Estar_Cerrado;"152990100000001560069000000000";Cancelacion_por_Englobe;;;;;;;1
1110663;"13488521";775;"078-37495";FMI_Debe_Estar_Cerrado;"152990100000001560070000000000";Cancelacion_por_Englobe;;;;;;;1
1143347;"13488529";778;"078-37503";FMI_Debe_Estar_Cerrado;"152990100000001560078000000000";Cancelacion_por_Desenglobe;;;;;;;1
1082424;"13488530";781;"078-37504";FMI_Debe_Estar_Cerrado;"152990100000001560079000000000";Cancelacion_por_Desenglobe;;;;;;;1
1082398;"1442343";682;"078-37766";;"152990100000001330007000000000";Cancelacion_por_Desenglobe;;;;;;;1
1110491;"1439773";903;"078-37880";;"152990100000000290012000000000";Cancelacion_por_Desenglobe;;;;;;;1
1552221;"1439203";946;"078-38127";;"152990100000000110027000000000";Cancelacion_por_Desenglobe;;;;;;;1
1256642;"1436142";970;"078-38209";FMI_Debe_Estar_Cerrado;"152990000000000190111000000000";Cancelacion_por_Desenglobe;;;;;;;1
1637718;"1442637R795";795;"078-7520";;"152990100000001520013000000000";Desenglobe_Division_Material;"078-38320";Privado_Privado;PH_Unidad_Predial;"96";49.5;96.0;1
1637717;"1442637R796";796;"078-7520";;"152990100000001520013000000000";Desenglobe_Division_Material;"078-38321";Privado_Privado;PH_Unidad_Predial;"96";50.5;96.0;1
1637391;"1440220R450";450;"078-30742";;"152990100000000450037000000000";Desenglobe_Division_Material;"078-38408";Privado_Privado;PH_Unidad_Predial;"48.82";25.0;48.82;1
1637390;"1440220R451";451;"078-30742";;"152990100000000450037000000000";Desenglobe_Division_Material;"078-38409";Privado_Privado;PH_Unidad_Predial;"48.82";25.0;48.82;1
1637393;"1440220R452";452;"078-30742";;"152990100000000450037000000000";Desenglobe_Division_Material;"078-38410";Privado_Privado;PH_Unidad_Predial;"55.8";25.0;55.8;1
1637392;"1440220R453";453;"078-30742";;"152990100000000450037000000000";Desenglobe_Division_Material;"078-38411";Privado_Privado;PH_Unidad_Predial;"55.8";25.0;55.8;1
1637528;"1439203R944";944;"078-38127";;"152990100000000110027000000000";Desenglobe_Division_Material;"078-38565";Privado_Privado;NPH;"168";;;1
1637527;"1439203R945";945;"078-38127";;"152990100000000110027000000000";Desenglobe_Division_Material;"078-38566";Privado_Privado;NPH;"135";;;1
1637331;"1440242R1265";1265;"078-27338";;"152990100000000460015000000000";Desenglobe_Venta_Parcial;"078-38571";Privado_Privado;NPH;"200";;;1
1637538;L3_R1266;1265;"078-27338";;"152990100000000460015000000000";Desenglobe_Venta_Parcial;"078-38571";Privado_Privado;NPH;"200";;;1
1637331;"1440242R1265";1266;"078-38571";;SIN NPN;Cambio_Numero_Predial_NPH_a_PH;"078-38571";Privado_Privado;PH_Matriz;"200";;;1
1637538;L3_R1266;1266;"078-38571";;SIN NPN;Cambio_Numero_Predial_NPH_a_PH;"078-38571";Privado_Privado;PH_Matriz;"200";;;1
1207951;"13488402";565;"078-38680";;"152990100000001100022000000000";Cambio_Numero_Predial_NPH_a_PH;"078-38680";Privado_Privado;PH_Matriz;;;;1
1634885;L3_-2024;2024;"078-38749";;"152990000000000270314000000000";Cancelacion_por_Desenglobe;;;;;;;1
1637700;"1433189R996";996;"078-6184";;"152990000000000060079000000000";Desenglobe_Venta_Parcial;"078-38814";Privado_Privado;NPH;"12150";;;1
1637288;"1443267R738";738;"078-21870";;"152990100000001900004000000000";Desenglobe_Venta_Parcial;"078-38890";Privado_Privado;NPH;"238";;;1
1637287;"1433371R881";881;"078-21558";;"152990000000000070103000000000";Desenglobe_Division_Material;"078-39251";Privado_Privado;NPH;"3230";;;1
1637286;"1433371R882";882;"078-21558";;"152990000000000070103000000000";Desenglobe_Division_Material;"078-39252";Privado_Privado;NPH;"2730";;;1
1637248;"1441574R649";649;"078-17419";;"152990100000000920044000000000";Desenglobe_Division_Material;"078-39314";Privado_Privado;NPH;"93";;;1
1637252;"1441574R650";650;"078-17419";;"152990100000000920044000000000";Desenglobe_Division_Material;"078-39315";Privado_Privado;NPH;"115.7";;;1
1637247;"1441574R651";651;"078-17419";;"152990100000000920044000000000";Desenglobe_Division_Material;"078-39316";Privado_Privado;NPH;"115.7";;;1
1637251;"1441574R652";652;"078-17419";;"152990100000000920044000000000";Desenglobe_Division_Material;"078-39317";Privado_Privado;NPH;"115.7";;;1
1637250;"1441574R653";653;"078-17419";;"152990100000000920044000000000";Desenglobe_Division_Material;"078-39318";Privado_Privado;NPH;"127";;;1
1637249;"1441574R654";654;"078-17419";;"152990100000000920044000000000";Desenglobe_Division_Material;"078-39319";Publico_Uso_Publico;Via;"212.9";;;1
1637309;"1443221R381";381;"078-25014";;"152990100000001870002000000000";Desenglobe_Division_Material;"078-39330";Privado_Privado;PH_Unidad_Predial;"89.36";7.25;89.36;1
1637311;"1443221R382";382;"078-25014";;"152990100000001870002000000000";Desenglobe_Division_Material;"078-39331";Privado_Privado;PH_Unidad_Predial;"69.6";5.65;69.6;1
1637310;"1443221R383";383;"078-25014";;"152990100000001870002000000000";Desenglobe_Division_Material;"078-39332";Privado_Privado;PH_Unidad_Predial;"90.76";7.36;90.76;1
1637308;"1443221R384";384;"078-25014";;"152990100000001870002000000000";Desenglobe_Division_Material;"078-39333";Privado_Privado;PH_Unidad_Predial;"87.72";7.11;87.72;1
1637307;"1443221R385";385;"078-25014";;"152990100000001870002000000000";Desenglobe_Division_Material;"078-39334";Privado_Privado;PH_Unidad_Predial;"73.18";5.94;73.18;1
1637306;"1443221R386";386;"078-25014";;"152990100000001870002000000000";Desenglobe_Division_Material;"078-39335";Privado_Privado;PH_Unidad_Predial;"81.35";6.6;81.35;1
1637305;"1443221R387";387;"078-25014";;"152990100000001870002000000000";Desenglobe_Division_Material;"078-39336";Privado_Privado;PH_Unidad_Predial;"87.72";7.12;87.72;1
1637304;"1443221R388";388;"078-25014";;"152990100000001870002000000000";Desenglobe_Division_Material;"078-39337";Privado_Privado;PH_Unidad_Predial;"73.18";6.59;73.18;1
1637303;"1443221R389";389;"078-25014";;"152990100000001870002000000000";Desenglobe_Division_Material;"078-39338";Privado_Privado;PH_Unidad_Predial;"80.82";6.63;80.82;1
1637297;"1443221R390";390;"078-25014";;"152990100000001870002000000000";Desenglobe_Division_Material;"078-39339";Privado_Privado;PH_Unidad_Predial;"87.72";6.56;87.72;1
1637302;"1443221R391";391;"078-25014";;"152990100000001870002000000000";Desenglobe_Division_Material;"078-39340";Privado_Privado;PH_Unidad_Predial;"73.18";6.59;73.18;1
1637301;"1443221R392";392;"078-25014";;"152990100000001870002000000000";Desenglobe_Division_Material;"078-39341";Privado_Privado;PH_Unidad_Predial;"80.82";6.57;80.82;1
1637276;"1440193R541";541;"078-20505";;"152990100000000450008000000000";Desenglobe_Division_Material;"078-39517";Privado_Privado;PH_Unidad_Predial;"9.96";2.89;9.96;1
1637277;"1440193R542";542;"078-20505";;"152990100000000450008000000000";Desenglobe_Division_Material;"078-39518";Privado_Privado;PH_Unidad_Predial;"9.96";2.89;9.96;1
1637275;"1440193R543";543;"078-20505";;"152990100000000450008000000000";Desenglobe_Division_Material;"078-39519";Privado_Privado;PH_Unidad_Predial;"9.96";2.89;9.96;1
1637274;"1440193R544";544;"078-20505";;"152990100000000450008000000000";Desenglobe_Division_Material;"078-39520";Privado_Privado;PH_Unidad_Predial;"9.96";2.89;9.96;1
1637273;"1440193R545";545;"078-20505";;"152990100000000450008000000000";Desenglobe_Division_Material;"078-39521";Privado_Privado;PH_Unidad_Predial;"48.02";13.89;48.02;1
1068736;"1435426";546;"078-20505";;"152990100000000450008000000000";Desenglobe_Division_Material;"078-39522";Privado_Privado;PH_Unidad_Predial;"24.29";7.045;24.29;1
1637272;"1440193R547";547;"078-20505";;"152990100000000450008000000000";Desenglobe_Division_Material;"078-39523";Privado_Privado;PH_Unidad_Predial;"60.23";18.495;60.23;1
1637271;"1440193R548";548;"078-20505";;"152990100000000450008000000000";Desenglobe_Division_Material;"078-39524";Privado_Privado;PH_Unidad_Predial;"48.51";17.28;48.51;1
1637270;"1440193R549";549;"078-20505";;"152990100000000450008000000000";Desenglobe_Division_Material;"078-39525";Privado_Privado;PH_Unidad_Predial;"92.12";31.69;92.12;1
1637313;"1443219R735";735;"078-25053";;"152990100000001860010000000000";Desenglobe_Division_Material;"078-39568";Privado_Privado;NPH;"158.4";;;1
1637312;"1443219R736";736;"078-25053";;"152990100000001860010000000000";Desenglobe_Division_Material;"078-39569";Privado_Privado;NPH;"90.6";;;1
1512040;"13487894";865;"078-39582";;"152990000000000050231000000000";Cancelacion_por_Desenglobe;;;;;;;1
1637485;"1436621R884";884;"078-36634";;"152990000000000200352000000000";Desenglobe_Division_Material;"078-39645";Privado_Privado;NPH;"8072.3";;;1
1637484;"1436621R885";885;"078-36634";;"152990000000000200352000000000";Desenglobe_Division_Material;"078-39646";Privado_Privado;NPH;"1027.7";;;1
1637215;"1441741R959";959;"078-13567";;"152990100000000960025000000000";Desenglobe_Division_Material;"078-39729";Privado_Privado;NPH;"181";;;1
1637214;"1441741R960";960;"078-13567";;"152990100000000960025000000000";Desenglobe_Division_Material;"078-39730";Privado_Privado;NPH;"94.84";;;1
1637216;"1441741R961";961;"078-13567";;"152990100000000960025000000000";Desenglobe_Division_Material;"078-39731";Publico_Uso_Publico;Bien_Uso_Publico;"28.16";;;1
1416754;"13488321";904;"078-39755";;"152990100000000590902900000032";Cambio_Numero_Predial_NPH_a_PH;"078-39755";Privado_Privado;PH_Matriz;"135";;;1
1637406;"1439221R664";664;"078-3150";;"152990100000000120011000000000";Desenglobe_Division_Material;"078-39809";Privado_Privado;PH_Unidad_Predial;"88";33.0;88.0;1
1637402;"1439221R665";665;"078-3150";;"152990100000000120011000000000";Desenglobe_Division_Material;"078-39810";Privado_Privado;PH_Unidad_Predial;"25.5";9.5;25.5;1
1637407;"1439221R666";666;"078-3150";;"152990100000000120011000000000";Desenglobe_Division_Material;"078-39811";Privado_Privado;PH_Unidad_Predial;"16";6.0;16.0;1
1637403;"1439221R667";667;"078-3150";;"152990100000000120011000000000";Desenglobe_Division_Material;"078-39812";Privado_Privado;PH_Unidad_Predial;"41.5";15.5;41.5;1
1637404;"1439221R668";668;"078-3150";;"152990100000000120011000000000";Desenglobe_Division_Material;"078-39813";Privado_Privado;PH_Unidad_Predial;"63";23.6;63.0;1
1637405;"1439221R669";669;"078-3150";;"152990100000000120011000000000";Desenglobe_Division_Material;"078-39814";Privado_Privado;PH_Unidad_Predial;"35";12.4;35.0;1
1637697;"1440104R806";806;"078-6135";;"152990100000000420018000000000";Desenglobe_Division_Material;"078-40191";Privado_Privado;PH_Unidad_Predial;"64";34.0;64.0;1
1637696;"1440104R807";807;"078-6135";;"152990100000000420018000000000";Desenglobe_Division_Material;"078-40192";Privado_Privado;PH_Unidad_Predial;"65";33.0;65.0;1
1637698;"1440104R808";808;"078-6135";;"152990100000000420018000000000";Desenglobe_Division_Material;"078-40193";Privado_Privado;PH_Unidad_Predial;"65";33.0;65.0;1
1174973;"13964478";926;"078-40430";;"152990100000000920157000000000";Cambio_Numero_Predial_NPH_a_PH;"078-40430";Privado_Privado;PH_Matriz;"90";;;1
1174974;"13964604";641;"078-40432";;"152990100000000920159000000000";Cambio_Numero_Predial_NPH_a_PH;"078-40432";Privado_Privado;PH_Matriz;"90";;;1
1637726;"1440968R522";522;"078-9530";;"152990100000000670041000000000";Desenglobe_Division_Material;"078-40486";Privado_Privado;PH_Unidad_Predial;"113.72";18.33;113.72;1
1637727;"1440968R523";523;"078-9530";;"152990100000000670041000000000";Desenglobe_Division_Material;"078-40487";Privado_Privado;PH_Unidad_Predial;"113.72";18.33;113.72;1
1637728;"1440968R524";524;"078-9530";;"152990100000000670041000000000";Desenglobe_Division_Material;"078-40488";Privado_Privado;PH_Unidad_Predial;"113.72";18.33;113.72;1
1637725;"1440968R525";525;"078-9530";;"152990100000000670041000000000";Desenglobe_Division_Material;"078-40489";Privado_Privado;PH_Unidad_Predial;"113.72";18.33;113.72;1
1637732;"1440968R526";526;"078-9530";;"152990100000000670041000000000";Desenglobe_Division_Material;"078-40490";Privado_Privado;PH_Unidad_Predial;"9.9";6.67;9.9;1
1637731;"1440968R527";527;"078-9530";;"152990100000000670041000000000";Desenglobe_Division_Material;"078-40491";Privado_Privado;PH_Unidad_Predial;"9.9";6.67;9.9;1
1637730;"1440968R528";528;"078-9530";;"152990100000000670041000000000";Desenglobe_Division_Material;"078-40492";Privado_Privado;PH_Unidad_Predial;"9.9";6.67;9.9;1
1637729;"1440968R529";529;"078-9530";;"152990100000000670041000000000";Desenglobe_Division_Material;"078-40493";Privado_Privado;PH_Unidad_Predial;"9.9";6.67;9.9;1
1637204;"1439660R434";434;"078-13470";;"152990100000000260015000000000";Desenglobe_Division_Material;"078-40588";Privado_Privado;PH_Unidad_Predial;"91.05";16.76;91.05;1
1637206;"1439660R435";435;"078-13470";;"152990100000000260015000000000";Desenglobe_Division_Material;"078-40589";Privado_Privado;PH_Unidad_Predial;"70.72";13.02;70.72;1
1637207;"1439660R436";436;"078-13470";;"152990100000000260015000000000";Desenglobe_Division_Material;"078-40590";Privado_Privado;PH_Unidad_Predial;"64.05";11.79;64.05;1
1637208;"1439660R437";437;"078-13470";;"152990100000000260015000000000";Desenglobe_Division_Material;"078-40591";Privado_Privado;PH_Unidad_Predial;"68.56";12.62;68.56;1
1637209;"1439660R438";438;"078-13470";;"152990100000000260015000000000";Desenglobe_Division_Material;"078-40592";Privado_Privado;PH_Unidad_Predial;"62.22";11.45;62.22;1
1637210;"1439660R439";439;"078-13470";;"152990100000000260015000000000";Desenglobe_Division_Material;"078-40593";Privado_Privado;PH_Unidad_Predial;"70.87";13.04;70.87;1
1637211;"1439660R440";440;"078-13470";;"152990100000000260015000000000";Desenglobe_Division_Material;"078-40594";Privado_Privado;PH_Unidad_Predial;"62.93";11.58;62.93;1
1349442;"13488465";973;"078-40614";;"152990100000001330088000000000";Cancelacion_por_Desenglobe;;;;;;;1
1637712;"1440250R559";559;"078-7420";;"152990100000000460023000000000";Desenglobe_Division_Material;"078-40634";Privado_Privado;PH_Unidad_Predial;"45";11.0;45.0;1
1637713;"1440250R560";560;"078-7420";;"152990100000000460023000000000";Desenglobe_Division_Material;"078-40635";Privado_Privado;PH_Unidad_Predial;"154";37.8;154.0;1
1637714;"1440250R561";561;"078-7420";;"152990100000000460023000000000";Desenglobe_Division_Material;"078-40636";Privado_Privado;PH_Unidad_Predial;"52";12.8;52.0;1
1637715;"1440250R562";562;"078-7420";;"152990100000000460023000000000";Desenglobe_Division_Material;"078-40637";Privado_Privado;PH_Unidad_Predial;"52";12.8;52.0;1
1637716;"1440250R563";563;"078-7420";;"152990100000000460023000000000";Desenglobe_Division_Material;"078-40638";Privado_Privado;PH_Unidad_Predial;"52";12.8;52.0;1
1637711;"1440250R564";564;"078-7420";;"152990100000000460023000000000";Desenglobe_Division_Material;"078-40639";Privado_Privado;PH_Unidad_Predial;"52";12.8;52.0;1
1634938;"1443249-713";717;"078-25032";;"152990100000001880004000000000";Englobe_Nuevo_FMI;"078-40702";Privado_Privado;NPH;"1658";;;1
1634938;"1443249-713";716;"078-25031";;"152990100000001880009000000000";Englobe_Nuevo_FMI;"078-40702";Privado_Privado;NPH;"1658";;;1
1634938;"1443249-713";710;"078-25025";;"152990100000001880013000000000";Englobe_Nuevo_FMI;"078-40702";Privado_Privado;NPH;"1658";;;1
1634938;"1443249-713";711;"078-25026";;"152990100000001880014000000000";Englobe_Nuevo_FMI;"078-40702";Privado_Privado;NPH;"1658";;;1
1634938;"1443249-713";713;"078-25028";;"152990100000001880011000000000";Englobe_Nuevo_FMI;"078-40702";Privado_Privado;NPH;"1658";;;1
1634938;"1443249-713";719;"078-25034";;"152990100000001880007000000000";Englobe_Nuevo_FMI;"078-40702";Privado_Privado;NPH;"1658";;;1
1634938;"1443249-713";712;"078-25027";;"152990100000001880002000000000";Englobe_Nuevo_FMI;"078-40702";Privado_Privado;NPH;"1658";;;1
1634938;"1443249-713";720;"078-25035";;"152990100000001880006000000000";Englobe_Nuevo_FMI;"078-40702";Privado_Privado;NPH;"1658";;;1
1634938;"1443249-713";709;"078-25024";;"152990100000001880012000000000";Englobe_Nuevo_FMI;"078-40702";Privado_Privado;NPH;"1658";;;1
1634938;"1443249-713";715;"078-25030";;"152990100000001880003000000000";Englobe_Nuevo_FMI;"078-40702";Privado_Privado;NPH;"1658";;;1
1634938;"1443249-713";718;"078-25033";;"152990100000001880008000000000";Englobe_Nuevo_FMI;"078-40702";Privado_Privado;NPH;"1658";;;1
1634938;"1443249-713";714;"078-25029";;"152990100000001880010000000000";Englobe_Nuevo_FMI;"078-40702";Privado_Privado;NPH;"1658";;;1
1634938;"1443249-713";721;"078-25036";;"152990100000001880005000000000";Englobe_Nuevo_FMI;"078-40702";Privado_Privado;NPH;"1658";;;1
1637125;"1441449R705";705;"078-11804";;"152990100000000880009000000000";Desenglobe_Division_Material;"078-40713";Privado_Privado;PH_Unidad_Predial;"135.89";27.12;135.89;1
1637123;"1441449R706";706;"078-11804";;"152990100000000880009000000000";Desenglobe_Division_Material;"078-40714";Privado_Privado;PH_Unidad_Predial;"121.26";24.2;121.26;1
1637122;"1441449R707";707;"078-11804";;"152990100000000880009000000000";Desenglobe_Division_Material;"078-40715";Privado_Privado;PH_Unidad_Predial;"121.26";24.2;121.26;1
1637124;"1441449R708";708;"078-11804";;"152990100000000880009000000000";Desenglobe_Division_Material;"078-40716";Privado_Privado;PH_Unidad_Predial;"122.7";24.48;122.7;1
1637443;"1438814R416";416;"078-36001";FMI_Debe_Estar_Abierto;"152990100000000010063000000000";Desenglobe_Division_Material;"078-40732";Privado_Privado;PH_Unidad_Predial;"91.5";18.6;91.5;1
1637440;"1438814R417";417;"078-36001";FMI_Debe_Estar_Abierto;"152990100000000010063000000000";Desenglobe_Division_Material;"078-40733";Privado_Privado;PH_Unidad_Predial;"139.9";28.4;139.9;1
1637441;"1438814R418";418;"078-36001";FMI_Debe_Estar_Abierto;"152990100000000010063000000000";Desenglobe_Division_Material;"078-40734";Privado_Privado;PH_Unidad_Predial;"170.4";34.5;170.4;1
1637442;"1438814R419";419;"078-36001";FMI_Debe_Estar_Abierto;"152990100000000010063000000000";Desenglobe_Division_Material;"078-40735";Privado_Privado;PH_Unidad_Predial;"91.3";18.5;91.3;1
1637205;"1439660R433";433;"078-13470";;"152990100000000260015000000000";Desenglobe_Division_Material;"078-40787";Privado_Privado;PH_Unidad_Predial;"52.9";9.74;52.9;1
1637590;"13487894R863";863;"078-39582";;"152990000000000050231000000000";Desenglobe_Division_Material;"078-40788";Privado_Privado;NPH;"3058";;;1
1637591;"13487894R864";864;"078-39582";;"152990000000000050231000000000";Desenglobe_Division_Material;"078-40789";Privado_Privado;NPH;"3542";;;1
1634895;L3_-468;468;"078-40857";FMI_Debe_Estar_Cerrado;SIN NPN;Cancelacion_por_Desenglobe;;;;;;;1
1634895;L3_-468;459;"078-14275";FMI_Debe_Estar_Cerrado;"152990100000001680030000000000";Englobe_Nuevo_FMI;"078-40857";Privado_Privado;NPH;"815";;;1
1634895;L3_-468;460;"078-23526";FMI_Debe_Estar_Cerrado;"152990100000001680068000000000";Englobe_Nuevo_FMI;"078-40857";Privado_Privado;NPH;"815";;;1
